coefficient_name,value,constrain
tnc_shared_ASC_auto_deficient_univ,3.25,F
tnc_shared_ASC_auto_deficient_work,-2.1435,F
tnc_shared_ASC_auto_deficient_atwork,-4.5089,F
tnc_shared_ASC_auto_sufficient_eatout_othdiscr_social,-3.6638,F
tnc_shared_ASC_auto_sufficient_escort_othmaint_shopping,-2.4365,F
tnc_shared_ASC_auto_sufficient_school,-3.7219,F
tnc_shared_ASC_auto_sufficient_univ,-0.9068,F
tnc_shared_ASC_auto_sufficient_work,-5.3575,F
tnc_shared_ASC_auto_sufficient_atwork,-3.5397,F
joint_ridehail_ASC_no_auto_all,-4.0,F
joint_ridehail_ASC_auto_deficient_all,5.5528558591892265,F
joint_ridehail_ASC_auto_sufficient_all,7.6721864433339455,F
joint_taxi_ASC_no_auto_all,-4.5792,F
joint_taxi_ASC_auto_deficient_all,-9.8157,F
joint_taxi_ASC_auto_sufficient_all,-11.7099,T
joint_tnc_single_ASC_no_auto_all,-4.4917,F
joint_tnc_single_ASC_auto_deficient_all,-9.8961,F
joint_tnc_single_ASC_auto_sufficient_all,-14.0159,T
joint_tnc_shared_ASC_no_auto_all,-4.3002,F
joint_tnc_shared_ASC_auto_deficient_all,-11.1572,F
joint_tnc_shared_ASC_auto_sufficient_all,-13.205,T
walk_transit_ASC_inc_low_eatout,0.8537271445942503,F
walk_transit_ASC_inc_low_escort,1.1445256374395691,F
walk_transit_ASC_inc_low_othdiscr,0.8537271445942503,F
walk_transit_ASC_inc_low_othmaint,1.1445256374395691,F
walk_transit_ASC_inc_low_school,1.5164968270355137,F
walk_transit_ASC_inc_low_shopping,1.1445256374395691,F
walk_transit_ASC_inc_low_social,0.8537271445942503,F
walk_transit_ASC_inc_low_univ,3.564794884963562,F
walk_transit_ASC_inc_low_work,2.41583977470014,F
walk_transit_ASC_inc_low_atwork,1.402131554047207,F
walk_transit_ASC_inc_mid_eatout,-0.6368283381432147,F
walk_transit_ASC_inc_mid_escort,0.0007089320342569573,F
walk_transit_ASC_inc_mid_othdiscr,-0.6368283381432147,F
walk_transit_ASC_inc_mid_othmaint,0.0007089320342569573,F
walk_transit_ASC_inc_mid_school,-0.8483379646775377,F
walk_transit_ASC_inc_mid_shopping,0.0007089320342569573,F
walk_transit_ASC_inc_mid_social,-0.6368283381432147,F
walk_transit_ASC_inc_mid_univ,-1.7464606123185653,F
walk_transit_ASC_inc_mid_work,0.10839949260428744,F
walk_transit_ASC_inc_mid_atwork,-2.316511570358352,F
walk_transit_ASC_inc_high_eatout,-2.641664205698465,F
walk_transit_ASC_inc_high_escort,-3.2021747403509293,F
walk_transit_ASC_inc_high_othdiscr,-2.641664205698465,F
walk_transit_ASC_inc_high_othmaint,-3.2021747403509293,F
walk_transit_ASC_inc_high_school,-4.5910837988075315,F
walk_transit_ASC_inc_high_shopping,-3.2021747403509293,F
walk_transit_ASC_inc_high_social,-2.641664205698465,F
walk_transit_ASC_inc_high_univ,-1.5019884516474196,F
walk_transit_ASC_inc_high_work,-3.399010648531745,F
walk_transit_ASC_inc_high_atwork,-7.323408004055255,F
pnr_transit_ASC_inc_low_eatout,2.760473595205861,F
pnr_transit_ASC_inc_low_escort,1.746772865925894,F
pnr_transit_ASC_inc_low_othdiscr,2.760473595205861,F
pnr_transit_ASC_inc_low_othmaint,1.746772865925894,F
pnr_transit_ASC_inc_low_school,1.4219897514274842,F
pnr_transit_ASC_inc_low_shopping,1.746772865925894,F
pnr_transit_ASC_inc_low_social,2.760473595205861,F
pnr_transit_ASC_inc_low_univ,-0.03477222342593767,F
pnr_transit_ASC_inc_low_work,1.0857890878555696,F
pnr_transit_ASC_inc_low_atwork,0.0,F
pnr_transit_ASC_inc_mid_eatout,0.44835071419700334,F
pnr_transit_ASC_inc_mid_escort,-0.3720697185051036,F
pnr_transit_ASC_inc_mid_othdiscr,0.44835071419700334,F
pnr_transit_ASC_inc_mid_othmaint,-0.3720697185051036,F
pnr_transit_ASC_inc_mid_school,0.7232305345215646,F
pnr_transit_ASC_inc_mid_shopping,-0.3720697185051036,F
pnr_transit_ASC_inc_mid_social,0.44835071419700334,F
pnr_transit_ASC_inc_mid_univ,-0.8342500909051394,F
pnr_transit_ASC_inc_mid_work,0.4971095360167924,F
pnr_transit_ASC_inc_mid_atwork,98.0,F
pnr_transit_ASC_inc_high_eatout,-0.559702559337097,F
pnr_transit_ASC_inc_high_escort,-1.9489780966418975,F
pnr_transit_ASC_inc_high_othdiscr,-0.559702559337097,F
pnr_transit_ASC_inc_high_othmaint,-1.9489780966418975,F
pnr_transit_ASC_inc_high_school,1.0574569570799806,F
pnr_transit_ASC_inc_high_shopping,-1.9489780966418975,F
pnr_transit_ASC_inc_high_social,-0.559702559337097,F
pnr_transit_ASC_inc_high_univ,-0.9194256954880287,F
pnr_transit_ASC_inc_high_work,-0.9663829607647634,F
pnr_transit_ASC_inc_high_atwork,0.0,F
knr_transit_ASC_inc_low_eatout,-0.32195948528727314,F
knr_transit_ASC_inc_low_escort,0.5694582311073918,F
knr_transit_ASC_inc_low_othdiscr,-0.32195948528727314,F
knr_transit_ASC_inc_low_othmaint,0.5694582311073918,F
knr_transit_ASC_inc_low_school,0.8419467151591435,F
knr_transit_ASC_inc_low_shopping,0.5694582311073918,F
knr_transit_ASC_inc_low_social,-0.32195948528727314,F
knr_transit_ASC_inc_low_univ,1.7023602617158298,F
knr_transit_ASC_inc_low_work,1.2173274202566255,F
knr_transit_ASC_inc_low_atwork,-14.0,F
knr_transit_ASC_inc_mid_eatout,-2.295626661185059,F
knr_transit_ASC_inc_mid_escort,-0.8325222424166051,F
knr_transit_ASC_inc_mid_othdiscr,-2.295626661185059,F
knr_transit_ASC_inc_mid_othmaint,-0.8325222424166051,F
knr_transit_ASC_inc_mid_school,-1.7394901765668243,F
knr_transit_ASC_inc_mid_shopping,-0.8325222424166051,F
knr_transit_ASC_inc_mid_social,-2.295626661185059,F
knr_transit_ASC_inc_mid_univ,-0.5538932151748341,F
knr_transit_ASC_inc_mid_work,-0.7515343507640626,F
knr_transit_ASC_inc_mid_atwork,-14.403717708464251,F
knr_transit_ASC_inc_high_eatout,-3.5835299386588284,F
knr_transit_ASC_inc_high_escort,-4.285362581156317,F
knr_transit_ASC_inc_high_othdiscr,-3.5835299386588284,F
knr_transit_ASC_inc_high_othmaint,-4.285362581156317,F
knr_transit_ASC_inc_high_school,-6.371606785197679,F
knr_transit_ASC_inc_high_shopping,-4.285362581156317,F
knr_transit_ASC_inc_high_social,-3.5835299386588284,F
knr_transit_ASC_inc_high_univ,-1.823681822825886,F
knr_transit_ASC_inc_high_work,-4.199884994128956,F
knr_transit_ASC_inc_high_atwork,-20.0,F
joint_walk_transit_ASC_inc_low_all,0.9902622562199078,F
joint_walk_transit_ASC_inc_mid_all,0.29408116107665416,F
