"ID","Area","COUNTY","EXTERNAL","DISTRICT","SUPER_DIST_25"
2593,14.121051,7,0,236,25
2591,8.746758,7,0,236,25
2592,6.955852,7,0,236,25
2605,0.041706,7,0,238,25
2617,0.159826,7,0,238,25
2603,0.076040,7,0,238,25
2606,0.028351,7,0,238,25
2604,0.038633,7,0,238,25
2616,0.061014,7,0,238,25
2622,0.073907,7,0,238,25
2607,0.100640,7,0,238,25
2669,0.402778,7,0,237,25
2667,0.219562,7,0,237,25
2656,0.634836,7,0,237,25
2586,1.844312,7,0,236,25
2557,1.702456,7,0,233,25
2585,2.091686,7,0,236,25
2649,1.039281,7,0,237,25
2624,0.288120,7,0,238,25
2673,1.038837,7,0,237,25
2671,1.118345,7,0,237,25
2672,1.034650,7,0,237,25
2670,0.558768,7,0,237,25
2653,0.294432,7,0,237,25
2650,1.090526,7,0,237,25
2626,0.313173,7,0,238,25
2652,0.781542,7,0,237,25
2657,0.913558,7,0,237,25
2630,0.142414,7,0,238,25
2621,0.174520,7,0,238,25
2619,0.131068,7,0,238,25
2612,0.120403,7,0,238,25
2609,0.025324,7,0,238,25
2608,0.049831,7,0,238,25
2613,0.119040,7,0,238,25
2631,0.150303,7,0,238,25
2611,0.103154,7,0,238,25
2633,0.250964,7,0,238,25
2629,0.183038,7,0,238,25
2628,0.222707,7,0,238,25
2610,0.115726,7,0,238,25
2620,0.190947,7,0,238,25
2623,0.362877,7,0,238,25
2625,0.262014,7,0,238,25
2529,0.599668,7,0,232,25
2528,0.514973,7,0,232,25
2568,0.520885,7,0,235,25
2548,7.998494,7,0,234,25
2544,4.989441,7,0,234,25
2551,0.875610,7,0,233,25
2527,0.387254,7,0,232,25
2524,5.102458,7,0,232,25
2553,0.607135,7,0,233,25
2555,2.574512,7,0,233,25
2547,5.699118,7,0,234,25
2546,9.542054,7,0,234,25
2563,5.695776,7,0,233,25
2562,3.596653,7,0,233,25
2552,0.283801,7,0,233,25
2556,6.651909,7,0,233,25
2560,2.678169,7,0,233,25
2554,0.990384,7,0,233,25
2561,5.899445,7,0,233,25
2655,0.991672,7,0,237,25
2564,4.730379,7,0,233,25
2558,2.739863,7,0,233,25
2559,2.392751,7,0,233,25
2654,1.140798,7,0,237,25
2587,0.513502,7,0,236,25
2651,0.402254,7,0,237,25
2530,0.767622,7,0,232,25
2532,5.060290,7,0,232,25
2535,2.318700,7,0,233,25
2536,3.240459,7,0,233,25
2534,1.143566,7,0,233,25
2539,4.424293,7,0,233,25
2538,4.665425,7,0,233,25
2533,2.584923,7,0,232,25
