"HH_ID","PER_ID","TOUR_ID","TOURMODE_RECODE","TOURPURP_RECODE","AUTOSUFF","finalweight"
7056,3,1,"03_HOV3","Indi-Main",1,329.0514309
7056,3,2,"03_HOV3","Joint-Disc",1,329.0514309
7057,1,1,"01_SOV","Work",2,53.864753985
7057,1,2,"02_HOV2","Joint-Disc",2,53.864753985
7057,2,1,"01_SOV","Work",2,45.99165795
7057,2,2,"02_HOV2","Joint-Disc",2,45.99165795
7058,1,1,"01_SOV","Indi-Disc",2,221.825311182
7059,1,1,"05_Bike","Joint-Disc",2,31.231934265
7059,2,1,"05_Bike","Joint-Disc",2,29.3219156
7061,1,1,"01_SOV","Work",2,53.42980986
7061,1,2,"03_HOV3","At-Work",2,53.42980986
7061,2,1,"01_SOV","Work",2,54.60741363
7062,1,1,"01_SOV","Indi-Main",2,46.723791135
7062,2,1,"02_HOV2","Indi-Main",2,59.819403939
7063,1,1,"02_HOV2","Joint-Main",2,47.265040634
7063,2,1,"02_HOV2","Joint-Main",2,48.351365699
7064,1,1,"02_HOV2","Indi-Disc",2,26.3360176
7064,1,2,"04_Walk","Indi-Main",2,26.3360176
7064,2,1,"01_SOV","Indi-Disc",2,27.0648488
7065,1,1,"01_SOV","Indi-Disc",2,61.118486835
7065,2,1,"02_HOV2","Indi-Main",2,84.652944898
7066,1,1,"03_HOV3","Indi-Main",2,83.154508
7066,1,2,"02_HOV2","Indi-Main",2,83.154508
7066,2,1,"03_HOV3","School",2,86.0039671
7067,1,1,"01_SOV","Work",2,106.33024815
7067,1,2,"01_SOV","Indi-Main",2,106.33024815
7068,1,1,"01_SOV","Work",2,53.864753985
7068,2,1,"01_SOV","Work",2,45.99165795
7069,1,1,"01_SOV","Work",2,54.66413988
7069,2,1,"01_SOV","University",2,93.0452683
7069,2,2,"04_Walk","Indi-Disc",2,93.0452683
7070,1,1,"01_SOV","Work",2,27.187371225
7070,2,1,"01_SOV","Indi-Main",2,47.945730592
7070,2,2,"01_SOV","Indi-Main",2,47.945730592
7070,2,3,"02_HOV2","Indi-Main",2,47.945730592
7071,1,1,"02_HOV2","Indi-Main",2,24.21849906
7071,1,2,"02_HOV2","Joint-Disc",2,24.21849906
7071,2,1,"01_SOV","Work",2,25.73252136
7071,2,2,"02_HOV2","Joint-Disc",2,25.73252136
7072,1,2,"03_HOV3","Indi-Main",1,306.8064204
7072,1,3,"02_HOV2","Indi-Main",1,306.8064204
7072,1,4,"03_HOV3","Indi-Main",1,306.8064204
7072,1,5,"03_HOV3","Indi-Main",1,306.8064204
7073,1,1,"03_HOV3","Indi-Main",2,146.1827573
7073,2,1,"03_HOV3","Indi-Main",2,124.4122962
7073,2,2,"03_HOV3","Indi-Main",2,124.4122962
7073,2,3,"01_SOV","Indi-Main",2,124.4122962
7073,3,1,"03_HOV3","School",2,137.7098071
7073,4,1,"03_HOV3","School",2,137.7098071
7073,5,1,"03_HOV3","Indi-Main",2,133.947437
7073,5,2,"03_HOV3","School",2,133.947437
7073,6,1,"03_HOV3","Indi-Main",2,137.7098071
7073,6,2,"03_HOV3","Indi-Main",2,137.7098071
7074,1,1,"04_Walk","Indi-Disc",0,72.144900271
7074,1,2,"01_SOV","Indi-Main",0,72.144900271
7075,1,1,"01_SOV","Work",2,53.864753985
7075,2,1,"01_SOV","Work",2,54.60741363
7076,1,1,"01_SOV","Indi-Disc",1,81.0476351
7076,1,2,"01_SOV","Indi-Main",1,81.0476351
7076,1,3,"03_HOV3","Joint-Disc",1,81.0476351
7076,2,1,"03_HOV3","Joint-Disc",1,80.01390986
7076,2,2,"03_HOV3","Joint-Disc",1,80.01390986
7076,3,1,"03_HOV3","Joint-Disc",1,76.3500046
7076,3,2,"03_HOV3","Joint-Disc",1,76.3500046
7076,4,1,"03_HOV3","Joint-Disc",1,76.3500046
7076,4,2,"03_HOV3","Joint-Disc",1,76.3500046
7077,1,1,"01_SOV","Work",2,98.181413925
7077,1,2,"02_HOV2","At-Work",2,98.181413925
7077,2,1,"01_SOV","Indi-Disc",2,125.699424679
7077,2,2,"02_HOV2","Indi-Main",2,125.699424679
7078,1,1,"01_SOV","Work",2,76.87803291
7078,1,2,"02_HOV2","At-Work",2,76.87803291
7079,1,1,"03_HOV3","Indi-Main",1,69.199756848
7079,1,2,"03_HOV3","Indi-Main",1,69.199756848
7079,2,1,"02_HOV2","University",1,58.3685091
7079,3,1,"03_HOV3","School",1,64.6070876
7079,4,1,"03_HOV3","School",1,64.6070876
7080,1,1,"01_SOV","Work",2,66.9038494
7080,2,1,"01_SOV","Indi-Main",2,66.9038494
7080,2,2,"01_SOV","Indi-Main",2,66.9038494
7081,1,1,"02_HOV2","Indi-Main",2,620.0471993
7081,1,2,"01_SOV","Indi-Main",2,620.0471993
7082,1,1,"03_HOV3","Indi-Main",2,127.971452805
7082,2,1,"01_SOV","Work",2,107.913862245
7082,2,2,"01_SOV","Indi-Disc",2,107.913862245
7082,3,1,"01_SOV","Work",2,173.6039657
7082,4,1,"01_SOV","Work",2,176.44998441
7083,1,1,"02_HOV2","Indi-Disc",2,63.28701552
7083,1,2,"03_HOV3","Work",2,63.28701552
7083,1,3,"04_Walk","At-Work",2,63.28701552
7083,2,1,"02_HOV2","Work",2,61.922236892
7083,3,1,"15_Schoolbus","Indi-Disc",2,57.4724551
7084,1,1,"03_HOV3","Joint-Main",2,129.782709592
7084,1,2,"04_Walk","Other",2,129.782709592
7084,2,1,"01_SOV","Work",2,151.999602516
7084,2,2,"01_SOV","Indi-Disc",2,151.999602516
7084,3,1,"01_SOV","Indi-Main",2,266.6843109
7084,4,1,"01_SOV","School",2,117.826081184
7084,4,2,"01_SOV","Work",2,117.826081184
7084,5,1,"01_SOV","School",2,143.8682545
7084,5,2,"03_HOV3","Joint-Disc",2,143.8682545
7085,1,1,"03_HOV3","Indi-Main",2,307.55621925
7086,1,1,"02_HOV2","Indi-Main",2,33.7674096
7087,1,1,"01_SOV","Work",2,49.8343412
7088,1,1,"03_HOV3","Joint-Main",1,71.7007935
7088,1,2,"04_Walk","Indi-Disc",1,71.7007935
7088,2,1,"01_SOV","Work",1,77.670386684
7088,3,1,"03_HOV3","Joint-Disc",1,66.3050806
7088,3,2,"04_Walk","Other",1,66.3050806
7088,4,1,"03_HOV3","Joint-Disc",1,66.3050806
7088,4,2,"04_Walk","Other",1,66.3050806
7089,1,1,"01_SOV","Work",2,77.454791505
7090,1,1,"01_SOV","Work",2,28.628666136
7090,3,1,"15_Schoolbus","School",2,39.3251878
7090,4,1,"15_Schoolbus","School",2,32.8173618
7091,1,1,"01_SOV","Work",2,54.60741363
7092,1,1,"02_HOV2","Work",2,68.258641772
7092,2,1,"03_HOV3","Work",2,58.28167526
7092,3,1,"03_HOV3","School",2,64.6070876
7092,4,1,"03_HOV3","School",2,64.6070876
7093,1,1,"02_HOV2","Other",2,277.212837142
7093,1,2,"02_HOV2","Other",2,277.212837142
7093,2,1,"02_HOV2","Other",2,174.984535215
7093,3,1,"02_HOV2","University",2,226.7826365
7094,1,1,"01_SOV","Work",2,16.75842861
7094,1,2,"01_SOV","Indi-Main",2,16.75842861
7094,2,1,"01_SOV","Indi-Disc",2,20.46123471
7094,2,2,"01_SOV","Indi-Main",2,20.46123471
7095,1,1,"01_SOV","Work",2,43.801579
7095,2,1,"01_SOV","Work",2,75.2638851
7095,2,2,"01_SOV","Work",2,75.2638851
7095,2,3,"01_SOV","Indi-Disc",2,75.2638851
7096,1,1,"01_SOV","Indi-Disc",2,42.8023823
7096,1,2,"01_SOV","Indi-Disc",2,42.8023823
7096,2,1,"01_SOV","Indi-Disc",2,39.89444781
7097,1,1,"01_SOV","Work",2,49.760203552
7097,2,1,"01_SOV","Work",2,58.278419256
7097,2,2,"03_HOV3","Indi-Disc",2,58.278419256
7097,3,1,"15_Schoolbus","School",2,55.1607656
7097,3,2,"03_HOV3","Indi-Main",2,55.1607656
7097,4,1,"15_Schoolbus","School",2,53.6537182
7097,4,2,"03_HOV3","Indi-Disc",2,53.6537182
7098,1,1,"01_SOV","Work",2,46.723791135
7099,1,1,"01_SOV","Indi-Main",2,70.2242419
7100,1,1,"01_SOV","Work",1,151.784160472
7100,2,1,"02_HOV2","Indi-Main",1,143.784123612
7100,2,2,"02_HOV2","Indi-Main",1,143.784123612
7100,3,1,"02_HOV2","School",1,145.4370868
7101,1,1,"01_SOV","Indi-Disc",2,76.111561365
7101,1,2,"02_HOV2","Joint-Disc",2,76.111561365
7101,2,1,"01_SOV","Indi-Main",2,63.45904908
7101,2,2,"02_HOV2","Joint-Disc",2,63.45904908
7102,1,1,"01_SOV","Indi-Main",2,64.6668119
7102,1,2,"01_SOV","Work",2,64.6668119
7102,1,3,"01_SOV","Indi-Disc",2,64.6668119
7103,1,1,"02_HOV2","Joint-Main",2,45.598658117
7103,2,1,"02_HOV2","Joint-Main",2,55.329541993
7104,1,2,"01_SOV","Indi-Disc",2,45.99165795
7104,2,1,"01_SOV","Work",2,53.864753985
7104,2,2,"01_SOV","At-Work",2,53.864753985
7105,1,1,"03_HOV3","Indi-Disc",2,57.275374023
7106,1,1,"03_HOV3","Indi-Main",1,60.6689305
7106,1,2,"03_HOV3","Indi-Main",1,60.6689305
7106,2,1,"01_SOV","Indi-Disc",1,66.9572299
7106,3,1,"03_HOV3","School",1,74.1577677
7106,4,1,"03_HOV3","Indi-Main",1,74.1577677
7106,4,2,"03_HOV3","Indi-Main",1,74.1577677
7107,2,1,"01_SOV","Work",2,46.723791135
7108,1,1,"01_SOV","Work",2,77.924990908
7108,2,1,"03_HOV3","Indi-Main",2,95.8006005
7108,2,2,"03_HOV3","Indi-Disc",2,95.8006005
7108,2,3,"03_HOV3","Indi-Main",2,95.8006005
7108,3,1,"03_HOV3","School",2,100.3164037
7108,4,2,"03_HOV3","University",2,129.764474448
7109,1,1,"02_HOV2","Other",2,45.598658117
7109,1,2,"02_HOV2","Other",2,45.598658117
7109,2,1,"02_HOV2","Other",2,50.7610477
7109,2,2,"02_HOV2","Other",2,50.7610477
7110,1,1,"02_HOV2","Work",2,53.864753985
7110,2,1,"01_SOV","Work",2,45.99165795
7111,1,1,"01_SOV","Work",2,134.99779125
7111,1,2,"01_SOV","At-Work",2,134.99779125
7112,1,1,"02_HOV2","Work",2,67.36232202
7112,2,1,"02_HOV2","Work",2,60.154263225
7113,1,2,"01_SOV","Indi-Disc",2,37.42275432
7113,2,1,"01_SOV","Indi-Disc",2,74.108820306
7113,2,2,"01_SOV","Indi-Disc",2,74.108820306
7114,1,1,"01_SOV","Work",2,266.42077665
7115,1,1,"02_HOV2","Indi-Main",2,25.737439
7115,1,2,"02_HOV2","Indi-Main",2,25.737439
7115,2,1,"02_HOV2","Work",2,42.394909725
7116,1,1,"02_HOV2","Work",2,127.6640751
7116,1,2,"03_HOV3","Joint-Disc",2,127.6640751
7116,2,1,"02_HOV2","Work",2,104.289375015
7116,2,2,"03_HOV3","Joint-Disc",2,104.289375015
7117,1,1,"01_SOV","Work",2,68.258641772
7117,1,2,"02_HOV2","Joint-Disc",2,68.258641772
7117,2,1,"02_HOV2","Indi-Main",2,69.199756848
7117,2,2,"02_HOV2","Indi-Disc",2,69.199756848
7117,2,3,"02_HOV2","Indi-Main",2,69.199756848
7117,2,4,"02_HOV2","Joint-Disc",2,69.199756848
7117,3,1,"02_HOV2","University",2,114.751291424
7117,4,1,"02_HOV2","School",2,62.8419572
7118,1,1,"02_HOV2","Joint-Disc",2,43.785335861
7118,1,2,"02_HOV2","Indi-Disc",2,43.785335861
7118,2,1,"02_HOV2","Joint-Disc",2,36.806476464
7119,2,1,"01_SOV","Work",2,89.2101798
7120,1,1,"01_SOV","Work",2,53.42980986
7120,1,2,"01_SOV","At-Work",2,53.42980986
7120,2,2,"01_SOV","Indi-Disc",2,52.0070606
7121,1,1,"01_SOV","Work",1,68.9775085
7121,2,1,"03_HOV3","Indi-Main",1,81.0476351
7121,2,2,"02_HOV2","Joint-Disc",1,81.0476351
7121,2,3,"03_HOV3","Indi-Main",1,81.0476351
7121,3,1,"15_Schoolbus","School",1,74.2640459
7121,4,1,"03_HOV3","Indi-Main",1,74.2640459
7121,4,2,"02_HOV2","Joint-Disc",1,74.2640459
7121,4,3,"03_HOV3","Indi-Main",1,74.2640459
7122,1,1,"01_SOV","Work",1,151.199120272
7122,1,2,"03_HOV3","Indi-Main",1,151.199120272
7122,2,1,"03_HOV3","Indi-Main",1,144.613671396
7122,3,1,"03_HOV3","School",1,200.7604477
7122,4,1,"03_HOV3","School",1,200.7604477
7122,5,1,"03_HOV3","School",1,172.9851743
7123,1,1,"02_HOV2","Indi-Main",2,135.227162966
7124,1,1,"02_HOV2","Indi-Main",2,45.99165795
7124,2,1,"03_HOV3","Indi-Disc",2,53.864753985
7126,1,1,"01_SOV","Indi-Main",2,86.267791779
7127,1,1,"01_SOV","Work",2,58.811036865
7128,1,1,"02_HOV2","Indi-Disc",2,98.00342181
7128,1,2,"01_SOV","Work",2,98.00342181
7129,1,1,"01_SOV","Work",2,62.1588001
7129,1,2,"02_HOV2","Indi-Main",2,62.1588001
7129,1,3,"01_SOV","Indi-Disc",2,62.1588001
7129,2,1,"02_HOV2","Work",2,69.6070549
7129,2,2,"04_Walk","At-Work",2,69.6070549
7129,3,1,"02_HOV2","School",2,92.7366471
7130,1,1,"01_SOV","Work",2,54.76725786
7131,2,1,"01_SOV","University",2,51.86335
7132,1,1,"02_HOV2","Indi-Disc",2,396.331054153
7132,2,1,"01_SOV","Indi-Main",2,350.4428656
7132,2,2,"02_HOV2","Indi-Disc",2,350.4428656
7132,2,3,"01_SOV","Indi-Main",2,350.4428656
7132,2,4,"01_SOV","Indi-Disc",2,350.4428656
7133,1,1,"01_SOV","Indi-Main",2,56.28529138
7134,1,1,"01_SOV","Indi-Disc",2,45.598658117
7134,1,2,"02_HOV2","University",2,45.598658117
7134,2,1,"02_HOV2","University",2,27.0648488
7135,1,1,"01_SOV","Work",2,64.14260769
7136,2,1,"03_HOV3","Work",2,551.86919907
7137,1,1,"03_HOV3","Indi-Main",1,168.011383536
7137,1,2,"03_HOV3","Indi-Main",1,168.011383536
7137,1,3,"01_SOV","Work",1,168.011383536
7137,2,1,"01_SOV","Indi-Disc",1,259.4570854
7137,3,1,"03_HOV3","School",1,181.8420875
7137,4,1,"03_HOV3","School",1,181.8420875
7137,5,1,"03_HOV3","School",1,181.8420875
7137,6,1,"03_HOV3","School",1,168.2155159
7139,1,1,"01_SOV","Work",2,45.99165795
7139,2,1,"01_SOV","University",2,50.8855332
7140,1,1,"01_SOV","Work",2,94.173764895
7140,1,2,"04_Walk","Indi-Disc",2,94.173764895
7140,1,3,"03_HOV3","At-Work",2,94.173764895
7140,1,4,"01_SOV","At-Work",2,94.173764895
7140,2,1,"01_SOV","Work",2,94.173764895
7140,2,2,"04_Walk","Indi-Disc",2,94.173764895
7141,1,1,"02_HOV2","Indi-Main",2,120.479945073
7141,2,1,"01_SOV","Work",2,95.402043975
7142,1,1,"02_HOV2","Work",2,105.39654382
7142,1,2,"01_SOV","Indi-Disc",2,105.39654382
7142,1,3,"02_HOV2","At-Work",2,105.39654382
7142,1,4,"01_SOV","At-Work",2,105.39654382
7142,2,1,"02_HOV2","School",2,95.7131266
7143,1,1,"02_HOV2","Indi-Disc",2,92.3871896
7143,2,1,"03_HOV3","Joint-Main",2,110.4046472
7143,3,1,"03_HOV3","Joint-Main",2,102.0963461
7144,1,1,"03_HOV3","Work",1,1124.7278542
7144,2,1,"03_HOV3","Work",1,1678.076920484
7144,3,1,"02_HOV2","Work",1,1798.928754928
7144,4,1,"03_HOV3","School",1,2132.679708208
7145,1,1,"01_SOV","Indi-Main",2,98.93109557
7145,1,2,"02_HOV2","Joint-Main",2,98.93109557
7145,1,3,"01_SOV","Indi-Main",2,98.93109557
7145,1,4,"01_SOV","Indi-Disc",2,98.93109557
7145,1,5,"04_Walk","Other",2,98.93109557
7145,2,1,"02_HOV2","Joint-Disc",2,80.051282851
7146,1,1,"02_HOV2","Indi-Main",2,26.453102635
7147,1,1,"01_SOV","Work",2,126.24941343
7147,1,2,"04_Walk","Indi-Main",2,126.24941343
7148,1,1,"02_HOV2","Indi-Main",2,47.945730592
7148,2,1,"01_SOV","Work",2,27.187371225
7149,1,1,"03_HOV3","Joint-Main",1,527.8156034
7149,2,1,"01_SOV","Work",1,571.759948352
7149,3,1,"03_HOV3","Joint-Main",1,488.0957994
7149,4,1,"03_HOV3","Joint-Main",1,488.0957994
7150,1,1,"01_SOV","Indi-Disc",2,56.422894833
7150,2,1,"01_SOV","Indi-Disc",2,48.24734103
7150,3,1,"01_SOV","Work",2,56.050300635
7152,1,1,"02_HOV2","Indi-Disc",2,76.6416778
7153,1,2,"01_SOV","Indi-Disc",2,90.40170048
7153,2,1,"01_SOV","Indi-Disc",2,132.506318155
7153,2,2,"01_SOV","Indi-Disc",2,132.506318155
7154,1,1,"04_Walk","Indi-Main",2,67.707470556
7154,1,2,"02_HOV2","Indi-Main",2,67.707470556
7154,1,3,"04_Walk","Other",2,67.707470556
7154,1,4,"04_Walk","Other",2,67.707470556
7154,1,5,"03_HOV3","Indi-Main",2,67.707470556
7154,2,1,"01_SOV","Work",2,69.199756848
7154,3,1,"15_Schoolbus","School",2,64.6070876
7154,3,2,"03_HOV3","Indi-Main",2,64.6070876
7154,4,1,"04_Walk","Indi-Disc",2,64.6070876
7154,4,2,"03_HOV3","School",2,64.6070876
7155,1,1,"01_SOV","Indi-Disc",2,224.4353287
7155,2,1,"01_SOV","Work",2,251.3285685
7155,2,2,"01_SOV","At-Work",2,251.3285685
7155,2,3,"01_SOV","At-Work",2,251.3285685
7155,3,1,"01_SOV","University",2,302.3297036
7156,1,1,"03_HOV3","Indi-Disc",2,76.390726125
7157,1,1,"01_SOV","Work",2,24.171536025
7157,1,2,"02_HOV2","Joint-Main",2,24.171536025
7157,2,1,"02_HOV2","Joint-Main",2,20.638523955
7158,1,1,"03_HOV3","Indi-Main",2,35.546318596
7158,2,1,"01_SOV","Work",2,43.400344284
7158,3,1,"03_HOV3","School",2,39.717272672
7158,4,1,"03_HOV3","School",2,48.8274811
7159,1,1,"01_SOV","Work",2,59.386725248
7159,1,2,"02_HOV2","Indi-Disc",2,59.386725248
7159,2,2,"02_HOV2","Indi-Main",2,70.51181916
7159,2,3,"01_SOV","Work",2,70.51181916
7159,3,1,"02_HOV2","School",2,64.0334724
7160,1,1,"01_SOV","Work",2,34.482904836
7160,2,1,"02_HOV2","Work",2,31.173261044
7160,3,1,"02_HOV2","School",2,32.9279196
7161,1,1,"01_SOV","Indi-Main",2,135.368583105
7162,1,1,"01_SOV","Work",2,56.506576875
7162,1,2,"02_HOV2","Indi-Main",2,56.506576875
7162,2,1,"01_SOV","Work",2,48.24734103
7163,1,1,"06_Walk-Local","Indi-Disc",0,141.5632446
7164,1,1,"06_Walk-Local","Indi-Main",0,148.42128008
7166,1,1,"01_SOV","Indi-Main",2,120.2375366
7167,1,1,"01_SOV","Work",1,67.707470556
7167,1,2,"01_SOV","Indi-Disc",1,67.707470556
7167,1,3,"03_HOV3","At-Work",1,67.707470556
7167,2,1,"02_HOV2","Work",1,58.28167526
7167,2,2,"03_HOV3","Indi-Disc",1,58.28167526
7167,2,3,"01_SOV","Work",1,58.28167526
7167,3,1,"15_Schoolbus","School",1,62.8419572
7167,4,1,"03_HOV3","School",1,62.8419572
7168,1,1,"02_HOV2","Indi-Main",2,33.620247056
7168,2,1,"01_SOV","Work",2,34.482904836
7168,3,1,"02_HOV2","Indi-Disc",2,32.9279196
7169,1,1,"02_HOV2","Joint-Main",1,26.7867479
7169,1,2,"04_Walk","Indi-Main",1,26.7867479
7169,1,3,"03_HOV3","Joint-Main",1,26.7867479
7169,2,1,"01_SOV","Work",1,20.025213168
7169,3,1,"15_Schoolbus","School",1,18.3991297
7169,3,2,"03_HOV3","Joint-Main",1,18.3991297
7169,4,1,"02_HOV2","Joint-Main",1,19.1221885
7169,4,2,"04_Walk","Indi-Main",1,19.1221885
7169,4,3,"03_HOV3","Joint-Main",1,19.1221885
7170,1,1,"02_HOV2","Indi-Disc",2,228.636219945
7170,2,1,"02_HOV2","Indi-Main",2,369.9144156
7171,1,1,"02_HOV2","Work",2,44.4988487
7171,1,2,"01_SOV","Work",2,44.4988487
7171,1,3,"02_HOV2","Joint-Disc",2,44.4988487
7171,1,4,"04_Walk","At-Work",2,44.4988487
7171,1,5,"04_Walk","At-Work",2,44.4988487
7171,1,6,"01_SOV","At-Work",2,44.4988487
7171,1,7,"01_SOV","At-Work",2,44.4988487
7171,2,1,"01_SOV","Indi-Main",2,54.8801871
7171,2,2,"01_SOV","Indi-Main",2,54.8801871
7171,2,3,"02_HOV2","Joint-Disc",2,54.8801871
7172,1,3,"01_SOV","Work",2,45.410119336
7172,1,4,"01_SOV","Work",2,45.410119336
7172,3,1,"15_Schoolbus","School",2,67.458518848
7173,1,1,"01_SOV","Indi-Disc",2,31.342513755
7173,1,2,"01_SOV","Indi-Disc",2,31.342513755
7173,2,1,"01_SOV","Work",2,45.99165795
7174,1,1,"03_HOV3","Indi-Main",2,71.459516664
7174,2,1,"03_HOV3","Indi-Main",2,55.73300146
7175,1,1,"01_SOV","Other",2,56.28529138
7175,1,2,"01_SOV","Indi-Disc",2,56.28529138
7176,1,1,"03_HOV3","Indi-Disc",0,294.0467508
7177,1,1,"01_SOV","Indi-Main",2,277.330784298
7178,1,1,"01_SOV","Work",2,48.24734103
7178,2,1,"01_SOV","Indi-Main",2,56.506576875
7178,2,2,"01_SOV","Indi-Disc",2,56.506576875
7179,1,1,"02_HOV2","Indi-Main",2,31.6877216
7179,1,2,"02_HOV2","Indi-Main",2,31.6877216
7179,2,1,"02_HOV2","Work",2,27.493924904
7179,2,2,"01_SOV","At-Work",2,27.493924904
7179,3,1,"15_Schoolbus","School",2,28.2085352
7179,4,1,"02_HOV2","School",2,27.2034239
7181,1,1,"02_HOV2","Indi-Disc",2,106.5494995
7181,2,1,"02_HOV2","Work",2,86.3942035
7182,1,1,"03_HOV3","Work",2,129.782709592
7182,1,2,"02_HOV2","Indi-Main",2,129.782709592
7182,1,3,"02_HOV2","At-Work",2,129.782709592
7182,2,1,"02_HOV2","Work",2,151.999602516
7182,3,1,"03_HOV3","Work",2,180.013288156
7182,4,1,"02_HOV2","School",2,117.826081184
7182,4,2,"01_SOV","Indi-Main",2,117.826081184
7182,4,3,"02_HOV2","Work",2,117.826081184
7183,1,1,"01_SOV","Other",2,133.731402
7183,1,2,"01_SOV","Indi-Main",2,133.731402
7183,2,1,"01_SOV","Work",2,124.10317206
7183,3,1,"03_HOV3","Indi-Main",2,152.7291242
7183,3,2,"01_SOV","Work",2,152.7291242
7183,4,1,"01_SOV","Indi-Disc",2,181.5290706
7183,4,2,"01_SOV","Indi-Main",2,181.5290706
7184,1,1,"01_SOV","Indi-Disc",2,56.28529138
7185,1,1,"01_SOV","Indi-Main",2,147.58217798
7185,2,1,"01_SOV","Work",2,157.798542508
7185,3,1,"15_Schoolbus","School",2,150.6621527
7185,4,1,"15_Schoolbus","School",2,150.6621527
7186,1,1,"01_SOV","Indi-Main",2,97.0887597
7186,1,2,"01_SOV","Indi-Main",2,97.0887597
7186,1,3,"01_SOV","Indi-Main",2,97.0887597
7186,1,4,"02_HOV2","Joint-Disc",2,97.0887597
7186,2,1,"01_SOV","Indi-Disc",2,94.6598931
7186,2,2,"02_HOV2","Joint-Disc",2,94.6598931
7187,1,1,"02_HOV2","Work",2,60.5949261
7188,1,1,"03_HOV3","Indi-Main",2,84.8379835
7188,1,2,"03_HOV3","Indi-Main",2,84.8379835
7188,2,1,"03_HOV3","School",2,93.2828229
7188,3,1,"03_HOV3","School",2,80.3771139
7188,4,1,"03_HOV3","School",2,80.3771139
7189,2,1,"01_SOV","Work",2,65.8723326
7190,1,1,"01_SOV","Other",2,53.42980986
7190,1,2,"01_SOV","Other",2,53.42980986
7190,2,1,"01_SOV","Work",2,54.60741363
7191,1,1,"02_HOV2","Work",2,45.9498486
7191,1,2,"01_SOV","Indi-Disc",2,45.9498486
7191,3,1,"02_HOV2","School",2,93.7021609
7191,3,2,"02_HOV2","Indi-Disc",2,93.7021609
7192,1,1,"02_HOV2","Indi-Main",2,39.89444781
7192,2,1,"01_SOV","Indi-Main",2,65.2859947
7192,2,2,"02_HOV2","Indi-Disc",2,65.2859947
7194,1,1,"01_SOV","Work",2,60.154263225
7194,1,2,"02_HOV2","Joint-Main",2,60.154263225
7194,2,1,"01_SOV","Work",2,56.32568865
7194,2,2,"02_HOV2","Joint-Main",2,56.32568865
7195,2,1,"02_HOV2","Work",2,104.47559241
7196,1,1,"01_SOV","Indi-Disc",2,47.945730592
7196,1,2,"01_SOV","Indi-Main",2,47.945730592
7196,2,1,"01_SOV","University",2,46.34650839
7197,1,1,"03_HOV3","University",2,178.3166609
7197,3,1,"03_HOV3","Work",2,158.4564525
7197,3,2,"02_HOV2","Indi-Disc",2,158.4564525
7197,4,1,"02_HOV2","Indi-Main",2,241.1758432
7197,4,2,"02_HOV2","Indi-Main",2,241.1758432
7197,4,3,"03_HOV3","Indi-Main",2,241.1758432
7197,5,1,"03_HOV3","School",2,289.030196784
7198,1,1,"01_SOV","Work",1,69.199756848
7198,2,1,"01_SOV","Work",1,67.707470556
7199,1,1,"01_SOV","Indi-Disc",2,38.992066
7199,1,2,"01_SOV","Indi-Main",2,38.992066
7200,1,1,"02_HOV2","Work",1,107.314518212
7200,1,2,"03_HOV3","Indi-Main",1,107.314518212
7200,1,3,"02_HOV2","At-Work",1,107.314518212
7200,2,1,"15_Schoolbus","School",1,120.373182832
7200,3,1,"15_Schoolbus","School",1,123.4068929
7201,1,1,"03_HOV3","Indi-Main",1,157.3534168
7201,1,2,"01_SOV","Indi-Disc",1,157.3534168
7201,1,3,"03_HOV3","Indi-Main",1,157.3534168
7201,1,4,"03_HOV3","Indi-Main",1,157.3534168
7201,2,1,"01_SOV","Work",1,156.611040996
7201,3,1,"03_HOV3","School",1,144.1831258
7201,4,1,"03_HOV3","School",1,144.1831258
7202,1,1,"02_HOV2","Work",2,145.521084555
7203,1,1,"01_SOV","Indi-Main",2,20.672819055
7203,2,1,"01_SOV","Indi-Main",2,16.1254506
7204,1,1,"01_SOV","Indi-Main",2,64.42591
7204,1,2,"09_PNR-Local","Indi-Disc",2,64.42591
7205,1,1,"01_SOV","Work",2,63.624672405
7205,1,2,"01_SOV","Indi-Disc",2,63.624672405
7206,2,1,"03_HOV3","Indi-Main",0,305.024465746
7207,1,1,"02_HOV2","Work",2,45.99165795
7207,1,2,"03_HOV3","Joint-Disc",2,45.99165795
7207,1,3,"03_HOV3","Joint-Disc",2,45.99165795
7207,1,4,"02_HOV2","At-Work",2,45.99165795
7207,2,1,"02_HOV2","Work",2,53.864753985
7207,2,2,"03_HOV3","Joint-Disc",2,53.864753985
7207,2,3,"03_HOV3","Joint-Disc",2,53.864753985
7208,1,1,"03_HOV3","Joint-Main",2,75.846701373
7208,1,2,"02_HOV2","Indi-Main",2,75.846701373
7208,2,1,"03_HOV3","Joint-Main",2,74.05817302
7209,1,1,"02_HOV2","Work",2,102.102201124
7209,1,2,"02_HOV2","Joint-Disc",2,102.102201124
7209,2,1,"02_HOV2","School",2,134.4365614
7209,2,2,"02_HOV2","Joint-Disc",2,134.4365614
7210,1,1,"01_SOV","Work",2,65.026973025
7210,1,2,"02_HOV2","At-Work",2,65.026973025
7211,1,1,"01_SOV","Indi-Main",2,31.342513755
7211,2,1,"01_SOV","Work",2,45.99165795
7212,1,1,"02_HOV2","Indi-Disc",2,42.87474144
7212,2,1,"02_HOV2","Indi-Disc",2,43.4286539
7212,3,1,"02_HOV2","Indi-Disc",2,40.9114704
