"HH_ID","PER_ID","TOUR_ID","TOURMODE_RECODE","TOURPURP_RECODE","AUTOSUFF","finalweight"
2921,1,1,"02_HOV2","Work",1,152.07423622
2921,2,1,"01_SOV","Work",1,137.958378688
2921,2,2,"01_SOV","Indi-Main",1,137.958378688
2921,3,1,"01_SOV","Indi-Disc",1,183.05885
2921,4,1,"01_SOV","Work",1,168.088881744
2921,4,2,"01_SOV","At-Work",1,168.088881744
2921,5,1,"02_HOV2","Joint-Main",1,218.9746701
2921,6,1,"02_HOV2","Joint-Main",1,120.6800787
2921,8,1,"15_Schoolbus","School",1,159.0877756
2922,1,1,"01_SOV","Work",2,295.63736454
2922,2,1,"01_SOV","Work",2,433.81499784
2923,1,1,"02_HOV2","Indi-Main",2,149.766446612
2923,2,1,"02_HOV2","University",2,154.5079211
2923,3,1,"02_HOV2","Indi-Disc",2,134.2755157
2924,1,1,"02_HOV2","Joint-Main",2,64.813185885
2924,1,2,"01_SOV","Indi-Main",2,64.813185885
2924,1,3,"02_HOV2","Joint-Main",2,64.813185885
2924,1,4,"02_HOV2","Joint-Disc",2,64.813185885
2924,2,1,"02_HOV2","Joint-Main",2,113.993443145
2924,2,2,"02_HOV2","Joint-Main",2,113.993443145
2924,2,3,"02_HOV2","Joint-Disc",2,113.993443145
2925,1,1,"01_SOV","Indi-Main",2,66.130808485
2926,1,1,"01_SOV","Work",2,103.541682405
2926,3,1,"01_SOV","University",2,111.5747013
2927,1,2,"03_HOV3","Indi-Main",2,35.1429872
2927,1,3,"03_HOV3","Indi-Main",2,35.1429872
2927,2,1,"01_SOV","Work",2,41.653235688
2927,3,1,"03_HOV3","Joint-Main",2,42.7593131
2927,3,2,"03_HOV3","Indi-Main",2,42.7593131
2927,4,1,"03_HOV3","Joint-Main",2,42.7593131
2927,4,2,"03_HOV3","School",2,42.7593131
2927,4,3,"03_HOV3","Indi-Main",2,42.7593131
2928,1,1,"01_SOV","Indi-Main",2,180.6681205
2929,1,1,"04_Walk","Other",2,163.5930081
2929,2,1,"01_SOV","Work",2,161.506454668
2929,3,1,"04_Walk","Other",2,154.1109362
2930,1,1,"01_SOV","Indi-Disc",2,74.950223243
2930,1,2,"02_HOV2","Joint-Disc",2,74.950223243
2930,2,1,"02_HOV2","Joint-Disc",2,83.4356101
2930,3,1,"01_SOV","Work",2,47.25427497
2932,1,1,"01_SOV","Indi-Main",2,472.506433581
2932,1,2,"02_HOV2","Indi-Main",2,472.506433581
2932,1,3,"01_SOV","Indi-Main",2,472.506433581
2932,2,1,"02_HOV2","Indi-Main",2,637.447058132
2933,1,1,"01_SOV","Indi-Main",2,387.739803856
2933,3,1,"04_Walk","School",2,474.026677488
2933,4,1,"04_Walk","School",2,392.1973171
2934,1,1,"02_HOV2","Indi-Main",2,74.66724972
2935,1,1,"01_SOV","Work",1,78.757787272
2935,3,1,"15_Schoolbus","School",1,90.4552228
2935,4,1,"15_Schoolbus","School",1,80.8767716
2935,5,1,"15_Schoolbus","School",1,90.4552228
2936,1,1,"01_SOV","Indi-Disc",2,169.30312014
2936,1,2,"01_SOV","Work",2,169.30312014
2937,1,1,"02_HOV2","Joint-Main",2,40.783545
2937,1,2,"02_HOV2","Joint-Main",2,40.783545
2937,2,1,"02_HOV2","Joint-Main",2,55.073070443
2937,2,2,"02_HOV2","Joint-Main",2,55.073070443
2938,2,1,"01_SOV","Indi-Main",2,47.2458234
2938,2,2,"01_SOV","Indi-Main",2,47.2458234
2939,1,1,"02_HOV2","Work",2,235.044378975
2939,2,1,"02_HOV2","Indi-Main",2,276.074874308
2941,1,2,"02_HOV2","Work",2,87.592041728
2941,2,1,"02_HOV2","Indi-Main",2,97.2684746
2941,2,2,"03_HOV3","Indi-Main",2,97.2684746
2941,2,3,"03_HOV3","Indi-Disc",2,97.2684746
2941,2,4,"02_HOV2","Joint-Disc",2,97.2684746
2941,3,1,"03_HOV3","School",2,89.9487123
2941,4,1,"03_HOV3","School",2,89.9487123
2941,5,1,"03_HOV3","School",2,100.6015776
2941,5,2,"02_HOV2","Joint-Disc",2,100.6015776
2942,1,1,"01_SOV","Indi-Disc",2,34.670797281
2942,1,2,"02_HOV2","Indi-Disc",2,34.670797281
2942,1,3,"01_SOV","Indi-Main",2,34.670797281
2942,2,1,"01_SOV","Indi-Disc",2,35.630287875
2942,2,2,"02_HOV2","Indi-Disc",2,35.630287875
2943,1,1,"02_HOV2","Indi-Main",2,156.565658084
2943,1,2,"02_HOV2","Indi-Disc",2,156.565658084
2943,2,1,"01_SOV","Indi-Main",2,175.326331008
2943,3,1,"01_SOV","School",2,226.528166816
2943,3,2,"02_HOV2","School",2,226.528166816
2943,4,1,"15_Schoolbus","School",2,201.36653
2944,1,1,"01_SOV","Work",2,734.777166795
2944,2,1,"02_HOV2","Work",2,860.560221465
2944,3,1,"01_SOV","Work",2,792.912825915
2945,1,1,"01_SOV","Indi-Disc",2,731.710750995
2945,1,2,"01_SOV","Work",2,731.710750995
2945,2,1,"01_SOV","Indi-Main",2,921.849366375
2945,2,2,"01_SOV","Work",2,921.849366375
2945,2,3,"01_SOV","Indi-Main",2,921.849366375
2946,1,1,"01_SOV","Work",2,77.97111924
2947,1,1,"06_Walk-Local","Indi-Main",0,537.2156317
2949,1,1,"06_Walk-Local","Work",1,171.5268285
2949,1,2,"06_Walk-Local","Indi-Disc",1,171.5268285
2949,2,1,"03_HOV3","Indi-Disc",1,252.2988174
2949,3,1,"03_HOV3","Indi-Disc",1,264.1915592
2950,2,1,"01_SOV","Work",2,39.760101675
2951,2,2,"01_SOV","Work",1,197.77065441
2952,2,1,"01_SOV","Indi-Disc",2,90.8334105
2953,1,2,"01_SOV","Indi-Main",2,151.594149945
2953,1,3,"01_SOV","Work",2,151.594149945
2954,1,1,"01_SOV","Indi-Disc",0,210.611049903
2955,1,1,"04_Walk","Other",2,16.761469223
2955,2,1,"01_SOV","Indi-Main",2,30.332203682
2955,2,2,"04_Walk","Other",2,30.332203682
2956,1,1,"01_SOV","Work",2,596.15480925
2956,1,2,"02_HOV2","At-Work",2,596.15480925
2956,2,1,"01_SOV","Work",2,583.298785965
2956,2,2,"01_SOV","At-Work",2,583.298785965
2957,1,1,"01_SOV","Indi-Disc",2,192.809469762
2958,1,1,"02_HOV2","Joint-Main",2,416.837476436
2958,2,2,"02_HOV2","Indi-Disc",2,372.2340704
2958,3,1,"15_Schoolbus","School",2,478.7479197
2958,3,2,"02_HOV2","Joint-Main",2,478.7479197
2958,4,1,"15_Schoolbus","School",2,428.0525208
2958,4,2,"02_HOV2","Indi-Main",2,428.0525208
2959,1,1,"01_SOV","Work",2,206.83862178
2960,1,1,"01_SOV","Work",2,171.1532636
2961,1,1,"02_HOV2","University",2,98.8420468
2961,1,2,"01_SOV","Indi-Disc",2,98.8420468
2961,2,1,"01_SOV","Work",2,112.8834291
2961,2,2,"01_SOV","Other",2,112.8834291
2961,2,3,"01_SOV","Other",2,112.8834291
2961,3,1,"15_Schoolbus","School",2,113.2941487
2962,1,1,"01_SOV","University",2,60.6876257
2963,1,1,"04_Walk","Indi-Main",2,706.7159079
2963,1,2,"01_SOV","Indi-Main",2,706.7159079
2963,2,1,"01_SOV","Work",2,640.74597531
2964,1,1,"02_HOV2","Joint-Main",2,41.117892766
2964,1,2,"02_HOV2","Joint-Main",2,41.117892766
2964,2,1,"02_HOV2","Joint-Main",2,52.720375203
2964,2,2,"02_HOV2","Joint-Main",2,52.720375203
2965,1,1,"12_KNR-Local","Indi-Main",2,1322.29674024
2966,1,1,"02_HOV2","Indi-Main",2,59.005050825
2966,1,2,"02_HOV2","Indi-Disc",2,59.005050825
2966,2,1,"02_HOV2","Work",2,49.522376085
2967,1,1,"01_SOV","Work",2,600.137902035
2969,1,1,"03_HOV3","University",2,71.628629619
2969,2,1,"02_HOV2","University",2,60.718709093
2970,1,1,"01_SOV","Work",2,110.190206805
2970,2,1,"01_SOV","Indi-Main",2,94.084348785
2970,3,1,"01_SOV","Work",2,101.528313915
2971,1,1,"02_HOV2","Work",1,166.197505224
2971,2,1,"01_SOV","Indi-Main",1,157.437788888
2971,3,1,"02_HOV2","School",1,159.2477167
2972,1,1,"01_SOV","Work",2,435.531832365
2972,2,1,"01_SOV","Indi-Disc",2,972.8078566
2973,1,1,"06_Walk-Local","Indi-Main",0,552.598834
2973,1,2,"04_Walk","Indi-Main",0,552.598834
2974,1,1,"01_SOV","Work",2,187.91630739
2974,1,2,"04_Walk","Indi-Disc",2,187.91630739
2974,1,3,"01_SOV","At-Work",2,187.91630739
2975,1,1,"01_SOV","Indi-Disc",2,220.973289356
2976,1,1,"02_HOV2","Work",2,263.172472395
2977,1,1,"02_HOV2","Work",1,357.092917288
2977,1,2,"02_HOV2","Indi-Main",1,357.092917288
2977,1,3,"02_HOV2","Indi-Main",1,357.092917288
2977,2,1,"02_HOV2","Work",1,393.630551468
2977,3,1,"02_HOV2","School",1,531.905572128
2977,4,1,"02_HOV2","School",1,440.0848059
2978,1,1,"02_HOV2","Work",2,98.820759716
2978,2,1,"02_HOV2","Work",2,100.998789288
2978,3,1,"02_HOV2","School",2,94.2956727
2979,1,1,"02_HOV2","Joint-Main",2,106.553534022
2979,2,1,"02_HOV2","Indi-Main",2,68.936288744
2979,2,2,"02_HOV2","Joint-Main",2,68.936288744
2980,1,1,"02_HOV2","Work",2,64.376787496
2980,2,1,"01_SOV","Other",2,75.397147676
2980,2,2,"01_SOV","Indi-Disc",2,75.397147676
2980,3,1,"03_HOV3","School",2,71.3637131
2980,3,2,"03_HOV3","Indi-Disc",2,71.3637131
2980,3,3,"03_HOV3","Indi-Disc",2,71.3637131
2981,1,1,"02_HOV2","Work",2,147.00820575
2981,2,1,"02_HOV2","Indi-Disc",2,207.26244488
2982,1,1,"01_SOV","Other",2,450.268949328
2982,1,2,"01_SOV","Indi-Main",2,450.268949328
2982,1,3,"01_SOV","Other",2,450.268949328
2984,1,1,"01_SOV","Indi-Main",2,253.2797012
2984,2,1,"01_SOV","Work",2,235.044378975
2985,1,1,"02_HOV2","Joint-Main",1,157.9017633
2985,1,2,"03_HOV3","Joint-Disc",1,157.9017633
2985,2,1,"02_HOV2","Joint-Main",1,149.2216925
2985,2,2,"03_HOV3","Joint-Disc",1,149.2216925
2985,3,1,"03_HOV3","Joint-Disc",1,151.6290044
2986,1,1,"01_SOV","Indi-Disc",2,72.25399739
2986,1,2,"02_HOV2","Indi-Main",2,72.25399739
2987,1,1,"01_SOV","Indi-Main",2,82.8749912
2987,2,1,"04_Walk","Indi-Main",2,84.8764486
2988,1,1,"02_HOV2","Indi-Disc",2,114.72198822
2988,2,2,"02_HOV2","Indi-Disc",2,115.9640155
2989,1,1,"01_SOV","Indi-Main",2,36.683681533
2989,1,2,"01_SOV","Indi-Disc",2,36.683681533
2989,2,1,"01_SOV","Work",2,32.77599444
2990,1,1,"01_SOV","Work",2,170.17242585
2990,1,2,"01_SOV","Indi-Disc",2,170.17242585
2991,1,1,"02_HOV2","Indi-Disc",2,170.7907006
2992,1,2,"01_SOV","Indi-Main",2,302.40895293
2992,2,1,"01_SOV","Indi-Main",2,355.1993435
2992,2,2,"01_SOV","Indi-Main",2,355.1993435
2992,3,2,"01_SOV","Work",2,265.3685925
2992,4,1,"01_SOV","University",2,265.3685925
2992,4,2,"01_SOV","Work",2,265.3685925
2992,5,2,"01_SOV","Work",2,265.3685925
2993,1,1,"02_HOV2","Indi-Main",2,252.180936945
2994,1,1,"01_SOV","Work",2,282.1268597
2995,1,1,"01_SOV","Work",2,178.40350311
2995,1,2,"01_SOV","Indi-Disc",2,178.40350311
2996,2,1,"01_SOV","Indi-Main",2,99.637835329
2998,1,1,"02_HOV2","Indi-Main",2,28.783981275
2999,1,1,"01_SOV","Indi-Main",2,89.871144626
2999,2,1,"04_Walk","Other",2,116.848653455
3000,1,1,"01_SOV","Indi-Disc",2,32.6883375
3000,1,2,"02_HOV2","Joint-Main",2,32.6883375
3000,1,3,"01_SOV","Indi-Main",2,32.6883375
3000,2,1,"02_HOV2","Joint-Main",2,31.8080709
3001,1,1,"02_HOV2","Joint-Main",2,188.3530042
3001,2,1,"02_HOV2","Joint-Main",2,189.9411887
3002,1,1,"01_SOV","Indi-Disc",2,97.399241289
3003,1,1,"02_HOV2","Work",2,71.725998816
3003,1,2,"01_SOV","At-Work",2,71.725998816
3003,1,3,"01_SOV","At-Work",2,71.725998816
3003,3,1,"15_Schoolbus","School",2,77.3382393
3003,3,2,"03_HOV3","Indi-Disc",2,77.3382393
3004,1,2,"01_SOV","University",2,263.5307083
3005,1,1,"06_Walk-Local","Work",2,108.544825696
3005,2,1,"06_Walk-Local","Joint-Disc",2,117.4802402
3006,1,1,"02_HOV2","Indi-Main",0,130.9225487
3006,2,1,"02_HOV2","Indi-Main",0,86.1150166
3007,1,1,"01_SOV","Indi-Main",2,68.857439234
3009,1,1,"02_HOV2","Work",2,81.622436
3009,1,2,"01_SOV","Indi-Main",2,81.622436
3009,2,1,"01_SOV","Work",2,96.839968192
3009,2,2,"02_HOV2","Indi-Main",2,96.839968192
3009,3,1,"15_Schoolbus","School",2,124.6665188
3009,4,1,"15_Schoolbus","School",2,107.4188653
3010,1,1,"02_HOV2","Indi-Main",2,359.1480852
3010,1,2,"04_Walk","Joint-Main",2,359.1480852
3010,2,1,"02_HOV2","Work",2,243.03119463
3010,2,2,"04_Walk","Indi-Main",2,243.03119463
3010,2,3,"04_Walk","Joint-Main",2,243.03119463
3011,1,1,"01_SOV","Work",2,154.0010347
3012,1,2,"01_SOV","Work",2,84.626998672
3012,2,1,"01_SOV","Work",2,83.476073352
3012,3,1,"15_Schoolbus","School",2,79.0104498
3013,1,1,"02_HOV2","Work",2,29.1774122
3013,1,2,"01_SOV","Indi-Disc",2,29.1774122
3013,1,3,"01_SOV","At-Work",2,29.1774122
3013,2,1,"01_SOV","Work",2,24.4883236
3013,2,2,"01_SOV","At-Work",2,24.4883236
3014,2,1,"03_HOV3","Indi-Main",1,192.477507876
3014,2,2,"03_HOV3","Indi-Main",1,192.477507876
3014,4,1,"03_HOV3","School",1,183.7727728
3014,5,1,"03_HOV3","Indi-Main",1,183.7727728
3014,5,2,"03_HOV3","Indi-Main",1,183.7727728
3014,6,1,"03_HOV3","Indi-Main",1,183.7727728
3014,6,2,"03_HOV3","Indi-Main",1,183.7727728
3015,1,1,"02_HOV2","Other",2,508.077751335
3015,1,2,"02_HOV2","Indi-Disc",2,508.077751335
3015,2,1,"02_HOV2","Work",2,433.81499784
3016,1,1,"04_Walk","Work",1,255.019644128
3016,1,2,"03_HOV3","University",1,255.019644128
3016,2,1,"01_SOV","Work",1,311.366712104
3016,3,1,"15_Schoolbus","School",1,350.3025728
3016,3,2,"03_HOV3","Joint-Disc",1,350.3025728
3016,4,1,"15_Schoolbus","School",1,292.3318846
3016,4,2,"03_HOV3","Joint-Disc",1,292.3318846
3016,5,1,"04_Walk","School",1,292.3318846
3016,5,2,"03_HOV3","School",1,292.3318846
3017,1,1,"01_SOV","Indi-Disc",2,186.161863654
3017,1,2,"01_SOV","Indi-Main",2,186.161863654
3018,1,1,"03_HOV3","Joint-Disc",1,42.1842964
3018,2,1,"01_SOV","Work",1,44.735835812
3018,2,2,"03_HOV3","Joint-Disc",1,44.735835812
3018,3,1,"15_Schoolbus","School",1,51.173553984
3018,3,2,"03_HOV3","Joint-Disc",1,51.173553984
3019,1,1,"02_HOV2","Work",1,837.5279577
3019,1,2,"01_SOV","At-Work",1,837.5279577
3019,2,1,"02_HOV2","Work",1,865.22015937
3020,1,1,"01_SOV","Work",2,77.93681448
3020,2,1,"01_SOV","Work",2,68.70423525
3021,1,1,"01_SOV","Work",2,23.70429537
3021,2,1,"01_SOV","Indi-Disc",2,33.296683004
3022,1,1,"01_SOV","Work",1,61.645978832
3022,2,1,"03_HOV3","Indi-Disc",1,56.105025392
3022,2,2,"03_HOV3","Joint-Main",1,56.105025392
3022,3,1,"15_Schoolbus","School",1,54.9496784
3022,3,2,"03_HOV3","Indi-Disc",1,54.9496784
3022,4,1,"15_Schoolbus","School",1,52.8718906
3022,4,2,"03_HOV3","Joint-Disc",1,52.8718906
3022,5,1,"15_Schoolbus","School",1,52.8718906
3022,5,2,"03_HOV3","Joint-Disc",1,52.8718906
3023,2,1,"01_SOV","Indi-Disc",1,380.0699564
3024,1,1,"01_SOV","Indi-Main",2,24.7065277
3025,1,1,"01_SOV","Indi-Disc",2,882.13264436
3026,1,1,"01_SOV","Work",2,89.1496326
3026,2,2,"01_SOV","Indi-Main",2,79.6102377
3026,3,1,"01_SOV","Indi-Main",2,135.5066768
3027,1,1,"04_Walk","Indi-Disc",2,82.7083689
3027,2,1,"02_HOV2","Indi-Disc",2,70.12752
3029,1,1,"02_HOV2","Indi-Main",2,25.382237585
3030,2,1,"01_SOV","Indi-Disc",2,135.955631766
3031,1,1,"03_HOV3","Work",1,1610.262645596
3031,1,2,"03_HOV3","Indi-Disc",1,1610.262645596
3031,1,3,"04_Walk","At-Work",1,1610.262645596
3031,2,1,"15_Schoolbus","School",1,1503.3922739
3031,3,1,"15_Schoolbus","School",1,1503.3922739
3031,3,2,"03_HOV3","Indi-Disc",1,1503.3922739
3031,4,1,"15_Schoolbus","School",1,1503.3922739
3031,4,2,"03_HOV3","Indi-Disc",1,1503.3922739
3032,1,1,"01_SOV","Indi-Disc",2,481.562798207
3032,1,2,"01_SOV","Indi-Disc",2,481.562798207
3033,1,1,"01_SOV","Work",2,146.79485856
3033,2,1,"01_SOV","Work",2,120.229848375
3034,1,1,"03_HOV3","Other",2,416.837476436
3034,1,2,"01_SOV","Work",2,416.837476436
3034,2,1,"01_SOV","Work",2,468.960913072
3034,2,2,"03_HOV3","Other",2,468.960913072
3034,3,1,"03_HOV3","Other",2,478.7479197
3034,3,2,"15_Schoolbus","School",2,478.7479197
3034,3,3,"03_HOV3","Other",2,478.7479197
3034,4,1,"03_HOV3","Other",2,478.7479197
3034,4,2,"15_Schoolbus","School",2,478.7479197
3034,4,3,"03_HOV3","Other",2,478.7479197
3035,1,1,"03_HOV3","Indi-Main",2,68.2635999
3035,2,1,"03_HOV3","Work",2,41.52645
3035,3,1,"03_HOV3","Indi-Main",2,40.4359426
3036,1,1,"01_SOV","Work",2,23.46168426
3036,2,1,"01_SOV","Work",2,19.215895965
3036,2,2,"01_SOV","Indi-Main",2,19.215895965
3037,1,2,"02_HOV2","Indi-Main",2,69.933454644
3037,1,3,"01_SOV","Work",2,69.933454644
3037,2,1,"01_SOV","Work",2,92.757945
3038,1,1,"02_HOV2","Work",2,32.3342313
3038,3,1,"02_HOV2","Indi-Disc",2,35.6367424
3039,1,1,"01_SOV","Indi-Main",2,48.59814477
3039,1,2,"01_SOV","Indi-Main",2,48.59814477
3040,1,1,"03_HOV3","Joint-Main",2,51.207236113
3040,1,2,"03_HOV3","Joint-Disc",2,51.207236113
3040,1,3,"03_HOV3","Indi-Main",2,51.207236113
3040,1,4,"04_Walk","Indi-Disc",2,51.207236113
3040,2,1,"03_HOV3","Joint-Main",2,33.735429041
3040,2,2,"03_HOV3","Joint-Disc",2,33.735429041
3040,2,3,"03_HOV3","Indi-Main",2,33.735429041
3040,2,4,"02_HOV2","Indi-Main",2,33.735429041
3041,1,1,"02_HOV2","Indi-Main",2,577.3249877
3041,1,2,"02_HOV2","Indi-Main",2,577.3249877
3041,1,3,"02_HOV2","Indi-Disc",2,577.3249877
3041,2,1,"01_SOV","University",2,583.7653726
3041,2,2,"02_HOV2","University",2,583.7653726
3041,3,1,"01_SOV","Work",2,621.28160846
3041,3,2,"02_HOV2","University",2,621.28160846
3041,4,1,"02_HOV2","Indi-Main",2,637.9972379
3042,1,1,"01_SOV","Work",2,520.43591544
3042,2,1,"01_SOV","Work",2,582.797790225
3043,1,1,"01_SOV","Indi-Main",2,37.00954614
3044,1,1,"01_SOV","Work",2,96.839968192
3044,1,2,"03_HOV3","Joint-Disc",2,96.839968192
3044,1,3,"02_HOV2","At-Work",2,96.839968192
3044,2,1,"01_SOV","Indi-Main",2,89.800970104
3044,2,2,"03_HOV3","Joint-Disc",2,89.800970104
3044,3,1,"15_Schoolbus","School",2,107.4188653
3044,3,2,"03_HOV3","Joint-Disc",2,107.4188653
3044,4,1,"15_Schoolbus","School",2,107.4188653
3044,4,2,"03_HOV3","Joint-Disc",2,107.4188653
3046,1,1,"04_Walk","University",1,333.5417224
3046,1,2,"01_SOV","Indi-Main",1,333.5417224
3046,2,1,"04_Walk","University",1,327.7901305
3046,3,1,"03_HOV3","Work",1,333.5417224
3046,3,2,"04_Walk","Indi-Disc",1,333.5417224
3047,1,1,"01_SOV","Work",2,120.229848375
3047,2,1,"01_SOV","Indi-Disc",2,146.79485856
3047,2,2,"01_SOV","Indi-Disc",2,146.79485856
3048,1,1,"02_HOV2","Indi-Main",2,61.490949895
3048,1,2,"02_HOV2","Indi-Main",2,61.490949895
3049,1,1,"01_SOV","Work",2,238.856127568
3049,2,1,"01_SOV","Work",2,223.391844972
3050,1,1,"01_SOV","Work",2,82.166360115
3050,2,1,"02_HOV2","Work",2,73.374205485
3051,1,1,"01_SOV","University",2,31.8080709
3051,1,2,"01_SOV","Indi-Disc",2,31.8080709
3051,2,1,"01_SOV","Indi-Disc",2,35.630287875
3051,2,2,"02_HOV2","Indi-Main",2,35.630287875
3051,2,3,"01_SOV","Indi-Main",2,35.630287875
3051,2,4,"01_SOV","Indi-Disc",2,35.630287875
3052,1,1,"01_SOV","Work",2,195.758629185
3052,1,2,"03_HOV3","Joint-Disc",2,195.758629185
3052,2,1,"01_SOV","Indi-Main",2,177.5878923
3052,2,2,"01_SOV","Indi-Main",2,177.5878923
3052,2,3,"03_HOV3","Joint-Disc",2,177.5878923
3052,3,1,"01_SOV","Work",2,240.9128106
3052,4,1,"03_HOV3","Indi-Disc",2,260.9259804
3052,4,2,"01_SOV","Indi-Disc",2,260.9259804
3052,4,3,"03_HOV3","Joint-Disc",2,260.9259804
3054,1,1,"01_SOV","Work",2,304.55990414
3054,1,2,"01_SOV","Indi-Disc",2,304.55990414
3054,2,2,"01_SOV","Work",2,217.9078947
3054,3,1,"01_SOV","Indi-Disc",2,275.1186512
3054,4,1,"01_SOV","School",2,348.387649456
3055,1,1,"01_SOV","Work",2,73.374205485
3055,2,1,"01_SOV","Work",2,82.166360115
3055,2,2,"01_SOV","At-Work",2,82.166360115
3055,2,3,"01_SOV","At-Work",2,82.166360115
3056,1,1,"03_HOV3","Indi-Disc",2,100.63581742
3057,1,1,"01_SOV","University",0,400.5550086
3058,1,1,"03_HOV3","Indi-Main",2,50.283583084
3058,1,2,"03_HOV3","Indi-Disc",2,50.283583084
3058,2,1,"01_SOV","Indi-Main",2,50.3775103
3059,1,1,"01_SOV","Work",2,104.8965628
3059,2,1,"01_SOV","University",2,203.1974752
3060,1,1,"02_HOV2","Work",2,75.5103808
3060,1,2,"03_HOV3","Joint-Disc",2,75.5103808
3060,2,1,"03_HOV3","Joint-Disc",2,78.219315852
3060,3,1,"02_HOV2","Indi-Main",2,78.3370574
3060,3,2,"02_HOV2","University",2,78.3370574
3060,3,3,"02_HOV2","Indi-Disc",2,78.3370574
3060,4,1,"15_Schoolbus","School",2,100.6015776
3061,3,1,"01_SOV","University",2,42.4011168
3062,1,1,"02_HOV2","Work",2,178.54526739
3062,1,2,"02_HOV2","Indi-Disc",2,178.54526739
3062,2,1,"02_HOV2","Work",2,158.70055824
3062,3,1,"02_HOV2","Work",2,178.54526739
3062,4,1,"02_HOV2","Work",2,172.976169765
3063,1,1,"02_HOV2","Work",2,472.937080875
3063,1,2,"02_HOV2","Indi-Disc",2,472.937080875
3063,2,1,"02_HOV2","Indi-Main",2,578.651848277
3063,2,2,"02_HOV2","Indi-Main",2,578.651848277
3064,1,1,"02_HOV2","Indi-Main",1,64.982648188
3064,1,2,"02_HOV2","Joint-Disc",1,64.982648188
3064,2,1,"02_HOV2","Work",1,54.539316552
3064,2,2,"01_SOV","Indi-Disc",1,54.539316552
3064,3,1,"15_Schoolbus","School",1,55.9875763
3064,3,2,"02_HOV2","Indi-Disc",1,55.9875763
3064,3,3,"02_HOV2","Indi-Disc",1,55.9875763
3064,4,1,"15_Schoolbus","School",1,46.7223337
3064,4,2,"04_Walk","Indi-Disc",1,46.7223337
3064,4,3,"02_HOV2","Joint-Disc",1,46.7223337
3065,1,1,"01_SOV","Work",1,206.415395888
3065,2,1,"01_SOV","Indi-Main",1,174.188882452
3066,1,1,"01_SOV","Work",2,56.43198162
3067,1,1,"02_HOV2","Work",2,694.59716004
3067,1,2,"04_Walk","At-Work",2,694.59716004
3068,1,1,"01_SOV","Indi-Disc",2,100.6376008
3068,2,1,"02_HOV2","University",2,66.9628868
3068,2,2,"02_HOV2","Indi-Main",2,66.9628868
3068,3,1,"01_SOV","Work",2,68.4890693
3068,3,2,"01_SOV","Indi-Main",2,68.4890693
3068,3,3,"01_SOV","At-Work",2,68.4890693
3068,4,1,"02_HOV2","Indi-Main",2,94.8946509
3068,4,2,"02_HOV2","University",2,94.8946509
3068,5,1,"02_HOV2","School",2,102.2761681
3068,6,1,"02_HOV2","School",2,102.2761681
3069,1,1,"01_SOV","Indi-Disc",2,57.2474463
3069,1,2,"02_HOV2","Joint-Disc",2,57.2474463
3069,2,1,"03_HOV3","Indi-Disc",2,62.5162761
3069,2,2,"02_HOV2","Joint-Disc",2,62.5162761
3070,1,1,"02_HOV2","Indi-Disc",1,87.458286
3070,1,2,"03_HOV3","Indi-Main",1,87.458286
3070,2,1,"01_SOV","Work",1,78.757787272
3070,3,1,"03_HOV3","School",1,80.8767716
3070,4,1,"03_HOV3","Indi-Main",1,90.4552228
3072,1,2,"01_SOV","Work",2,114.90136602
3072,2,1,"02_HOV2","Indi-Main",2,99.2723563
3072,2,2,"01_SOV","Indi-Main",2,99.2723563
3073,1,1,"03_HOV3","Work",2,118.922958952
3073,2,1,"03_HOV3","Work",2,99.810904628
3073,2,2,"01_SOV","Indi-Main",2,99.810904628
3073,3,1,"03_HOV3","Indi-Disc",2,102.461325
3074,1,1,"02_HOV2","Indi-Main",2,95.1233426
3074,2,1,"01_SOV","Work",2,92.65877523
3075,1,1,"02_HOV2","Work",2,73.960035765
3076,1,1,"01_SOV","Indi-Main",2,139.410861897
3077,1,1,"04_Walk","Other",0,286.973672801
3078,1,1,"03_HOV3","Indi-Main",2,86.37223656
3078,1,2,"01_SOV","Indi-Disc",2,86.37223656
3078,1,3,"05_Bike","Indi-Disc",2,86.37223656
3079,1,1,"01_SOV","Work",2,63.703989825
3079,2,1,"01_SOV","Indi-Main",2,64.645027196
3079,2,2,"03_HOV3","Indi-Disc",2,64.645027196
3080,1,1,"03_HOV3","Work",2,180.015920196
3080,2,1,"02_HOV2","Other",2,192.477507876
3080,2,2,"02_HOV2","Other",2,192.477507876
3080,3,1,"03_HOV3","School",2,164.3127738
3080,4,1,"03_HOV3","School",2,164.3127738
3081,1,1,"02_HOV2","Indi-Disc",2,44.2095436
3081,2,1,"02_HOV2","Indi-Disc",2,45.225642
3082,1,1,"02_HOV2","Indi-Main",2,107.3858806
3082,2,1,"01_SOV","Work",2,87.0723717
3082,2,2,"01_SOV","Work",2,87.0723717
3083,1,1,"01_SOV","Indi-Main",1,90.333740408
3084,1,1,"01_SOV","Work",2,993.534000375
3084,1,2,"02_HOV2","Indi-Main",2,993.534000375
3085,1,1,"01_SOV","Indi-Disc",2,94.321597404
3086,1,2,"01_SOV","Indi-Disc",2,62.433778155
3086,1,3,"02_HOV2","Joint-Disc",2,62.433778155
3086,2,1,"01_SOV","Indi-Main",2,81.7342309
3086,2,2,"02_HOV2","Joint-Disc",2,81.7342309
3087,2,1,"01_SOV","Work",2,94.73980072
3089,1,1,"02_HOV2","Joint-Disc",2,115.665467066
