"","work","univ","sch","esco","imain","idisc","jmain","jdisc","atwork"
"1",1189497.34537407,161703.012631378,693617.122086712,476123.680049022,779422.356702671,782410.070028043,104161.13112494,128905.660101063,222133.305195105
"2",236679.18762067,29712.489192198,84393.736968592,57846.928794395,199948.625729353,151159.219275011,22383.020439652,14795.334948962,12544.124572755
"3",49699.842298257,10446.75908828,13816.499339992,23969.448713534,70731.101668618,56025.133779754,10051.466118759,2601.668177267,2685.202985693
"4",18412.612006875,7553.977324341,9398.088258448,16335.015980197,55752.746261505,44376.648206385,3438.444802051,2322.10099612,1658.499608684
