"HH_ID","JTRIP_ID","uid","NUMBER_HH","PERSON_1","PERSON_2","PERSON_3","PERSON_4","PERSON_5","PERSON_6","PERSON_7","PERSON_8","PERSON_9","COMPOSITION","TOUR_ID","JTOUR_ID","finalweight","stops","TOURPURP","DEST_PURP","TRIPMODE","TOURMODE","ORIG_TAZ","DEST_TAZ","TOUROTAZ","TOURDTAZ","DEST_DEP_BIN_RECODE","ORIG_DEP_BIN_RECODE","IS_INBOUND","ANCHOR_DEPART_HOUR","ANCHOR_DEPART_MIN","PERTYPE_1","PERTYPE_2","PERTYPE_3","PERTYPE_4","PERTYPE_5","PERTYPE_6","PERTYPE_7","PERTYPE_8","PERTYPE_9","AGE_1","AGE_2","AGE_3","AGE_4","AGE_5","AGE_6","AGE_7","AGE_8","AGE_9","MAX_AGE"
12,3,"12-3",3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,1,148.7449387,0,9,9,3,3,990,1209,990,1209,32,30,0,17,30,4,1,7,0,0,0,0,0,0,22,29,6,0,0,0,0,0,0,29
12,4,"12-4",3,1,2,3,NA,NA,NA,NA,NA,NA,3,3,1,148.7449387,0,9,0,3,3,1209,990,990,1209,48,32,1,17,30,4,1,7,0,0,0,0,0,0,22,29,6,0,0,0,0,0,0,29
19,1,"19-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,146.79485856,1,1,5,2,2,2765,2699,2765,2743,30,28,0,16,47,1,1,0,0,0,0,0,0,0,60,56,0,0,0,0,0,0,0,60
19,2,"19-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,146.79485856,0,1,1,2,2,2699,2743,2765,2743,35,30,0,16,47,1,1,0,0,0,0,0,0,0,60,56,0,0,0,0,0,0,0,60
19,3,"19-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,146.79485856,1,1,6,2,2,2743,2789,2765,2743,36,35,1,16,47,1,1,0,0,0,0,0,0,0,60,56,0,0,0,0,0,0,0,60
19,4,"19-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,146.79485856,0,1,0,2,2,2789,2765,2765,2743,48,36,1,16,47,1,1,0,0,0,0,0,0,0,60,56,0,0,0,0,0,0,0,60
30,1,"30-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,48.188402524,1,5,5,2,2,2282,2263,2282,2259,16,16,0,10,30,5,5,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70
30,2,"30-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,48.188402524,1,5,7,2,2,2263,2305,2282,2259,20,16,0,10,30,5,5,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70
30,3,"30-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,48.188402524,1,5,5,2,2,2305,2307,2282,2259,22,20,0,10,30,5,5,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70
30,4,"30-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,48.188402524,1,5,5,2,2,2307,2200,2282,2259,24,22,0,10,30,5,5,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70
30,5,"30-5",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,48.188402524,0,5,5,2,2,2200,2259,2282,2259,26,24,0,10,30,5,5,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70
30,6,"30-6",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,48.188402524,0,5,0,2,2,2259,2282,2282,2259,48,26,1,10,30,5,5,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70
32,1,"32-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,191.68482354,0,7,7,2,2,2765,2766,2765,2766,37,35,0,20,0,1,1,0,0,0,0,0,0,0,31,44,0,0,0,0,0,0,0,44
32,2,"32-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,191.68482354,0,7,0,2,2,2766,2765,2765,2766,48,37,1,20,0,1,1,0,0,0,0,0,0,0,31,44,0,0,0,0,0,0,0,44
36,1,"36-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,539.0288032,0,6,6,2,2,36,23,36,23,21,15,0,10,15,4,4,0,0,0,0,0,0,0,62,47,0,0,0,0,0,0,0,62
36,2,"36-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,539.0288032,1,6,6,2,2,23,264,36,23,24,21,1,10,15,4,4,0,0,0,0,0,0,0,62,47,0,0,0,0,0,0,0,62
36,3,"36-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,539.0288032,0,6,0,2,2,264,36,36,23,48,24,1,10,15,4,4,0,0,0,0,0,0,0,62,47,0,0,0,0,0,0,0,62
39,1,"39-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,366.195851076,0,9,9,2,2,2222,2336,2222,2336,9,8,0,6,30,5,2,0,0,0,0,0,0,0,75,69,0,0,0,0,0,0,0,75
39,2,"39-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,366.195851076,1,9,7,2,2,2336,2236,2222,2336,9,9,1,6,30,5,2,0,0,0,0,0,0,0,75,69,0,0,0,0,0,0,0,75
39,3,"39-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,366.195851076,0,9,0,2,2,2236,2222,2222,2336,11,9,1,6,30,5,2,0,0,0,0,0,0,0,75,69,0,0,0,0,0,0,0,75
39,4,"39-4",2,2,3,NA,NA,NA,NA,NA,NA,NA,1,3,2,210.269030265,0,5,5,2,2,2222,2214,2222,2214,20,17,0,11,15,2,5,0,0,0,0,0,0,0,69,97,0,0,0,0,0,0,0,97
39,5,"39-5",2,2,3,NA,NA,NA,NA,NA,NA,NA,1,3,2,210.269030265,0,5,0,2,2,2214,2222,2222,2214,48,20,1,11,15,2,5,0,0,0,0,0,0,0,69,97,0,0,0,0,0,0,0,97
43,1,"43-1",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,45.4232338,1,5,7,2,2,2543,1981,2543,2009,21,20,0,12,30,4,8,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,26
43,2,"43-2",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,45.4232338,0,5,5,2,2,1981,2009,2543,2009,24,21,0,12,30,4,8,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,26
43,3,"43-3",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,45.4232338,0,5,0,2,2,2009,2543,2543,2009,48,24,1,12,30,4,8,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,26
44,1,"44-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,29.6033115,0,7,7,2,2,2691,2722,2691,2722,32,29,0,17,0,2,2,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,63
44,2,"44-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,29.6033115,0,7,0,2,2,2722,2691,2691,2722,48,32,1,17,0,2,2,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,63
47,1,"47-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,66.099148781,1,5,5,2,2,2771,2792,2771,2735,16,14,0,9,45,5,5,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,80
47,2,"47-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,66.099148781,0,5,5,2,2,2792,2735,2771,2735,18,16,0,9,45,5,5,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,80
47,3,"47-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,66.099148781,0,5,0,2,2,2735,2771,2771,2735,48,18,1,9,45,5,5,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,80
52,1,"52-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,69.830219871,1,5,7,2,2,925,740,925,886,34,32,0,18,30,5,1,0,0,0,0,0,0,0,66,69,0,0,0,0,0,0,0,69
52,2,"52-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,69.830219871,0,5,5,2,2,740,886,925,886,35,34,0,18,30,5,1,0,0,0,0,0,0,0,66,69,0,0,0,0,0,0,0,69
52,3,"52-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,69.830219871,0,5,0,2,2,886,925,925,886,48,35,1,18,30,5,1,0,0,0,0,0,0,0,66,69,0,0,0,0,0,0,0,69
64,4,"64-4",4,1,3,4,5,NA,NA,NA,NA,NA,3,2,1,28.347860412,0,9,9,3,3,2513,2476,2513,2476,34,31,0,18,15,1,7,8,8,0,0,0,0,0,29,8,4,0,0,0,0,0,0,29
64,5,"64-5",4,1,3,4,5,NA,NA,NA,NA,NA,3,2,1,28.347860412,0,9,0,3,3,2476,2513,2513,2476,48,34,1,18,15,1,7,8,8,0,0,0,0,0,29,8,4,0,0,0,0,0,0,29
73,1,"73-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,30.332203682,0,9,9,2,2,2712,2712,2712,2712,15,12,0,8,45,4,4,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,61
73,2,"73-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,30.332203682,0,9,0,2,2,2712,2712,2712,2712,19,15,1,8,45,4,4,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,61
73,3,"73-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,30.332203682,0,5,5,2,2,2712,2738,2712,2738,21,19,0,12,5,4,4,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,61
73,4,"73-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,30.332203682,0,5,0,2,2,2738,2712,2712,2738,48,21,1,12,5,4,4,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,61
74,1,"74-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,30.190961745,0,NA,6,2,NA,2543,2029,NA,NA,18,16,0,NA,NA,2,1,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,40
74,2,"74-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,30.190961745,1,NA,6,2,NA,2029,1006,NA,NA,21,18,1,NA,NA,2,1,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,40
74,3,"74-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,30.190961745,1,NA,5,2,NA,1006,995,NA,NA,22,21,1,NA,NA,2,1,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,40
74,4,"74-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,30.190961745,1,NA,7,2,NA,995,998,NA,NA,24,22,1,NA,NA,2,1,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,40
74,5,"74-5",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,30.190961745,1,NA,5,2,NA,998,1981,NA,NA,26,24,1,NA,NA,2,1,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,40
74,6,"74-6",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,30.190961745,0,NA,0,2,NA,1981,2543,NA,NA,48,26,1,NA,NA,2,1,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,40
86,1,"86-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,127.948923297,0,6,6,2,2,509,538,509,538,24,22,0,13,45,5,5,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70
86,2,"86-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,127.948923297,0,6,0,2,2,538,509,509,538,48,24,1,13,45,5,5,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,70
98,1,"98-1",2,3,4,NA,NA,NA,NA,NA,NA,NA,2,1,1,142.0041532,0,3,3,4,4,973,972,973,972,25,10,0,7,55,7,7,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,9
98,2,"98-2",2,3,4,NA,NA,NA,NA,NA,NA,NA,2,1,1,142.0041532,0,3,0,4,4,972,973,973,972,48,25,1,7,55,7,7,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,9
110,1,"110-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,860.560221465,0,7,7,2,2,1213,1002,1213,1002,35,32,0,18,45,1,2,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,62
110,2,"110-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,860.560221465,0,7,0,2,2,1002,1213,1213,1002,48,35,1,18,45,1,2,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,62
115,1,"115-1",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,45.4232338,0,5,5,2,2,2672,2654,2672,2654,24,23,0,14,0,4,8,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25
115,2,"115-2",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,45.4232338,0,5,0,2,2,2654,2672,2672,2654,48,24,1,14,0,4,8,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25
117,1,"117-1",2,3,4,NA,NA,NA,NA,NA,NA,NA,2,1,0,211.4651264,0,NA,3,4,NA,134,134,NA,NA,26,10,0,NA,NA,7,7,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,9
117,2,"117-2",2,3,4,NA,NA,NA,NA,NA,NA,NA,2,1,0,211.4651264,0,NA,0,4,NA,134,134,NA,NA,48,26,1,NA,NA,7,7,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,9
119,1,"119-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.414602585,1,9,4,2,3,2745,2745,2745,160,27,27,0,16,10,1,5,0,0,0,0,0,0,0,64,66,0,0,0,0,0,0,0,66
119,2,"119-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.414602585,0,9,9,3,3,2745,160,2745,160,37,27,0,16,10,1,5,0,0,0,0,0,0,0,64,66,0,0,0,0,0,0,0,66
119,3,"119-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.414602585,1,9,4,3,3,160,2745,2745,160,40,37,1,16,10,1,5,0,0,0,0,0,0,0,64,66,0,0,0,0,0,0,0,66
119,4,"119-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,19.414602585,0,9,0,2,3,2745,2745,2745,160,48,40,1,16,10,1,5,0,0,0,0,0,0,0,64,66,0,0,0,0,0,0,0,66
128,1,"128-1",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,199.9767128,0,9,9,2,2,2742,2742,2742,2742,18,14,0,9,55,4,8,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,35
128,2,"128-2",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,199.9767128,0,9,0,2,2,2742,2742,2742,2742,48,18,1,9,55,4,8,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,35
131,1,"131-1",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,74.788334784,1,5,6,2,2,1557,9999,1557,9999,22,21,0,13,23,1,8,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,30
131,2,"131-2",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,74.788334784,0,5,5,2,2,9999,9999,1557,9999,24,22,0,13,23,1,8,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,30
131,3,"131-3",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,1,74.788334784,0,5,0,2,2,9999,1557,1557,9999,48,24,1,13,23,1,8,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,30
137,1,"137-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,630.6973138,0,6,6,2,2,431,422,431,422,26,25,0,15,21,3,4,0,0,0,0,0,0,0,19,56,0,0,0,0,0,0,0,56
137,2,"137-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,630.6973138,0,6,0,2,2,422,431,431,422,27,26,1,15,21,3,4,0,0,0,0,0,0,0,19,56,0,0,0,0,0,0,0,56
137,3,"137-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,2,630.6973138,0,6,6,2,2,431,439,431,439,27,27,0,16,1,3,4,0,0,0,0,0,0,0,19,56,0,0,0,0,0,0,0,56
137,4,"137-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,2,630.6973138,0,6,0,2,2,439,431,431,439,34,27,1,16,1,3,4,0,0,0,0,0,0,0,19,56,0,0,0,0,0,0,0,56
139,1,"139-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,87.686622135,0,9,9,2,2,1007,1879,1007,1879,19,15,0,10,5,1,4,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,62
139,2,"139-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,87.686622135,1,9,5,2,2,1879,1009,1007,1879,20,19,1,10,5,1,4,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,62
139,3,"139-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,87.686622135,1,9,7,2,2,1009,1010,1007,1879,20,20,1,10,5,1,4,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,62
139,4,"139-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,87.686622135,0,9,0,2,2,1010,1007,1007,1879,39,20,1,10,5,1,4,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,62
139,5,"139-5",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,87.686622135,0,5,5,2,2,1007,1021,1007,1021,39,39,0,22,3,1,4,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,62
139,6,"139-6",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,87.686622135,0,5,0,2,2,1021,1007,1007,1021,48,39,1,22,3,1,4,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,62
141,5,"141-5",4,1,2,3,4,NA,NA,NA,NA,NA,3,2,1,192.644836832,1,9,5,5,5,795,795,795,850,34,33,0,19,15,1,2,8,7,0,0,0,0,0,40,39,4,7,0,0,0,0,0,40
141,6,"141-6",4,1,2,3,4,NA,NA,NA,NA,NA,3,2,1,192.644836832,0,9,9,5,5,795,850,795,850,35,34,0,19,15,1,2,8,7,0,0,0,0,0,40,39,4,7,0,0,0,0,0,40
141,7,"141-7",4,1,2,3,4,NA,NA,NA,NA,NA,3,2,1,192.644836832,0,9,0,5,5,850,795,795,850,48,35,1,19,15,1,2,8,7,0,0,0,0,0,40,39,4,7,0,0,0,0,0,40
145,1,"145-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.95365,0,7,7,3,3,1442,1436,1442,1436,20,19,0,12,0,1,1,0,0,0,0,0,0,0,31,36,0,0,0,0,0,0,0,36
145,2,"145-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.95365,1,7,7,4,3,1436,1436,1442,1436,20,20,1,12,0,1,1,0,0,0,0,0,0,0,31,36,0,0,0,0,0,0,0,36
145,3,"145-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,65.95365,0,7,1,3,3,1436,1442,1442,1436,30,20,1,12,0,1,1,0,0,0,0,0,0,0,31,36,0,0,0,0,0,0,0,36
150,1,"150-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,32.6883375,1,6,6,2,2,1187,1162,1187,1187,12,11,0,8,10,5,5,0,0,0,0,0,0,0,72,75,0,0,0,0,0,0,0,75
150,2,"150-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,32.6883375,1,6,7,2,2,1162,1162,1187,1187,14,12,0,8,10,5,5,0,0,0,0,0,0,0,72,75,0,0,0,0,0,0,0,75
150,3,"150-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,32.6883375,1,6,6,2,2,1162,1158,1187,1187,14,14,0,8,10,5,5,0,0,0,0,0,0,0,72,75,0,0,0,0,0,0,0,75
150,4,"150-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,32.6883375,0,6,6,2,2,1158,1187,1187,1187,16,14,0,8,10,5,5,0,0,0,0,0,0,0,72,75,0,0,0,0,0,0,0,75
150,5,"150-5",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,32.6883375,0,6,0,2,2,1187,1187,1187,1187,21,16,1,8,10,5,5,0,0,0,0,0,0,0,72,75,0,0,0,0,0,0,0,75
163,5,"163-5",3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,1,40.4657865,0,4,4,3,3,2467,2281,2467,2281,31,28,0,16,42,4,8,8,0,0,0,0,0,0,34,5,3,0,0,0,0,0,0,34
163,6,"163-6",3,1,3,4,NA,NA,NA,NA,NA,NA,3,3,1,40.4657865,0,4,0,3,3,2281,2467,2467,2281,48,31,1,16,42,4,8,8,0,0,0,0,0,0,34,5,3,0,0,0,0,0,0,34
165,5,"165-5",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,109.704584764,0,6,6,2,2,2692,1590,2692,1590,27,23,0,14,10,2,7,0,0,0,0,0,0,0,34,12,0,0,0,0,0,0,0,34
165,6,"165-6",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,109.704584764,1,6,7,2,2,1590,1659,2692,1590,29,27,1,14,10,2,7,0,0,0,0,0,0,0,34,12,0,0,0,0,0,0,0,34
165,7,"165-7",2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,109.704584764,0,6,0,2,2,1659,2692,2692,1590,48,29,1,14,10,2,7,0,0,0,0,0,0,0,34,12,0,0,0,0,0,0,0,34
170,1,"170-1",2,4,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,73.71675381,1,8,7,2,2,2790,2737,2790,454,13,12,0,8,45,1,3,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,23
170,2,"170-2",2,4,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,73.71675381,0,8,8,2,2,2737,454,2790,454,29,13,0,8,45,1,3,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,23
170,3,"170-3",2,4,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,73.71675381,0,8,0,2,2,454,2790,2790,454,48,29,1,8,45,1,3,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,23
177,1,"177-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,145.98308739,0,7,7,2,2,2221,2135,2221,2135,39,37,0,21,5,1,1,0,0,0,0,0,0,0,50,55,0,0,0,0,0,0,0,55
177,2,"177-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,145.98308739,0,7,0,2,2,2135,2221,2221,2135,48,39,1,21,5,1,1,0,0,0,0,0,0,0,50,55,0,0,0,0,0,0,0,55
180,1,"180-1",2,3,4,NA,NA,NA,NA,NA,NA,NA,2,1,1,165.6090012,0,3,3,9,9,244,242,244,242,25,9,0,7,15,7,7,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,13
180,2,"180-2",2,3,4,NA,NA,NA,NA,NA,NA,NA,2,1,1,165.6090012,0,3,0,9,9,242,244,244,242,48,25,1,7,15,7,7,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,13
185,1,"185-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,91.6209565,0,5,5,2,2,373,370,373,370,31,31,0,18,10,4,4,0,0,0,0,0,0,0,55,57,0,0,0,0,0,0,0,57
185,2,"185-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,91.6209565,0,5,0,2,2,370,373,373,370,48,31,1,18,10,4,4,0,0,0,0,0,0,0,55,57,0,0,0,0,0,0,0,57
187,1,"187-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,146.134647225,0,9,9,4,4,2223,2223,2223,2223,17,15,0,10,0,1,3,0,0,0,0,0,0,0,39,36,0,0,0,0,0,0,0,39
187,2,"187-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,146.134647225,0,9,0,4,4,2223,2223,2223,2223,21,17,1,10,0,1,3,0,0,0,0,0,0,0,39,36,0,0,0,0,0,0,0,39
187,3,"187-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,2,146.134647225,0,2,2,5,5,2223,2153,2223,2153,35,21,0,13,0,1,3,0,0,0,0,0,0,0,39,36,0,0,0,0,0,0,0,39
187,4,"187-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,2,146.134647225,0,2,0,5,5,2153,2223,2223,2153,48,35,1,13,0,1,3,0,0,0,0,0,0,0,39,36,0,0,0,0,0,0,0,39
198,1,"198-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,73.87144527,1,4,9,2,2,2085,2249,2085,2085,32,30,0,17,59,1,2,0,0,0,0,0,0,0,60,58,0,0,0,0,0,0,0,60
198,2,"198-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,73.87144527,1,4,9,2,2,2249,2249,2085,2085,36,32,0,17,59,1,2,0,0,0,0,0,0,0,60,58,0,0,0,0,0,0,0,60
198,3,"198-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,73.87144527,0,4,4,2,2,2249,2085,2085,2085,48,36,0,17,59,1,2,0,0,0,0,0,0,0,60,58,0,0,0,0,0,0,0,60
205,3,"205-3",2,1,4,NA,NA,NA,NA,NA,NA,NA,3,2,1,52.336405444,0,9,9,2,2,2755,2702,2755,2702,35,30,0,17,45,2,7,0,0,0,0,0,0,0,38,15,0,0,0,0,0,0,0,38
205,4,"205-4",2,1,4,NA,NA,NA,NA,NA,NA,NA,3,2,1,52.336405444,0,9,0,2,2,2702,2755,2755,2702,48,35,1,17,45,2,7,0,0,0,0,0,0,0,38,15,0,0,0,0,0,0,0,38
211,3,"211-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,333.4311165,0,5,5,4,4,39,39,39,39,17,17,0,11,0,4,4,0,0,0,0,0,0,0,42,22,0,0,0,0,0,0,0,42
211,4,"211-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,333.4311165,0,5,0,4,4,39,39,39,39,24,17,1,11,0,4,4,0,0,0,0,0,0,0,42,22,0,0,0,0,0,0,0,42
213,1,"213-1",2,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,214.360916953,0,7,7,2,2,1735,1030,1735,1030,27,24,0,14,30,5,5,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,80
213,2,"213-2",2,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,214.360916953,0,7,0,2,2,1030,1735,1735,1030,48,27,1,14,30,5,5,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,80
217,1,"217-1",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,90.333740408,0,5,5,2,2,1735,9999,1735,9999,25,24,0,14,30,5,5,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,67
217,2,"217-2",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,90.333740408,1,5,6,2,2,9999,9999,1735,9999,26,25,1,14,30,5,5,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,67
217,3,"217-3",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,90.333740408,1,5,7,2,2,9999,9999,1735,9999,28,26,1,14,30,5,5,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,67
217,4,"217-4",2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,90.333740408,0,5,0,2,2,9999,9999,1735,9999,48,28,1,14,30,5,5,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,67
