"","SAMPNO","PERNO","AGE","AAGE","AGE_AAGE","AGE18","SEX","LIC","NOLIC","NOLIC_O","DRIVE","NODRIVE","NODRIVE_O","EMPLY","EMPYTYPE","EMPYTYPE_O","JOBS","EMPLYNOJOB","WKSTAT","WKSTAT_O","WPLACE","WMODE","WMODE_O","INDUS","INDUS_O","DELIV_DRIV","TCOFF","TCDAYS","STUDE","SCHOL","SCHOL_O","SLOC","SWEB","SMODE","SMODE_O","EDUC","EDUC_O","NOGOWHY","NOGOWHY_O","PERTRIPS","PERTYPE","PERRKWT0"
"22141",3225067,4,10,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,4,7,55.1607656
"22142",3225067,5,6,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,4,7,53.6537182
"22143",3225183,1,-7,4,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,6,4,64.6818651
"22144",3225195,1,-7,5,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,5,96.8486102
"22145",3225204,1,40,NA,4,NA,2,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,2,NA,NA,54,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,1,59.6549628
"22146",3225204,2,38,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,2,NA,0,NA,1,4,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,58.3685091
"22147",3225204,3,10,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,7,62.8419572
"22148",3225204,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,8,64.6070876
"22149",3225221,1,72,NA,5,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,71,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8,1,53.643513
"22150",3225221,2,60,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,57.2897745
"22151",3225295,1,47,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,4,69.719979
"22152",3225295,2,28,NA,4,NA,2,1,NA,NA,1,NA,NA,1,-8,NA,2,NA,0,NA,-8,4,NA,-8,NA,-8,-8,NA,2,-8,NA,-8,-8,NA,NA,-8,NA,NA,NA,4,3,74.2663603
"22153",3225328,1,65,NA,5,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,1,4,NA,52,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,454.3010035
"22154",3225328,2,88,NA,6,NA,2,1,NA,NA,2,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,4,NA,0,5,1022.0553922
"22155",3225403,1,54,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,1,1,0,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,51.2997657
"22156",3225403,2,-7,4,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,52.0070606
"22157",3225404,1,43,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,8,4,81.0476351
"22158",3225404,2,45,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,2,NA,0,NA,3,4,NA,92,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,1,69.5390184
"22159",3225404,3,7,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,3,7,74.2640459
"22160",3225404,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,5,NA,1,NA,NA,NA,5,8,76.3500046
"22161",3225481,1,60,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,6,NA,0,4,461.5230508
"22162",3225481,2,62,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,23,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,374.2196495
"22163",3225488,1,47,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,4,91.2348184
"22164",3225488,2,48,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,67.1767163
"22165",3225488,3,20,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,2,4,NA,3,NA,97,"SCHOOL FROM HOME",0,3,187.4818914
"22166",3225488,4,18,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,2,4,NA,3,NA,97,"SCHOOL FROM HOME",0,3,74.5422763
"22167",3225506,1,51,NA,4,NA,1,1,NA,NA,1,NA,NA,1,3,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,1,131.0341401
"22168",3225506,2,51,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,111.8816462
"22169",3225506,3,20,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,72,NA,2,2,NA,1,6,NA,NA,2,4,NA,2,NA,NA,NA,2,3,120.7337357
"22170",3225506,4,17,NA,3,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,72,NA,2,2,NA,1,4,NA,2,NA,4,NA,1,NA,NA,NA,4,6,105.2018582
"22171",3225506,5,15,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,5,NA,1,NA,NA,NA,2,7,139.9376295
"22172",3225594,1,56,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,7,1,16.1254506
"22173",3225594,2,68,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,97,"RETIRED",0,5,17.3856806
"22174",3225609,1,49,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,3,4,NA,72,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,76.8673257
"22175",3225609,2,51,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,55,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,5,NA,0,1,69.7323352
"22176",3225702,1,85,NA,6,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,10,5,210.2829577
"22177",3225710,1,90,NA,6,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,5,41.8336313
"22178",3225710,2,89,NA,6,NA,2,1,NA,NA,2,4,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,6,NA,0,4,50.7610477
"22179",3225738,1,28,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,66.9038494
"22180",3225738,2,28,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,63.989865
"22181",3225842,1,65,NA,5,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,1,4,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,49.0848457
"22182",3225842,2,63,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,5,72.5990054
"22183",3225847,1,46,NA,4,NA,1,1,NA,NA,1,NA,NA,1,2,NA,2,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,18.2110498
"22184",3225847,2,30,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,5,NA,61,NA,2,2,NA,2,8,NA,NA,1,NA,NA,6,NA,NA,NA,6,3,16.5741777
"22185",3225855,1,44,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,48,NA,1,-8,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,10,1,520.8132836
"22186",3225913,1,55,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,131.0341401
"22187",3225913,2,48,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,111.8816462
"22188",3225913,3,24,NA,4,NA,2,-8,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,120.7337357
"22189",3225913,4,19,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,23,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,6,NA,0,1,114.0966884
"22190",3225949,1,60,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,23,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,1,73.2171742
"22191",3226008,1,67,NA,5,NA,1,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,2,NA,NA,81,NA,2,-8,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,12.7760685
"22192",3226008,2,62,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,-8,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,15.3678576
"22193",3226072,1,52,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,45.9498486
"22194",3226072,2,52,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,-8,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,53.8157875
"22195",3226072,3,21,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,2,1,NA,3,NA,NA,NA,6,3,72.7604502
"22196",3226091,1,56,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,4,NA,0,4,102.544492
"22197",3226091,2,66,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,5,79.9769239
"22198",3226091,3,28,NA,4,NA,1,2,5,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,4,NA,0,4,166.5008212
"22199",3226211,1,48,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,2,NA,NA,54,NA,2,1,5,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,57.2897745
"22200",3226211,2,46,NA,4,NA,1,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,3,4,NA,81,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,1,64.1545924
"22201",3226217,1,49,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,3,NA,0,NA,3,4,NA,61,NA,2,2,NA,1,3,NA,2,NA,4,NA,1,NA,NA,NA,2,3,34.4890255
"22202",3226217,2,49,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,3,NA,0,NA,2,NA,NA,55,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,1,40.8698061
"22203",3226217,3,20,NA,4,NA,1,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,1,NA,61,NA,2,2,NA,1,7,NA,NA,2,1,NA,3,NA,NA,NA,3,3,52.4094287
"22204",3226217,4,19,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,2,1,NA,4,NA,NA,NA,4,3,48.4073201
"22205",3226217,5,11,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,2,7,42.2591706
"22206",3226262,1,54,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,1,61.0881978
"22207",3226320,1,38,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,153.4343593
"22208",3226320,2,35,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,143.5005455
"22209",3226378,1,-7,4,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,1,37.9947122
"22210",3226378,2,-7,5,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,5,42.8023823
"22211",3226394,1,65,NA,5,NA,2,1,NA,NA,1,NA,NA,1,-8,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,164.356516
"22212",3226421,1,46,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,4,77.6632522
"22213",3226421,2,51,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,1,58.2080827
"22214",3226445,1,56,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,1,64.7001263
"22215",3226445,2,63,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,4,86.3251629
"22216",3226445,3,26,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,7,1,78.8308182
"22217",3226477,1,58,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,61,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,1,31.8453408
"22218",3226477,2,58,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,1,26.8735009
"22219",3226477,3,25,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,2,4,NA,4,NA,NA,NA,4,3,57.9480695
"22220",3226515,1,40,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,10,4,43.4286539
"22221",3226515,2,35,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,1,4,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,1,36.960984
"22222",3226515,3,15,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,5,NA,1,NA,NA,NA,3,7,40.9114704
"22223",3226583,1,25,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,1,8,NA,NA,2,4,NA,6,NA,NA,NA,3,3,124.7175551
"22224",3226583,2,55,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,1,92.5844372
"22225",3226583,3,57,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,-8,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,103.6784815
"22226",3226598,1,58,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,3,NA,31,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,9,1,58.2993693
"22227",3226598,2,57,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,4,62.8425361
"22228",3226617,1,54,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,4,132.0241225
"22229",3226617,2,50,NA,4,NA,1,2,97,"IN PROCESS/LEARNING TO DRIVE",NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,2,4,200.7191694
"22230",3226617,3,40,NA,4,NA,1,2,4,NA,NA,NA,NA,1,5,NA,1,NA,0,NA,1,8,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,2,1,158.7089026
"22231",3226617,4,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,8,163.3328405
"22232",3226622,1,62,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,5,56.1376288
"22233",3226622,2,57,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,72,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,1,35.951716
"22234",3226622,3,18,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,92,NA,2,1,0,2,6,NA,NA,2,5,NA,2,NA,NA,NA,4,3,41.7667665
"22235",3226644,1,34,NA,4,NA,1,1,NA,NA,1,NA,NA,1,3,NA,1,NA,0,NA,1,4,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,137.9089479
"22236",3226644,2,34,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,11,1,130.6402271
"22237",3226644,3,6,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,6,7,143.4276021
"22238",3226644,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,5,NA,1,NA,NA,NA,4,8,153.28482
"22239",3226664,1,49,NA,4,NA,1,1,NA,NA,1,NA,NA,1,3,NA,1,NA,0,NA,1,4,NA,92,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,61.9055606
"22240",3226664,2,43,NA,4,NA,2,1,NA,NA,1,NA,NA,1,3,NA,1,NA,0,NA,1,4,NA,92,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,1,69.6465406
"22241",3226664,3,15,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,1,NA,1,NA,NA,NA,2,7,73.742516
"22242",3226664,4,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,5,NA,1,NA,NA,NA,2,8,73.742516
"22243",3226665,1,55,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,121.8775741
"22244",3226665,2,56,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,16,NA,31,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,1,134.3480489
"22245",3226665,3,26,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,81,NA,2,2,NA,2,8,NA,NA,2,4,NA,5,NA,NA,NA,6,3,156.7581848
"22246",3226665,4,23,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,1,173.6039657
"22247",3226767,1,65,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,5,70.9426896
"22248",3226768,1,65,NA,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,4,22.3460283
"22249",3226768,2,67,NA,5,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,-8,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,1,16.8257257
"22250",3226788,1,53,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,3,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,44.4988487
"22251",3226788,2,50,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,8,4,54.8801871
"22252",3226793,1,49,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,3,4,NA,51,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,37.2618641
"22253",3226793,2,46,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,4,45.9548536
"22254",3226793,3,15,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,7,39.793728
"22255",3226823,1,39,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,1,58.3685091
"22256",3226823,2,37,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,71,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,59.6549628
