"","SAMPNO","PERNO","AGE","AAGE","AGE_AAGE","AGE18","SEX","LIC","NOLIC","NOLIC_O","DRIVE","NODRIVE","NODRIVE_O","EMPLY","EMPYTYPE","EMPYTYPE_O","JOBS","EMPLYNOJOB","WKSTAT","WKSTAT_O","WPLACE","WMODE","WMODE_O","INDUS","INDUS_O","DELIV_DRIV","TCOFF","TCDAYS","STUDE","SCHOL","SCHOL_O","SLOC","SWEB","SMODE","SMODE_O","EDUC","EDUC_O","NOGOWHY","NOGOWHY_O","PERTRIPS","PERTYPE","PERRKWT0"
"1",2000400,1,62,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,5,210.6620679
"2",2000402,1,28,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,1,NA,54,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,1,686.9330689
"3",2000402,2,27,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,81,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,608.6972182
"4",2000677,1,54,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,7,1,75.0080824
"5",2000677,2,50,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,1,68.0456709
"6",2000963,1,79,NA,6,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,10,1,114.4074814
"7",2000978,1,41,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,3,NA,0,NA,1,4,NA,31,NA,2,2,NA,2,8,NA,NA,2,4,NA,6,NA,NA,NA,11,3,664.8174147
"8",2000996,1,32,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,1,0,2,8,NA,NA,1,NA,NA,5,NA,NA,NA,3,3,85.1903101
"9",2000996,2,29,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,1,87.0679218
"10",2000996,3,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,8,94.2956727
"11",2001012,1,78,NA,6,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,5,138.482309
"12",2001014,1,66,NA,5,NA,1,2,-7,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,4,263.2785989
"13",2001330,1,25,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,2,NA,NA,55,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,6,NA,0,1,229.9660318
"14",2001330,2,21,NA,4,NA,1,1,NA,NA,1,NA,NA,-7,-7,NA,-7,NA,NA,NA,-7,-8,NA,-8,NA,-8,-8,NA,-8,NA,NA,NA,NA,NA,NA,-8,NA,6,NA,0,-9,661.9694444
"15",2001330,3,-8,4,4,NA,1,-8,NA,NA,-8,NA,NA,-8,-7,NA,-8,NA,NA,NA,-7,-8,NA,-8,NA,-8,-8,NA,-8,NA,NA,NA,NA,NA,NA,-8,NA,6,NA,0,-9,661.9694444
"16",2001330,4,-8,4,4,NA,1,-8,NA,NA,-8,NA,NA,-8,-8,NA,-8,NA,NA,NA,-8,-8,NA,-8,NA,-8,-8,NA,-8,NA,NA,NA,NA,NA,NA,-8,NA,6,NA,0,-9,379.9270401
"17",2001548,1,42,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,2,NA,NA,62,NA,2,1,5,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,1,67.8490566
"18",2001548,2,43,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,1,56.9450658
"19",2001548,3,16,NA,3,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,1,NA,62,NA,2,2,NA,1,4,NA,2,NA,7,NA,1,NA,NA,NA,4,6,49.248515
"20",2001548,4,14,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,7,NA,1,NA,NA,NA,4,7,67.8103622
"21",2001548,5,12,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,3,7,67.8103622
"22",2001548,6,10,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,4,7,67.8103622
"23",2001548,7,7,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,4,7,67.8103622
"24",2001965,1,64,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,7,NA,0,1,159.9670861
"25",2001965,2,59,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,5,180.9966133
"26",2002077,1,22,NA,4,NA,2,2,5,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,4,148.7449387
"27",2002077,2,29,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,-8,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,1,109.1278167
"28",2002077,3,6,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,1,NA,1,NA,NA,NA,4,7,120.7916825
"29",2002475,1,52,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,2,NA,0,NA,3,4,NA,71,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4,1,148.9110204
"30",2002475,2,55,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,8,NA,61,NA,2,1,2,2,8,NA,NA,2,4,NA,6,NA,6,NA,0,3,145.5927479
"31",2002484,1,24,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,52,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,1,614.4816702
"32",2002601,1,65,NA,5,NA,2,1,NA,NA,2,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,5,414.8019045
"33",2002601,2,66,NA,5,NA,1,1,NA,NA,2,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,5,399.7848756
"34",2002623,1,44,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,10,1,640.7099455
"35",2002623,2,51,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,579.6663921
"36",2002623,3,13,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,4,7,703.4241529
"37",2002623,4,9,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,2,7,703.4241529
"38",2002700,1,61,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,12,NA,61,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,1,74.2582088
"39",2002917,1,45,NA,4,NA,1,2,6,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,2,8,NA,2,NA,NA,NA,6,3,588.1754422
"40",2002984,1,60,NA,4,NA,1,1,NA,NA,1,NA,NA,1,2,NA,3,NA,0,NA,3,4,NA,23,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,1,139.8046272
"41",2002984,2,56,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,51,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,7,1,114.5046175
"42",2003102,1,63,NA,4,NA,2,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,126.2634781
"43",2003138,1,51,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,81,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,491.9910406
"44",2003145,1,62,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,56,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,32.0576473
"45",2003145,2,85,NA,6,NA,2,1,NA,NA,2,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,4,NA,0,5,73.6486015
"46",2003157,1,55,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,1,0,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,73.4800817
"47",2003157,2,38,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,1,74.4931874
"48",2003346,1,54,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,5,49.7593634
"49",2003346,2,51,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,4,63.8311852
"50",2003346,3,15,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,5,NA,1,NA,NA,NA,6,7,52.8924078
"51",2003346,4,89,NA,6,NA,2,2,5,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,4,NA,0,5,87.1574047
"52",2003482,1,59,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,166.8964129
"53",2003548,1,59,NA,4,NA,1,1,NA,NA,1,NA,NA,1,3,NA,1,NA,0,NA,1,4,NA,81,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,129.1412082
"54",2003559,1,50,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,1,4,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,13,1,89.0045978
"55",2003559,2,37,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,4,126.9293052
"56",2003559,3,6,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,5,7,114.5239593
"57",2003559,4,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,5,NA,1,NA,NA,NA,7,8,132.9124385
"58",2003559,5,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,8,132.9124385
"59",2003794,1,64,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,1,104.9430541
"60",2003794,2,58,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,1,89.6041417
"61",2003794,3,24,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,1,2,NA,1,7,NA,NA,2,4,NA,4,NA,NA,NA,2,3,124.2841687
"62",2003954,1,66,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,7,5,94.0781619
"63",2003954,2,62,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,83.5110687
"64",2003989,1,-7,5,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,5,44.2095436
"65",2003989,2,-7,5,5,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,5,45.225642
"66",2004412,1,-7,4,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,2,NA,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,129.3363305
"67",2004412,2,-7,4,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,1,110.4319955
"68",2004412,3,-7,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,3,7,142.0041532
"69",2004412,4,-7,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,3,7,142.0041532
"70",2004540,1,31,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,81,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,11,1,182.5569748
"71",2004540,2,44,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,7,1,153.218327
"72",2004920,1,44,NA,4,NA,2,1,NA,NA,1,NA,NA,1,2,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,1,156.471802
"73",2004920,2,46,NA,4,NA,1,1,NA,NA,1,NA,NA,1,2,NA,2,NA,0,NA,1,4,NA,61,NA,2,2,NA,2,8,NA,NA,1,NA,NA,5,NA,NA,NA,7,3,168.7367552
"74",2004920,3,-7,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,5,7,217.1168877
"75",2004920,4,-7,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,5,NA,1,NA,NA,NA,5,7,251.9781465
"76",2005032,1,32,NA,4,NA,2,1,NA,NA,1,NA,NA,1,-8,NA,1,NA,0,NA,1,4,NA,62,NA,2,2,NA,2,7,NA,NA,2,4,NA,3,NA,NA,NA,6,3,45.6245645
"77",2005032,2,48,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4,66.0272267
"78",2005032,3,11,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,4,NA,1,NA,NA,NA,2,7,49.4119868
"79",2005038,1,55,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,84.0989027
"80",2005038,2,58,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,2,NA,0,NA,3,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,99.6579578
"81",2005075,1,62,NA,4,NA,1,1,NA,NA,2,4,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,4,539.0288032
"82",2005075,2,47,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,4,354.5491194
"83",2005075,3,39,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,1,377.6689696
"84",2005075,4,22,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,4,624.4487487
"85",2005075,5,46,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,5,1,342.0706807
"86",2005075,6,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,8,438.6282875
"87",2005075,7,12,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,NA,NA,NA,1,NA,NA,NA,2,7,474.1600856
"88",2005114,1,70,NA,5,NA,1,2,4,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,5,59.7029674
"89",2005155,1,40,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,3,4,NA,54,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,12,1,163.8560879
"90",2005155,2,42,NA,4,NA,1,1,NA,NA,1,NA,NA,1,5,NA,1,NA,0,NA,3,1,NA,55,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,171.3178023
"91",2005155,3,11,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,3,7,227.3631632
"92",2005155,4,8,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,5,7,263.8696098
"93",2005155,5,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,5,NA,1,NA,NA,NA,3,8,263.8696098
"94",2005217,1,75,NA,5,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,12,5,335.9594964
"95",2005217,2,69,NA,5,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,8,NA,51,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,1,200.2562193
"96",2005217,3,97,NA,6,NA,2,1,NA,NA,2,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,5,316.7877499
"97",2005285,1,51,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,31,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,1,75.0080824
"98",2005285,2,51,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,61,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,1,68.0456709
"99",2005310,1,58,NA,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,4,274.4453036
"100",2005310,2,55,NA,4,NA,2,2,6,NA,NA,NA,NA,1,1,NA,1,NA,0,NA,3,8,NA,62,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,-8,NA,2,NA,0,1,208.889569
"101",2005607,1,58,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,1,75.0080824
"102",2005607,2,50,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,52,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,1,68.0456709
"103",2005618,1,26,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4,45.4232338
"104",2005618,2,28,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,54,NA,-8,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,1,41.52645
"105",2005618,3,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,8,40.4359426
"106",2005811,1,63,NA,4,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,44,NA,-7,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,1,28.19363
"107",2005811,2,63,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,-7,5,NA,44,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,23.0915163
"108",2006187,1,63,NA,4,NA,2,2,3,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,2,NA,0,4,216.8135454
"109",2006246,1,64,NA,4,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,6,NA,7,NA,0,5,130.7534481
"110",2006246,2,-7,4,4,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,5,152.5806854
"111",2006246,3,16,NA,3,NA,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,7,NA,1,NA,NA,NA,4,6,151.6725157
"112",2006246,4,13,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,7,NA,1,NA,NA,NA,2,7,127.4020758
"113",2006246,5,12,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-8,NA,2,2,7,NA,1,NA,NA,NA,2,7,127.4020758
"114",2006282,1,-7,6,6,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,5,60.6414209
"115",2006282,2,-7,6,6,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,5,39.2182058
"116",2006304,1,38,NA,4,NA,2,1,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,1,4,NA,52,NA,2,-8,NA,2,8,NA,NA,2,4,NA,5,NA,NA,NA,6,3,99.281229
