"jointTours","hhsize","freq"
"0","2",82.4977979487031
"1","2",15.3618673075073
"2","2",2.14033474378962
"0","3",80.5475444182462
"1","3",16.4592175800463
"2","3",2.9932380017075
"0","4",83.6880116639112
"1","4",14.635009026549
"2","4",1.6769793095398
"0","5",73.1001397145058
"1","5",23.7477780041942
"2","5",3.15208228129996
"0","Total",81.2815787275541
"1","Total",16.3710145845016
"2","Total",2.34740668794432
