tripmode,tourmode,purpose,value,grp_var
4,KNR-Transit,idisc,0,idisctourmode8
5,KNR-Transit,idisc,0,idisctourmode8
6,KNR-Transit,idisc,0,idisctourmode8
7,KNR-Transit,idisc,0,idisctourmode8
8,KNR-Transit,idisc,535,idisctourmode8
9,KNR-Transit,idisc,0,idisctourmode8
10,KNR-Transit,idisc,16,idisctourmode8
10,KNR-Transit,idisc,0,idisctourmode8
10,KNR-Transit,idisc,0,idisctourmode8
1,School Bus,idisc,0,idisctourmode9
2,School Bus,idisc,0,idisctourmode9
3,School Bus,idisc,0,idisctourmode9
4,School Bus,idisc,0,idisctourmode9
5,School Bus,idisc,0,idisctourmode9
6,School Bus,idisc,0,idisctourmode9
7,School Bus,idisc,0,idisctourmode9
8,School Bus,idisc,0,idisctourmode9
9,School Bus,idisc,0,idisctourmode9
10,School Bus,idisc,0,idisctourmode9
10,School Bus,idisc,0,idisctourmode9
10,School Bus,idisc,0,idisctourmode9
1,Ride Hail,idisc,0,idisctourmode10
2,Ride Hail,idisc,4306,idisctourmode10
3,Ride Hail,idisc,9041,idisctourmode10
4,Ride Hail,idisc,19778,idisctourmode10
5,Ride Hail,idisc,0,idisctourmode10
6,Ride Hail,idisc,0,idisctourmode10
7,Ride Hail,idisc,0,idisctourmode10
8,Ride Hail,idisc,0,idisctourmode10
9,Ride Hail,idisc,0,idisctourmode10
10,Ride Hail,idisc,21258,idisctourmode10
10,Ride Hail,idisc,1809,idisctourmode10
10,Ride Hail,idisc,56,idisctourmode10
1,Total,idisc,1454494,idiscTotal
2,Total,idisc,628781,idiscTotal
3,Total,idisc,407698,idiscTotal
4,Total,idisc,455971,idiscTotal
5,Total,idisc,52038,idiscTotal
6,Total,idisc,13678,idiscTotal
7,Total,idisc,518,idiscTotal
8,Total,idisc,535,idiscTotal
9,Total,idisc,0,idiscTotal
10,Total,idisc,21882,idiscTotal
10,Total,idisc,1809,idiscTotal
10,Total,idisc,56,idiscTotal
1,Auto SOV,jdisc,0,jdisctourmode1
2,Auto SOV,jdisc,0,jdisctourmode1
3,Auto SOV,jdisc,0,jdisctourmode1
4,Auto SOV,jdisc,0,jdisctourmode1
5,Auto SOV,jdisc,0,jdisctourmode1
6,Auto SOV,jdisc,0,jdisctourmode1
7,Auto SOV,jdisc,0,jdisctourmode1
8,Auto SOV,jdisc,0,jdisctourmode1
9,Auto SOV,jdisc,0,jdisctourmode1
10,Auto SOV,jdisc,0,jdisctourmode1
10,Auto SOV,jdisc,0,jdisctourmode1
10,Auto SOV,jdisc,0,jdisctourmode1
1,Auto 2 Person,jdisc,0,jdisctourmode2
2,Auto 2 Person,jdisc,1075060,jdisctourmode2
3,Auto 2 Person,jdisc,0,jdisctourmode2
4,Auto 2 Person,jdisc,6426,jdisctourmode2
5,Auto 2 Person,jdisc,0,jdisctourmode2
6,Auto 2 Person,jdisc,0,jdisctourmode2
7,Auto 2 Person,jdisc,0,jdisctourmode2
8,Auto 2 Person,jdisc,0,jdisctourmode2
9,Auto 2 Person,jdisc,0,jdisctourmode2
10,Auto 2 Person,jdisc,0,jdisctourmode2
10,Auto 2 Person,jdisc,0,jdisctourmode2
10,Auto 2 Person,jdisc,0,jdisctourmode2
1,Auto 3+ Person,jdisc,0,jdisctourmode3
2,Auto 3+ Person,jdisc,31710,jdisctourmode3
3,Auto 3+ Person,jdisc,698583.2115,jdisctourmode3
4,Auto 3+ Person,jdisc,9001.591398,jdisctourmode3
5,Auto 3+ Person,jdisc,0,jdisctourmode3
6,Auto 3+ Person,jdisc,0,jdisctourmode3
7,Auto 3+ Person,jdisc,0,jdisctourmode3
8,Auto 3+ Person,jdisc,0,jdisctourmode3
9,Auto 3+ Person,jdisc,0,jdisctourmode3
10,Auto 3+ Person,jdisc,0,jdisctourmode3
10,Auto 3+ Person,jdisc,0,jdisctourmode3
10,Auto 3+ Person,jdisc,0,jdisctourmode3
1,Walk,jdisc,0,jdisctourmode4
2,Walk,jdisc,0,jdisctourmode4
3,Walk,jdisc,0,jdisctourmode4
4,Walk,jdisc,123866.3913,jdisctourmode4
5,Walk,jdisc,0,jdisctourmode4
6,Walk,jdisc,0,jdisctourmode4
7,Walk,jdisc,0,jdisctourmode4
8,Walk,jdisc,0,jdisctourmode4
9,Walk,jdisc,0,jdisctourmode4
10,Walk,jdisc,0,jdisctourmode4
10,Walk,jdisc,0,jdisctourmode4
10,Walk,jdisc,0,jdisctourmode4
1,Bike/Moped,jdisc,0,jdisctourmode5
2,Bike/Moped,jdisc,0,jdisctourmode5
3,Bike/Moped,jdisc,0,jdisctourmode5
4,Bike/Moped,jdisc,0,jdisctourmode5
5,Bike/Moped,jdisc,19284.41704,jdisctourmode5
6,Bike/Moped,jdisc,0,jdisctourmode5
7,Bike/Moped,jdisc,0,jdisctourmode5
8,Bike/Moped,jdisc,0,jdisctourmode5
9,Bike/Moped,jdisc,0,jdisctourmode5
10,Bike/Moped,jdisc,0,jdisctourmode5
10,Bike/Moped,jdisc,0,jdisctourmode5
10,Bike/Moped,jdisc,0,jdisctourmode5
1,Walk-Transit,jdisc,0,jdisctourmode6
2,Walk-Transit,jdisc,5110,jdisctourmode6
3,Walk-Transit,jdisc,8043.878327,jdisctourmode6
4,Walk-Transit,jdisc,22719.93525,jdisctourmode6
5,Walk-Transit,jdisc,0,jdisctourmode6
6,Walk-Transit,jdisc,3083.771574,jdisctourmode6
7,Walk-Transit,jdisc,0,jdisctourmode6
8,Walk-Transit,jdisc,0,jdisctourmode6
9,Walk-Transit,jdisc,0,jdisctourmode6
10,Walk-Transit,jdisc,0,jdisctourmode6
10,Walk-Transit,jdisc,0,jdisctourmode6
10,Walk-Transit,jdisc,0,jdisctourmode6
1,PNR-Transit,jdisc,0,jdisctourmode7
2,PNR-Transit,jdisc,0,jdisctourmode7
3,PNR-Transit,jdisc,0,jdisctourmode7
4,PNR-Transit,jdisc,0,jdisctourmode7
5,PNR-Transit,jdisc,0,jdisctourmode7
6,PNR-Transit,jdisc,0,jdisctourmode7
7,PNR-Transit,jdisc,140.4666667,jdisctourmode7
8,PNR-Transit,jdisc,0,jdisctourmode7
9,PNR-Transit,jdisc,0,jdisctourmode7
10,PNR-Transit,jdisc,0,jdisctourmode7
10,PNR-Transit,jdisc,0,jdisctourmode7
10,PNR-Transit,jdisc,0,jdisctourmode7
1,KNR-Transit,jdisc,0,jdisctourmode8
2,KNR-Transit,jdisc,0,jdisctourmode8
3,KNR-Transit,jdisc,0,jdisctourmode8
4,KNR-Transit,jdisc,0,jdisctourmode8
5,KNR-Transit,jdisc,0,jdisctourmode8
6,KNR-Transit,jdisc,0,jdisctourmode8
7,KNR-Transit,jdisc,0,jdisctourmode8
8,KNR-Transit,jdisc,165.75,jdisctourmode8
9,KNR-Transit,jdisc,0,jdisctourmode8
10,KNR-Transit,jdisc,0,jdisctourmode8
10,KNR-Transit,jdisc,0,jdisctourmode8
10,KNR-Transit,jdisc,0,jdisctourmode8
1,School Bus,jdisc,0,jdisctourmode9
2,School Bus,jdisc,0,jdisctourmode9
3,School Bus,jdisc,0,jdisctourmode9
4,School Bus,jdisc,0,jdisctourmode9
5,School Bus,jdisc,0,jdisctourmode9
6,School Bus,jdisc,0,jdisctourmode9
7,School Bus,jdisc,0,jdisctourmode9
8,School Bus,jdisc,0,jdisctourmode9
9,School Bus,jdisc,0,jdisctourmode9
10,School Bus,jdisc,0,jdisctourmode9
10,School Bus,jdisc,0,jdisctourmode9
10,School Bus,jdisc,0,jdisctourmode9
1,Ride Hail,jdisc,0,jdisctourmode10
2,Ride Hail,jdisc,4518,jdisctourmode10
3,Ride Hail,jdisc,6650.2,jdisctourmode10
4,Ride Hail,jdisc,13821.4918,jdisctourmode10
5,Ride Hail,jdisc,0,jdisctourmode10
6,Ride Hail,jdisc,0,jdisctourmode10
7,Ride Hail,jdisc,0,jdisctourmode10
8,Ride Hail,jdisc,0,jdisctourmode10
9,Ride Hail,jdisc,0,jdisctourmode10
10,Ride Hail,jdisc,13962.66667,jdisctourmode10
10,Ride Hail,jdisc,624,jdisctourmode10
10,Ride Hail,jdisc,0,jdisctourmode10
1,Total,jdisc,0,jdiscTotal
2,Total,jdisc,1116398,jdiscTotal
3,Total,jdisc,713277.2898,jdiscTotal
4,Total,jdisc,175835.4097,jdiscTotal
5,Total,jdisc,19284.41704,jdiscTotal
6,Total,jdisc,3083.771574,jdiscTotal
7,Total,jdisc,140.4666667,jdiscTotal
8,Total,jdisc,165.75,jdiscTotal
9,Total,jdisc,0,jdiscTotal
10,Total,jdisc,13962.66667,jdiscTotal
10,Total,jdisc,624,jdiscTotal
10,Total,jdisc,0,jdiscTotal
1,Auto SOV,jmain,0,jmaintourmode1
2,Auto SOV,jmain,0,jmaintourmode1
3,Auto SOV,jmain,0,jmaintourmode1
4,Auto SOV,jmain,0,jmaintourmode1
5,Auto SOV,jmain,0,jmaintourmode1
6,Auto SOV,jmain,0,jmaintourmode1
7,Auto SOV,jmain,0,jmaintourmode1
8,Auto SOV,jmain,0,jmaintourmode1
9,Auto SOV,jmain,0,jmaintourmode1
10,Auto SOV,jmain,0,jmaintourmode1
10,Auto SOV,jmain,0,jmaintourmode1
10,Auto SOV,jmain,0,jmaintourmode1
1,Auto 2 Person,jmain,0,jmaintourmode2
2,Auto 2 Person,jmain,1075060,jmaintourmode2
3,Auto 2 Person,jmain,0,jmaintourmode2
4,Auto 2 Person,jmain,6426,jmaintourmode2
5,Auto 2 Person,jmain,0,jmaintourmode2
6,Auto 2 Person,jmain,0,jmaintourmode2
7,Auto 2 Person,jmain,0,jmaintourmode2
8,Auto 2 Person,jmain,0,jmaintourmode2
9,Auto 2 Person,jmain,0,jmaintourmode2
10,Auto 2 Person,jmain,0,jmaintourmode2
10,Auto 2 Person,jmain,0,jmaintourmode2
10,Auto 2 Person,jmain,0,jmaintourmode2
1,Auto 3+ Person,jmain,0,jmaintourmode3
2,Auto 3+ Person,jmain,31710,jmaintourmode3
3,Auto 3+ Person,jmain,698583.2115,jmaintourmode3
4,Auto 3+ Person,jmain,9001.591398,jmaintourmode3
5,Auto 3+ Person,jmain,0,jmaintourmode3
6,Auto 3+ Person,jmain,0,jmaintourmode3
7,Auto 3+ Person,jmain,0,jmaintourmode3
8,Auto 3+ Person,jmain,0,jmaintourmode3
9,Auto 3+ Person,jmain,0,jmaintourmode3
10,Auto 3+ Person,jmain,0,jmaintourmode3
10,Auto 3+ Person,jmain,0,jmaintourmode3
10,Auto 3+ Person,jmain,0,jmaintourmode3
1,Walk,jmain,0,jmaintourmode4
2,Walk,jmain,0,jmaintourmode4
3,Walk,jmain,0,jmaintourmode4
4,Walk,jmain,123866.3913,jmaintourmode4
5,Walk,jmain,0,jmaintourmode4
6,Walk,jmain,0,jmaintourmode4
7,Walk,jmain,0,jmaintourmode4
8,Walk,jmain,0,jmaintourmode4
9,Walk,jmain,0,jmaintourmode4
10,Walk,jmain,0,jmaintourmode4
10,Walk,jmain,0,jmaintourmode4
10,Walk,jmain,0,jmaintourmode4
1,Bike/Moped,jmain,0,jmaintourmode5
2,Bike/Moped,jmain,0,jmaintourmode5
3,Bike/Moped,jmain,0,jmaintourmode5
4,Bike/Moped,jmain,0,jmaintourmode5
5,Bike/Moped,jmain,19284.41704,jmaintourmode5
6,Bike/Moped,jmain,0,jmaintourmode5
7,Bike/Moped,jmain,0,jmaintourmode5
8,Bike/Moped,jmain,0,jmaintourmode5
9,Bike/Moped,jmain,0,jmaintourmode5
10,Bike/Moped,jmain,0,jmaintourmode5
10,Bike/Moped,jmain,0,jmaintourmode5
10,Bike/Moped,jmain,0,jmaintourmode5
1,Walk-Transit,jmain,0,jmaintourmode6
2,Walk-Transit,jmain,5110,jmaintourmode6
3,Walk-Transit,jmain,8043.878327,jmaintourmode6
4,Walk-Transit,jmain,22719.93525,jmaintourmode6
5,Walk-Transit,jmain,0,jmaintourmode6
6,Walk-Transit,jmain,3083.771574,jmaintourmode6
7,Walk-Transit,jmain,0,jmaintourmode6
8,Walk-Transit,jmain,0,jmaintourmode6
9,Walk-Transit,jmain,0,jmaintourmode6
10,Walk-Transit,jmain,0,jmaintourmode6
10,Walk-Transit,jmain,0,jmaintourmode6
10,Walk-Transit,jmain,0,jmaintourmode6
1,PNR-Transit,jmain,0,jmaintourmode7
2,PNR-Transit,jmain,0,jmaintourmode7
3,PNR-Transit,jmain,0,jmaintourmode7
4,PNR-Transit,jmain,0,jmaintourmode7
5,PNR-Transit,jmain,0,jmaintourmode7
6,PNR-Transit,jmain,0,jmaintourmode7
7,PNR-Transit,jmain,140.4666667,jmaintourmode7
8,PNR-Transit,jmain,0,jmaintourmode7
9,PNR-Transit,jmain,0,jmaintourmode7
10,PNR-Transit,jmain,0,jmaintourmode7
10,PNR-Transit,jmain,0,jmaintourmode7
10,PNR-Transit,jmain,0,jmaintourmode7
1,KNR-Transit,jmain,0,jmaintourmode8
2,KNR-Transit,jmain,0,jmaintourmode8
3,KNR-Transit,jmain,0,jmaintourmode8
4,KNR-Transit,jmain,0,jmaintourmode8
5,KNR-Transit,jmain,0,jmaintourmode8
6,KNR-Transit,jmain,0,jmaintourmode8
7,KNR-Transit,jmain,0,jmaintourmode8
8,KNR-Transit,jmain,165.75,jmaintourmode8
9,KNR-Transit,jmain,0,jmaintourmode8
10,KNR-Transit,jmain,0,jmaintourmode8
10,KNR-Transit,jmain,0,jmaintourmode8
10,KNR-Transit,jmain,0,jmaintourmode8
1,School Bus,jmain,0,jmaintourmode9
2,School Bus,jmain,0,jmaintourmode9
3,School Bus,jmain,0,jmaintourmode9
4,School Bus,jmain,0,jmaintourmode9
5,School Bus,jmain,0,jmaintourmode9
6,School Bus,jmain,0,jmaintourmode9
7,School Bus,jmain,0,jmaintourmode9
8,School Bus,jmain,0,jmaintourmode9
9,School Bus,jmain,0,jmaintourmode9
10,School Bus,jmain,0,jmaintourmode9
10,School Bus,jmain,0,jmaintourmode9
10,School Bus,jmain,0,jmaintourmode9
1,Ride Hail,jmain,0,jmaintourmode10
2,Ride Hail,jmain,4518,jmaintourmode10
3,Ride Hail,jmain,6650.2,jmaintourmode10
4,Ride Hail,jmain,13821.4918,jmaintourmode10
5,Ride Hail,jmain,0,jmaintourmode10
6,Ride Hail,jmain,0,jmaintourmode10
7,Ride Hail,jmain,0,jmaintourmode10
8,Ride Hail,jmain,0,jmaintourmode10
9,Ride Hail,jmain,0,jmaintourmode10
10,Ride Hail,jmain,13962.66667,jmaintourmode10
10,Ride Hail,jmain,624,jmaintourmode10
10,Ride Hail,jmain,0,jmaintourmode10
1,Total,jmain,0,jmainTotal
2,Total,jmain,1116398,jmainTotal
3,Total,jmain,713277.2898,jmainTotal
4,Total,jmain,175835.4097,jmainTotal
5,Total,jmain,19284.41704,jmainTotal
6,Total,jmain,3083.771574,jmainTotal
7,Total,jmain,140.4666667,jmainTotal
8,Total,jmain,165.75,jmainTotal
9,Total,jmain,0,jmainTotal
10,Total,jmain,13962.66667,jmainTotal
10,Total,jmain,624,jmainTotal
10,Total,jmain,0,jmainTotal
1,Auto SOV,total,7107804,totaltourmode1
2,Auto SOV,total,0,totaltourmode1
3,Auto SOV,total,0,totaltourmode1
4,Auto SOV,total,69539,totaltourmode1
5,Auto SOV,total,0,totaltourmode1
6,Auto SOV,total,0,totaltourmode1
7,Auto SOV,total,0,totaltourmode1
8,Auto SOV,total,0,totaltourmode1
9,Auto SOV,total,0,totaltourmode1
10,Auto SOV,total,0,totaltourmode1
10,Auto SOV,total,0,totaltourmode1
10,Auto SOV,total,0,totaltourmode1
1,Auto 2 Person,total,954990,totaltourmode2
2,Auto 2 Person,total,3772282,totaltourmode2
3,Auto 2 Person,total,0,totaltourmode2
4,Auto 2 Person,total,75244,totaltourmode2
5,Auto 2 Person,total,0,totaltourmode2
6,Auto 2 Person,total,0,totaltourmode2
7,Auto 2 Person,total,0,totaltourmode2
8,Auto 2 Person,total,0,totaltourmode2
9,Auto 2 Person,total,0,totaltourmode2
10,Auto 2 Person,total,0,totaltourmode2
10,Auto 2 Person,total,0,totaltourmode2
10,Auto 2 Person,total,0,totaltourmode2
1,Auto 3+ Person,total,344726,totaltourmode3
2,Auto 3+ Person,total,777445,totaltourmode3
3,Auto 3+ Person,total,2915384.211,totaltourmode3
4,Auto 3+ Person,total,77740.5914,totaltourmode3
5,Auto 3+ Person,total,0,totaltourmode3
6,Auto 3+ Person,total,0,totaltourmode3
7,Auto 3+ Person,total,0,totaltourmode3
8,Auto 3+ Person,total,0,totaltourmode3
9,Auto 3+ Person,total,0,totaltourmode3
10,Auto 3+ Person,total,0,totaltourmode3
10,Auto 3+ Person,total,0,totaltourmode3
10,Auto 3+ Person,total,0,totaltourmode3
1,Walk,total,0,totaltourmode4
2,Walk,total,0,totaltourmode4
3,Walk,total,0,totaltourmode4
4,Walk,total,957952.3913,totaltourmode4
5,Walk,total,0,totaltourmode4
6,Walk,total,0,totaltourmode4
7,Walk,total,0,totaltourmode4
8,Walk,total,0,totaltourmode4
9,Walk,total,0,totaltourmode4
10,Walk,total,0,totaltourmode4
10,Walk,total,0,totaltourmode4
10,Walk,total,0,totaltourmode4
1,Bike/Moped,total,0,totaltourmode5
2,Bike/Moped,total,0,totaltourmode5
3,Bike/Moped,total,0,totaltourmode5
4,Bike/Moped,total,0,totaltourmode5
5,Bike/Moped,total,206627.417,totaltourmode5
6,Bike/Moped,total,0,totaltourmode5
7,Bike/Moped,total,0,totaltourmode5
8,Bike/Moped,total,0,totaltourmode5
9,Bike/Moped,total,0,totaltourmode5
10,Bike/Moped,total,0,totaltourmode5
10,Bike/Moped,total,0,totaltourmode5
10,Bike/Moped,total,0,totaltourmode5
1,Walk-Transit,total,0,totaltourmode6
2,Walk-Transit,total,58711,totaltourmode6
3,Walk-Transit,total,46651.87833,totaltourmode6
4,Walk-Transit,total,371410.9353,totaltourmode6
5,Walk-Transit,total,0,totaltourmode6
6,Walk-Transit,total,122536.7716,totaltourmode6
7,Walk-Transit,total,0,totaltourmode6
8,Walk-Transit,total,0,totaltourmode6
9,Walk-Transit,total,0,totaltourmode6
10,Walk-Transit,total,3395,totaltourmode6
10,Walk-Transit,total,1052,totaltourmode6
10,Walk-Transit,total,0,totaltourmode6
1,PNR-Transit,total,0,totaltourmode7
2,PNR-Transit,total,0,totaltourmode7
3,PNR-Transit,total,0,totaltourmode7
4,PNR-Transit,total,0,totaltourmode7
5,PNR-Transit,total,0,totaltourmode7
6,PNR-Transit,total,0,totaltourmode7
7,PNR-Transit,total,13655.46667,totaltourmode7
8,PNR-Transit,total,0,totaltourmode7
9,PNR-Transit,total,0,totaltourmode7
10,PNR-Transit,total,96,totaltourmode7
10,PNR-Transit,total,87,totaltourmode7
10,PNR-Transit,total,0,totaltourmode7
1,KNR-Transit,total,0,totaltourmode8
2,KNR-Transit,total,0,totaltourmode8
3,KNR-Transit,total,0,totaltourmode8
4,KNR-Transit,total,0,totaltourmode8
5,KNR-Transit,total,0,totaltourmode8
6,KNR-Transit,total,0,totaltourmode8
7,KNR-Transit,total,0,totaltourmode8
8,KNR-Transit,total,4400.75,totaltourmode8
9,KNR-Transit,total,0,totaltourmode8
10,KNR-Transit,total,16,totaltourmode8
10,KNR-Transit,total,0,totaltourmode8
10,KNR-Transit,total,0,totaltourmode8
1,School Bus,total,0,totaltourmode9
2,School Bus,total,123375,totaltourmode9
3,School Bus,total,136015,totaltourmode9
4,School Bus,total,34266,totaltourmode9
5,School Bus,total,0,totaltourmode9
6,School Bus,total,0,totaltourmode9
7,School Bus,total,0,totaltourmode9
8,School Bus,total,0,totaltourmode9
9,School Bus,total,623563,totaltourmode9
10,School Bus,total,0,totaltourmode9
10,School Bus,total,0,totaltourmode9
10,School Bus,total,0,totaltourmode9
1,Ride Hail,total,0,totaltourmode10
2,Ride Hail,total,12018,totaltourmode10
3,Ride Hail,total,23088.2,totaltourmode10
4,Ride Hail,total,49936.4918,totaltourmode10
5,Ride Hail,total,0,totaltourmode10
6,Ride Hail,total,0,totaltourmode10
7,Ride Hail,total,0,totaltourmode10
8,Ride Hail,total,0,totaltourmode10
9,Ride Hail,total,0,totaltourmode10
10,Ride Hail,total,61074.66667,totaltourmode10
1,Total,total,8407520,totalTotal
2,Total,total,4743831,totalTotal
3,Total,total,3121139.29,totalTotal
4,Total,total,1636089.41,totalTotal
5,Total,total,206627.417,totalTotal
6,Total,total,122536.7716,totalTotal
7,Total,total,13655.46667,totalTotal
8,Total,total,4400.75,totalTotal
9,Total,total,623563,totalTotal
10,Total,total,59814.66667,totalTotal
10,Total,total,5464,totalTotal
10,Total,total,442,totalTotal
