LINKSERIAL,USECOUNT,LOCAL_ID,AADT_YEAR,AADT,AADT_CAR,AADT_TRUCK,AADT_SUT,AADT_MUT,FCLASS,FCLASS_LABEL,AREATYPE,AREATYPE_LABEL,FCLASS_GROUP,COUNTY,CountyName,VOLUME_GROUP_MUT,VOLUME_GROUP_SUT,VOLUME_GROUP_TRUCK,TOD,NumCountsParent,NumCounts,SUT,MUT,PctSUT,PctMUT
15558,1,82-0177,2019,17181,16844.5,336,180,130,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,MD,1,1,98.3458646616541,63.8715277777778,0.000465723332425624,0.000214399456806534
15558,1,82-0177,2019,17181,16844.5,336,180,130,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,PM,1,1,39.2481203007519,26.1805555555556,0.000185862063857932,8.7881049433067e-05
15558,1,82-0177,2019,17181,16844.5,336,180,130,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,EV,1,1,6.76691729323308,2.03125,3.20451834237814e-05,6.81835728360003e-06
15558,1,82-0177,2019,17181,16844.5,336,180,130,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,NT,1,1,10.3759398496241,14.4444444444444,4.91359479164649e-05,4.84860962389335e-05
15585,1,82-4747,2019,20589,19891.5,697,316,315,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999,AM,1,1,51.5460992907801,53.9935988620199,0.000244099954968462,0.000181241919049172
15585,1,82-4747,2019,20589,19891.5,697,316,315,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999,MD,1,1,166.29219858156,155.25960170697,0.000787487680811299,0.000521164522411106
15585,1,82-4747,2019,20589,19891.5,697,316,315,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999,PM,1,1,60.5106382978724,52.649359886202,0.000286552121049933,0.00017672967210189
15585,1,82-4747,2019,20589,19891.5,697,316,315,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999,EV,1,1,13.8950354609929,12.0981507823613,6.5800857426281e-05,4.06102225255407e-05
15585,1,82-4747,2019,20589,19891.5,697,316,315,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999,NT,1,1,23.7560283687943,40.9992887624467,0.0001124982401159,0.00013762353189211
15620,1,82-9699,2019,38744.5,31673,7071,756,6239,1,Interstate Freeway,4,Suburban,Interstate,2,Other Wayne,2000+,500-999,2000+,AM,1,1,119.625137507649,771.233402715487,0.000566492733310202,0.00258882209908223
15620,1,82-9699,2019,38744.5,31673,7071,756,6239,1,Interstate Freeway,4,Suburban,Interstate,2,Other Wayne,2000+,500-999,2000+,MD,1,1,280.532781344851,2075.35674119769,0.00132848149977672,0.00696641169349596
15620,1,82-9699,2019,38744.5,31673,7071,756,6239,1,Interstate Freeway,4,Suburban,Interstate,2,Other Wayne,2000+,500-999,2000+,PM,1,1,170.377994619285,1226.66600896011,0.000806836237589429,0.0041175862728555
15620,1,82-9699,2019,38744.5,31673,7071,756,6239,1,Interstate Freeway,4,Suburban,Interstate,2,Other Wayne,2000+,500-999,2000+,EV,1,1,64.7104311698263,790.798278950872,0.000306440517359762,0.0026544961009935
15620,1,82-9699,2019,38744.5,31673,7071,756,6239,1,Interstate Freeway,4,Suburban,Interstate,2,Other Wayne,2000+,500-999,2000+,NT,1,1,120.753655358389,1374.94556817584,0.000571836904068747,0.00461532067905247
15649,0,82-1367,2019,13288,12771,517,318,146,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,100-199,200-499,200-499,AM,1,1,57.0769230769231,19.7397959183673,0.000270291536013615,6.6261160013183e-05
15649,0,82-1367,2019,13288,12771,517,318,146,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,100-199,200-499,200-499,MD,1,1,136.020979020979,66.2959183673469,0.000644136322837641,0.000222537480798992
15649,0,82-1367,2019,13288,12771,517,318,146,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,100-199,200-499,200-499,PM,1,1,91.1748251748252,31.2857142857143,0.000431764401684087,0.000105017687568064
15649,0,82-1367,2019,13288,12771,517,318,146,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,100-199,200-499,200-499,EV,1,1,11.4895104895105,11.1734693877551,5.44093351715719e-05,3.75063169885942e-05
15649,0,82-1367,2019,13288,12771,517,318,146,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,100-199,200-499,200-499,NT,1,1,22.2377622377622,17.5051020408163,0.000105308390654655,5.87598966154642e-05
15704,1,82-0168,2019,25444.5,24930.5,514,240,157,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,200-499,200-499,AM,1,1,33.8059701492537,31.4,0.000160090402661643,0.00010540131382402
15704,1,82-0168,2019,25444.5,24930.5,514,240,157,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,200-499,200-499,MD,1,1,123.805970149254,74.0142857142857,0.000586291342197936,0.000248445954013762
15704,1,82-0168,2019,25444.5,24930.5,514,240,157,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,200-499,200-499,PM,1,1,58.8805970149254,25.3442857142857,0.000278832952980212,8.50739175865305e-05
15704,1,82-0168,2019,25444.5,24930.5,514,240,157,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,200-499,200-499,EV,1,1,8.50746268656716,5.60714285714286,4.02876510009432e-05,1.88216631828607e-05
15704,1,82-0168,2019,25444.5,24930.5,514,240,157,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,200-499,200-499,NT,1,1,15,20.6342857142857,7.10334899227156e-05,6.92637205129275e-05
15717,1,82-0177,2019,17181,16844.5,336,180,130,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,AM,1,1,25.2631578947368,23.4722222222222,0.000119635351448784,7.8789906388267e-05
15717,1,82-0177,2019,17181,16844.5,336,180,130,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,MD,1,1,98.3458646616541,63.8715277777778,0.000465723332425624,0.000214399456806534
15717,1,82-0177,2019,17181,16844.5,336,180,130,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,PM,1,1,39.2481203007519,26.1805555555556,0.000185862063857932,8.7881049433067e-05
15717,1,82-0177,2019,17181,16844.5,336,180,130,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,EV,1,1,6.76691729323308,2.03125,3.20451834237814e-05,6.81835728360003e-06
15717,1,82-0177,2019,17181,16844.5,336,180,130,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,NT,1,1,10.3759398496241,14.4444444444444,4.91359479164649e-05,4.84860962389335e-05
15728,1,82-8103,2019,8248,7969.5,278,101,173,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,AM,1,1,16.7960088691796,26.7791450777202,7.95386084500474e-05,8.98903526839411e-05
15728,1,82-8103,2019,8248,7969.5,278,101,173,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,MD,1,1,43.7815964523282,73.5025906735751,0.00020733063935979,0.000246728332052993
15728,1,82-8103,2019,8248,7969.5,278,101,173,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,PM,1,1,24.970066518847,34.2862694300518,0.000118247397895737,0.000115089740256427
15728,1,82-8103,2019,8248,7969.5,278,101,173,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,EV,1,1,7.39024390243902,11.8769430051813,3.49969877180208e-05,3.98676878012458e-05
15728,1,82-8103,2019,8248,7969.5,278,101,173,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499,NT,1,1,8.06208425720621,26.5550518134715,3.81785320560227e-05,8.91381321593893e-05
15736,0,82-1148,2019,12856,12735,121,86,33,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,100-199,AM,1,1,13.1529411764706,6.4453125,6.22866209675263e-05,2.16351721498847e-05
15736,0,82-1148,2019,12856,12735,121,86,33,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,100-199,MD,1,1,49.0705882352941,15.984375,0.000232377008994233,5.36552269317141e-05
15736,0,82-1148,2019,12856,12735,121,86,33,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,100-199,PM,1,1,17.7058823529412,7.734375,8.38473743793623e-05,2.59622065798616e-05
15736,0,82-1148,2019,12856,12735,121,86,33,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,100-199,EV,1,1,3.54117647058824,1.546875,1.67694748758725e-05,5.19244131597233e-06
15736,0,82-1148,2019,12856,12735,121,86,33,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,100-199,NT,1,1,2.52941176470588,1.2890625,1.19781963399089e-05,4.32703442997694e-06
15815,1,82-0765,2019,23749,22332,1417,621,780,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,500-999,500-999,1000-1999,AM,1,1,111.642717815345,125.22009321595,0.000528691458058724,0.000420330010895778
15815,1,82-0765,2019,23749,22332,1417,621,780,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,500-999,500-999,1000-1999,MD,1,1,308.481144343303,352.433972035215,0.00146083281720385,0.00118302559518247
15815,1,82-0765,2019,23749,22332,1417,621,780,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,500-999,500-999,1000-1999,PM,1,1,123.553966189857,134.510616261005,0.00058509796081725,0.000451515785897723
15815,1,82-0765,2019,23749,22332,1417,621,780,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,500-999,500-999,1000-1999,EV,1,1,34.3205461638492,47.4624546866908,0.000162527211338125,0.000159318633162109
15815,1,82-0765,2019,23749,22332,1417,621,780,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,500-999,500-999,1000-1999,NT,1,1,43.0016254876463,120.372863801139,0.000203637035382474,0.000404059171764328
15817,0,82-5914,2019,1985,1914,71,26,4,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,AM,1,1,3.5,2.5,1.6574480981967e-05,8.39182434904618e-06
15817,0,82-5914,2019,1985,1914,71,26,4,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,MD,1,1,15.5,0.5,7.34012729201394e-05,1.67836486980924e-06
15817,0,82-5914,2019,1985,1914,71,26,4,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,PM,1,1,2,0.5,9.47113198969541e-06,1.67836486980924e-06
15817,0,82-5914,2019,1985,1914,71,26,4,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,EV,1,1,2.5,0,1.18389149871193e-05,0
15817,0,82-5914,2019,1985,1914,71,26,4,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,NT,1,1,2.5,0.5,1.18389149871193e-05,1.67836486980924e-06
15830,1,82-0121,2019,10194.5,9643,551,186,361,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,200-499,100-199,500-999,AM,1,1,34.6204379562044,59.4136420525657,0.000163947368712136,0.000199435539216894
15830,1,82-0121,2019,10194.5,9643,551,186,361,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,200-499,100-199,500-999,MD,1,1,89.8321167883212,133.5112640801,0.000425405917507961,0.000448161230711728
15830,1,82-0121,2019,10194.5,9643,551,186,361,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,200-499,100-199,500-999,PM,1,1,34.8467153284672,68.9017521902378,0.000165018920141627,0.000231284560688794
15830,1,82-0121,2019,10194.5,9643,551,186,361,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,200-499,100-199,500-999,EV,1,1,9.72992700729927,34.3379224030038,4.60767114681167e-05,0.000115263125326874
15830,1,82-0121,2019,10194.5,9643,551,186,361,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,200-499,100-199,500-999,NT,1,1,16.970802919708,64.8354192740926,8.03663572118315e-05,0.00021763498005798
15876,0,82-1202,2018,5176,5106,69,44,25,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,AM,1,1,7.08045977011494,5.10204081632653,3.35299845152435e-05,1.71261721409106e-05
15876,0,82-1202,2018,5176,5106,69,44,25,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,MD,1,1,26.0459770114943,9.43877551020408,0.000123342443038217,3.16834184606846e-05
15876,0,82-1202,2018,5176,5106,69,44,25,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,PM,1,1,8.85057471264368,8.92857142857143,4.19124806440544e-05,2.99708012465935e-05
15876,0,82-1202,2018,5176,5106,69,44,25,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,EV,1,1,1.51724137931035,0.510204081632653,7.1849966818379e-06,1.71261721409106e-06
15876,0,82-1202,2018,5176,5106,69,44,25,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,NT,1,1,0.505747126436782,1.02040816326531,2.39499889394597e-06,3.42523442818212e-06
15877,0,82-1201,2018,3368,3330,37,29,14,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,AM,1,1,4.74545454545455,0.84,2.247241317555e-05,2.81965298127952e-06
15877,0,82-1201,2018,3368,3330,37,29,14,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,MD,1,1,10.2818181818182,5.32,4.8690228547025e-05,1.78578022147703e-05
15877,0,82-1201,2018,3368,3330,37,29,14,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,PM,1,1,9.49090909090909,5.6,4.49448263511e-05,1.87976865418635e-05
15877,0,82-1201,2018,3368,3330,37,29,14,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,EV,1,1,1.84545454545455,0.84,8.73927179049167e-06,2.81965298127952e-06
15877,0,82-1201,2018,3368,3330,37,29,14,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,NT,1,1,2.63636363636364,1.4,1.24846739864167e-05,4.69942163546586e-06
15881,0,82-1203,2018,3388,3320,67,34,33,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,AM,1,1,3.86363636363636,2.0952380952381,1.82965049800934e-05,7.03314802586728e-06
15881,0,82-1203,2018,3388,3320,67,34,33,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,MD,1,1,16.2272727272727,13.8809523809524,7.68453209163923e-05,4.65946056713707e-05
15881,0,82-1203,2018,3388,3320,67,34,33,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,PM,1,1,10.8181818181818,8.64285714285714,5.12302139442615e-05,2.90117356067025e-05
15881,0,82-1203,2018,3388,3320,67,34,33,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,EV,1,1,1.28787878787879,4.19047619047619,6.09883499336447e-06,1.40662960517346e-05
15881,0,82-1203,2018,3388,3320,67,34,33,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,NT,1,1,1.8030303030303,4.19047619047619,8.53836899071025e-06,1.40662960517346e-05
15884,1,82-0940,2019,7662,7424.5,237,116,98,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499,AM,1,1,18.4235294117647,19.5092592592593,8.72458393874295e-05,6.54873107534827e-05
15884,1,82-0940,2019,7662,7424.5,237,116,98,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499,MD,1,1,59.364705882353,35.6157407407407,0.000281125482470606,0.000119552416142986
15884,1,82-0940,2019,7662,7424.5,237,116,98,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499,PM,1,1,28.6588235294118,22.2314814814815,0.000135715750158224,7.46250750446663e-05
15884,1,82-0940,2019,7662,7424.5,237,116,98,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499,EV,1,1,2.50196078431373,5.6712962962963,1.18482004106386e-05,1.90370089399659e-05
15884,1,82-0940,2019,7662,7424.5,237,116,98,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499,NT,1,1,7.05098039215686,14.9722222222222,3.3390382975436e-05,5.02577036015099e-05
15886,1,82-0940,2019,7662,7424.5,237,116,98,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499,AM,1,1,18.4235294117647,19.5092592592593,8.72458393874295e-05,6.54873107534827e-05
15886,1,82-0940,2019,7662,7424.5,237,116,98,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499,MD,1,1,59.364705882353,35.6157407407407,0.000281125482470606,0.000119552416142986
15886,1,82-0940,2019,7662,7424.5,237,116,98,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499,PM,1,1,28.6588235294118,22.2314814814815,0.000135715750158224,7.46250750446663e-05
15886,1,82-0940,2019,7662,7424.5,237,116,98,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499,EV,1,1,2.50196078431373,5.6712962962963,1.18482004106386e-05,1.90370089399659e-05
15886,1,82-0940,2019,7662,7424.5,237,116,98,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499,NT,1,1,7.05098039215686,14.9722222222222,3.3390382975436e-05,5.02577036015099e-05
16001,0,82-2383,2017,227,224,2,1,1,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,AM,1,1,0,0.5,0,1.67836486980924e-06
16001,0,82-2383,2017,227,224,2,1,1,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,MD,1,1,0.5,0,2.36778299742385e-06,0
16001,0,82-2383,2017,227,224,2,1,1,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,PM,1,1,0.5,0.5,2.36778299742385e-06,1.67836486980924e-06
16001,0,82-2383,2017,227,224,2,1,1,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,EV,1,1,0,0,0,0
16001,0,82-2383,2017,227,224,2,1,1,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,NT,1,1,0,0,0,0
16011,0,82-6322,2019,2004.5,1880,124,63,17,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,0-99,AM,1,1,12.9262948207171,2.7910447761194,6.12133221923641e-05,9.36878300460679e-06
16011,0,82-6322,2019,2004.5,1880,124,63,17,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,0-99,MD,1,1,24.0956175298805,6.72388059701493,0.000114106386999358,2.25702499656436e-05
16011,0,82-6322,2019,2004.5,1880,124,63,17,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,0-99,PM,1,1,16.8167330677291,4.05970149253731,7.96367492599688e-05,1.36273207339735e-05
16011,0,82-6322,2019,2004.5,1880,124,63,17,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,0-99,EV,1,1,4.76892430278885,1.3955223880597,2.25835557602897e-05,4.68439150230339e-06
16011,0,82-6322,2019,2004.5,1880,124,63,17,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,0-99,NT,1,1,4.39243027888446,2.02985074626866,2.08006434634247e-05,6.81366036698675e-06
16051,0,82-0480,2018,14637,14441,195,152,41,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,100-199,100-199,AM,1,1,38.8085106382979,12.5795454545455,0.000183780263289409,4.22261343381551e-05
16051,0,82-0480,2018,14637,14441,195,152,41,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,100-199,100-199,MD,1,1,48.9726443768997,12.3465909090909,0.000231913189389016,4.14441688874485e-05
16051,0,82-0480,2018,14637,14441,195,152,41,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,100-199,100-199,PM,1,1,48.5106382978723,11.6477272727273,0.000229725329111761,3.90982725353288e-05
16051,0,82-0480,2018,14637,14441,195,152,41,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,100-199,100-199,EV,1,1,4.1580547112462,2.5625,1.96907424952938e-05,8.60161995777234e-06
16051,0,82-0480,2018,14637,14441,195,152,41,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,0-99,100-199,100-199,NT,1,1,11.5501519756839,1.86363636363636,5.46965069313717e-05,6.25572360565261e-06
16080,0,82-5937,2019,433,332,101,83,14,5,Major Collector,2,Urban Fringe,Other Road,1,Detroit,0-99,0-99,0-99,AM,1,1,1.50909090909091,0,7.14639959222472e-06,0
16080,0,82-5937,2019,433,332,101,83,14,5,Major Collector,2,Urban Fringe,Other Road,1,Detroit,0-99,0-99,0-99,MD,1,1,47.5363636363636,7.51851851851852,0.000225111587155079,2.52376347089833e-05
16080,0,82-5937,2019,433,332,101,83,14,5,Major Collector,2,Urban Fringe,Other Road,1,Detroit,0-99,0-99,0-99,PM,1,1,22.6363636363636,5.7037037037037,0.000107195993883371,1.91457918481943e-05
16080,0,82-5937,2019,433,332,101,83,14,5,Major Collector,2,Urban Fringe,Other Road,1,Detroit,0-99,0-99,0-99,EV,1,1,7.29393939393939,0.777777777777778,3.45409313624195e-05,2.61078979748104e-06
16080,0,82-5937,2019,433,332,101,83,14,5,Major Collector,2,Urban Fringe,Other Road,1,Detroit,0-99,0-99,0-99,NT,1,1,4.02424242424242,0,1.90570655792659e-05,0
16115,0,82-1882,2018,1169,1149,19,14,10,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,AM,1,1,3.5,3.125,1.6574480981967e-05,1.04897804363077e-05
16115,0,82-1882,2018,1169,1149,19,14,10,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,MD,1,1,3.76923076923077,4.375,1.78494410575029e-05,1.46856926108308e-05
16115,0,82-1882,2018,1169,1149,19,14,10,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,PM,1,1,3.23076923076923,1.875,1.5299520906431e-05,6.29386826178464e-06
16115,0,82-1882,2018,1169,1149,19,14,10,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,EV,1,1,2.15384615384615,0.625,1.01996806042874e-05,2.09795608726155e-06
16115,0,82-1882,2018,1169,1149,19,14,10,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99,NT,1,1,1.34615384615385,0,6.3748003776796e-06,0
16204,0,82-6272,2019,1418,1347,71,60,10,5,Major Collector,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,AM,1,1,16.1344537815126,1.875,7.6405770673173e-05,6.29386826178464e-06
16204,0,82-6272,2019,1418,1347,71,60,10,5,Major Collector,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,MD,1,1,21.6806722689076,1.875,0.000102670254342076,6.29386826178464e-06
16204,0,82-6272,2019,1418,1347,71,60,10,5,Major Collector,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,PM,1,1,12.6050420168067,3.75,5.96920083384164e-05,1.25877365235693e-05
16204,0,82-6272,2019,1418,1347,71,60,10,5,Major Collector,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,EV,1,1,6.05042016806723,2.5,2.86521640024399e-05,8.39182434904618e-06
16204,0,82-6272,2019,1418,1347,71,60,10,5,Major Collector,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99,NT,1,1,3.52941176470588,0,1.67137623347566e-05,0
16258,1,82-5850,2019,6397,6119,278,94,155,4,Minor Arterial,3,Urban,Other Road,2,Other Wayne,100-199,0-99,200-499,AM,1,1,15.8342245989305,34.3322475570033,7.49840155654762e-05,0.000115244076402537
16258,1,82-5850,2019,6397,6119,278,94,155,4,Minor Arterial,3,Urban,Other Road,2,Other Wayne,100-199,0-99,200-499,MD,1,1,35.9411764705882,66.3925081433225,0.000170201813108938,0.000222861706572552
16258,1,82-5850,2019,6397,6119,278,94,155,4,Minor Arterial,3,Urban,Other Road,2,Other Wayne,100-199,0-99,200-499,PM,1,1,32.1711229946524,34.0798045602606,0.000152348476069539,0.000114396693487812
16258,1,82-5850,2019,6397,6119,278,94,155,4,Minor Arterial,3,Urban,Other Road,2,Other Wayne,100-199,0-99,200-499,EV,1,1,5.27807486631016,4.54397394136808,2.49946718551587e-05,1.52528924650416e-05
16258,1,82-5850,2019,6397,6119,278,94,155,4,Minor Arterial,3,Urban,Other Road,2,Other Wayne,100-199,0-99,200-499,NT,1,1,4.77540106951872,15.6514657980456,2.26142269165722e-05,5.25377407129211e-05
16261,0,82-6261,2018,1041,977,63,40,5,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99,AM,1,1,5.8974358974359,1.11111111111111,2.79276968926916e-05,3.72969971068719e-06
16261,0,82-6261,2018,1041,977,63,40,5,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99,MD,1,1,15.8974358974359,1.66666666666667,7.52833568411686e-05,5.59454956603079e-06
16261,0,82-6261,2018,1041,977,63,40,5,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99,PM,1,1,7.17948717948718,0.555555555555556,3.39989353476245e-05,1.8648498553436e-06
16261,0,82-6261,2018,1041,977,63,40,5,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99,EV,1,1,6.15384615384615,0.555555555555556,2.91419445836782e-05,1.8648498553436e-06
16261,0,82-6261,2018,1041,977,63,40,5,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99,NT,1,1,4.87179487179487,1.11111111111111,2.30707061287452e-05,3.72969971068719e-06
16273,1,82-1430,2019,9521.5,8924,597,205,365,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,200-499,500-999,AM,1,1,43.25,67.1580027359781,0.000204813229277163,0.000225431265037237
16273,1,82-1430,2019,9521.5,8924,597,205,365,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,200-499,500-999,MD,1,1,90.25,142.80437756498,0.000427384831035005,0.000479355701120072
16273,1,82-1430,2019,9521.5,8924,597,205,365,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,200-499,500-999,PM,1,1,43.5,73.6491108071136,0.000205997120775875,0.000247220160542694
