LINKSERIAL,USECOUNT,LOCAL_ID,AADT_YEAR,AADT,AADT_CAR,AADT_TRUCK,AADT_SUT,AADT_MUT,FCLASS,FCLASS_LABEL,AREATYPE,AREATYPE_LABEL,FCLASS_GROUP,COUNTY,CountyName,VOLUME_GROUP_MUT,VOLUME_GROUP_SUT,VOLUME_GROUP_TRUCK,TOD,NumCountsParent,NumCounts,SUT,MUT,PctSUT,PctMUT
2436,1,63-5986,2019,12468,12191,277,176,99,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,200-499,EV,1,1,6.28571428571429,7.18134715025907,2.9766414824757e-05,2.4105841549799e-05
2436,1,63-5986,2019,12468,12191,277,176,99,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,200-499,NT,1,1,7.79428571428571,7.18134715025907,3.69103543826987e-05,2.4105841549799e-05
2442,0,63-5496,2019,4706,4617,89,58,31,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,AM,1,1,10.7787610619469,3.81147540983607,5.10435343515443e-05,1.27940928600212e-05
2442,0,63-5496,2019,4706,4617,89,58,31,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,MD,1,1,28.7433628318584,14.7377049180328,0.000136116091604118,4.94704923920821e-05
2442,0,63-5496,2019,4706,4617,89,58,31,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,PM,1,1,14.6283185840708,8.38524590163934,6.92733680485244e-05,2.81470042920467e-05
2442,0,63-5496,2019,4706,4617,89,58,31,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,EV,1,1,1.28318584070796,2.79508196721311,6.0766112323267e-06,9.38233476401557e-06
2442,0,63-5496,2019,4706,4617,89,58,31,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,NT,1,1,2.56637168141593,1.27049180327869,1.21532224646534e-05,4.26469762000708e-06
2447,0,63-5268,2018,1161,1138,22,19,7,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,AM,1,1,2.90277777777778,0.583333333333333,1.3746295735044e-05,1.95809234811078e-06
2447,0,63-5268,2018,1161,1138,22,19,7,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,MD,1,1,7.91666666666667,1.75,3.7489897459211e-05,5.87427704433233e-06
2447,0,63-5268,2018,1161,1138,22,19,7,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,PM,1,1,5.01388888888889,2.91666666666667,2.3743601724167e-05,9.79046174055388e-06
2447,0,63-5268,2018,1161,1138,22,19,7,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,EV,1,1,1.31944444444444,1.16666666666667,6.24831624320183e-06,3.91618469622155e-06
2447,0,63-5268,2018,1161,1138,22,19,7,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,NT,1,1,1.84722222222222,0.583333333333333,8.74764274048257e-06,1.95809234811078e-06
2467,0,63-6026,2019,589,579,10,8,2,5,Major Collector,2,Urban Fringe,Other Road,3,Oakland,0-99,0-99,0-99,AM,1,1,1.14285714285714,0,5.41207542268309e-06,0
2467,0,63-6026,2019,589,579,10,8,2,5,Major Collector,2,Urban Fringe,Other Road,3,Oakland,0-99,0-99,0-99,MD,1,1,5.42857142857143,2,2.57073582577447e-05,6.71345947923695e-06
2467,0,63-6026,2019,589,579,10,8,2,5,Major Collector,2,Urban Fringe,Other Road,3,Oakland,0-99,0-99,0-99,PM,1,1,1.42857142857143,0,6.76509427835386e-06,0
2467,0,63-6026,2019,589,579,10,8,2,5,Major Collector,2,Urban Fringe,Other Road,3,Oakland,0-99,0-99,0-99,EV,1,1,0,0,0,0
2467,0,63-6026,2019,589,579,10,8,2,5,Major Collector,2,Urban Fringe,Other Road,3,Oakland,0-99,0-99,0-99,NT,1,1,0,0,0,0
2478,0,63-5599,2018,2648,2606,42,18,27,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,AM,1,1,1.43478260869565,4.33018867924528,6.79450773173801e-06,1.45352731177819e-05
2478,0,63-5599,2018,2648,2606,42,18,27,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,MD,1,1,12,13.627358490566,5.68267919381725e-05,4.57433595177253e-05
2478,0,63-5599,2018,2648,2606,42,18,27,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,PM,1,1,3.52173913043478,6.36792452830189,1.66774280688115e-05,2.13754016437969e-05
2478,0,63-5599,2018,2648,2606,42,18,27,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,EV,1,1,0.130434782608696,1.91037735849057,6.17682521067092e-07,6.41262049313907e-06
2478,0,63-5599,2018,2648,2606,42,18,27,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,NT,1,1,0.91304347826087,0.764150943396226,4.32377764746964e-06,2.56504819725563e-06
2495,1,63-5976,2019,19606,18945,661,331,252,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,AM,1,1,64,55,0.000303076223670253,0.000184620135679016
2495,1,63-5976,2019,19606,18945,661,331,252,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,MD,1,1,134.5,99.5,0.000636933626307016,0.000333994609092038
2495,1,63-5976,2019,19606,18945,661,331,252,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,PM,1,1,93.5,48,0.00044277542051826,0.000161123027501687
2495,1,63-5976,2019,19606,18945,661,331,252,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,EV,1,1,22,12.5,0.00010418245188665,4.19591217452309e-05
2495,1,63-5976,2019,19606,18945,661,331,252,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,NT,1,1,17,37,8.0504621912411e-05,0.000124199000365884
2516,0,63-5027,2019,21586,21260,326,223,47,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499,AM,1,1,42,7,0.000198893771783604,2.34971081773293e-05
2516,0,63-5027,2019,21586,21260,326,223,47,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499,MD,1,1,109.5,25,0.000518544476435824,8.39182434904619e-05
2516,0,63-5027,2019,21586,21260,326,223,47,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499,PM,1,1,56.5,8.5,0.000267559478708895,2.8532202786757e-05
2516,0,63-5027,2019,21586,21260,326,223,47,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499,EV,1,1,10,3.5,4.7355659948477e-05,1.17485540886647e-05
2516,0,63-5027,2019,21586,21260,326,223,47,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499,NT,1,1,5,3,2.36778299742385e-05,1.00701892188554e-05
2524,1,63-5005,2018,13691,13290,400,287,104,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499,AM,1,1,68.4886363636364,15.6256157635468,0.000324332457397126,5.24509691333488e-05
2524,1,63-5005,2018,13691,13290,400,287,104,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499,MD,1,1,115.402097902098,38.423645320197,0.00054649425055926,0.000128977792950858
2524,1,63-5005,2018,13691,13290,400,287,104,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499,PM,1,1,71.4991258741259,39.192118226601,0.000338588829150846,0.000131557348809875
2524,1,63-5005,2018,13691,13290,400,287,104,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499,EV,1,1,10.2858391608392,6.40394088669951,4.87092701585428e-05,2.14962988251429e-05
2524,1,63-5005,2018,13691,13290,400,287,104,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499,NT,1,1,21.3243006993007,4.35467980295567,0.000100982633255516,1.46174832010972e-05
2550,1,63-5149,2018,27730,26752,978,524,362,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,500-999,500-999,AM,1,1,80.3680981595092,54,0.000380588432714754,0.000181263405939398
2550,1,63-5149,2018,27730,26752,978,524,362,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,500-999,500-999,MD,1,1,241.104294478528,158.5,0.00114176529814426,0.000532041663729528
2550,1,63-5149,2018,27730,26752,978,524,362,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,500-999,500-999,PM,1,1,105.550102249489,55,0.000499839474965377,0.000184620135679016
2550,1,63-5149,2018,27730,26752,978,524,362,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,500-999,500-999,EV,1,1,44.4703476482618,40.5,0.000210592266102164,0.000135947554454548
2550,1,63-5149,2018,27730,26752,978,524,362,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,500-999,500-999,NT,1,1,52.5071574642127,54,0.000248651109373639,0.000181263405939398
2565,0,63-5030,2018,22240,21873,367,155,34,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199,AM,1,1,43.5013623978202,8,0.000206003572500664,2.68538379169478e-05
2565,0,63-5030,2018,22240,21873,367,155,34,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199,MD,1,1,53.6376021798365,15.5,0.000254004404928003,5.20293109640864e-05
2565,0,63-5030,2018,22240,21873,367,155,34,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199,PM,1,1,42.0231607629428,5.5,0.00019900345110501,1.84620135679016e-05
2565,0,63-5030,2018,22240,21873,367,155,34,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199,EV,1,1,6.54632152588556,0,3.10005376093232e-05,0
2565,0,63-5030,2018,22240,21873,367,155,34,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199,NT,1,1,9.29155313351499,5,4.40007630583942e-05,1.67836486980924e-05
2573,1,63-5959,2017,12465,11957,507,236,269,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,AM,1,1,57.75,40.9785046728972,0.000273478936202455,0.000137553765320609
2573,1,63-5959,2017,12465,11957,507,236,269,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,MD,1,1,78,66.8728971962617,0.000369374147598121,0.00022447424279314
2573,1,63-5959,2017,12465,11957,507,236,269,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,PM,1,1,48.5,68.1299065420561,0.000229674950750114,0.000228693683447147
2573,1,63-5959,2017,12465,11957,507,236,269,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,EV,1,1,28.5,42.4869158878505,0.00013496363085316,0.000142617094105416
2573,1,63-5959,2017,12465,11957,507,236,269,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,NT,1,1,23.25,50.5317757009346,0.000110101909380209,0.000169621514291057
2578,0,63-5262,2019,7160,6874,286,179,78,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499,AM,1,1,28.521978021978,7.22222222222222,0.000135067709226673,2.42430481194668e-05
2578,0,63-5262,2019,7160,6874,286,179,78,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499,MD,1,1,71.7967032967033,34.6666666666667,0.000339998026674038,0.00011636663097344
2578,0,63-5262,2019,7160,6874,286,179,78,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499,PM,1,1,53.1098901098901,27.4444444444444,0.000251505389594494,9.21235828539737e-05
2578,0,63-5262,2019,7160,6874,286,179,78,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499,EV,1,1,8.85164835164835,5.77777777777778,4.19175649324157e-05,1.93944384955734e-05
2578,0,63-5262,2019,7160,6874,286,179,78,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499,NT,1,1,16.7197802197802,2.88888888888889,7.91776226501185e-05,9.6972192477867e-06
2598,0,63-5151,2019,18255,18005,250,171,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,200-499,AM,1,1,27.5,9,0.000130228064858312,3.02105676565663e-05
2598,0,63-5151,2019,18255,18005,250,171,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,200-499,MD,1,1,87.5,17,0.000414362024549174,5.70644055735141e-05
2598,0,63-5151,2019,18255,18005,250,171,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,200-499,PM,1,1,41,7,0.000194158205788756,2.34971081773293e-05
2598,0,63-5151,2019,18255,18005,250,171,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,200-499,EV,1,1,9.5,3,4.49878769510532e-05,1.00701892188554e-05
2598,0,63-5151,2019,18255,18005,250,171,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,200-499,NT,1,1,5.5,1,2.60456129716624e-05,3.35672973961847e-06
2600,0,63-5789,2018,2322,2259,62,42,17,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,AM,1,1,8.75,5.15151515151515,4.14362024549174e-05,1.72922441131861e-05
2600,0,63-5789,2018,2322,2259,62,42,17,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,MD,1,1,22.25,7.72727272727273,0.000105366343385361,2.59383661697791e-05
2600,0,63-5789,2018,2322,2259,62,42,17,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,PM,1,1,8.75,4.12121212121212,4.14362024549174e-05,1.38337952905489e-05
2600,0,63-5789,2018,2322,2259,62,42,17,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,EV,1,1,0.5,0,2.36778299742385e-06,0
2600,0,63-5789,2018,2322,2259,62,42,17,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,NT,1,1,1.75,0,8.28724049098348e-06,0
2629,0,63-5025,2018,22339,21985,354,152,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199,AM,1,1,32.8474576271186,10,0.000155551303356184,3.35672973961847e-05
2629,0,63-5025,2018,22339,21985,354,152,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199,MD,1,1,63.3333333333333,12.5,0.000299919179673688,4.19591217452309e-05
2629,0,63-5025,2018,22339,21985,354,152,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199,PM,1,1,39.5028248587571,7.5,0.000187068234101555,2.51754730471386e-05
2629,0,63-5025,2018,22339,21985,354,152,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199,EV,1,1,6.22598870056497,0,2.94835803747015e-05,0
2629,0,63-5025,2018,22339,21985,354,152,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199,NT,1,1,10.090395480226,7,4.77837337107232e-05,2.34971081773293e-05
2634,0,63-5333,2019,4155,4105,50,47,3,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,AM,1,1,16,1.5,7.57690559175633e-05,5.03509460942771e-06
2634,0,63-5333,2019,4155,4105,50,47,3,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,MD,1,1,15.75,1.5,7.45851644188513e-05,5.03509460942771e-06
2634,0,63-5333,2019,4155,4105,50,47,3,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,PM,1,1,13,0,6.15623579330201e-05,0
2634,0,63-5333,2019,4155,4105,50,47,3,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,EV,1,1,0.25,0,1.18389149871193e-06,0
2634,0,63-5333,2019,4155,4105,50,47,3,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,NT,1,1,2,0,9.47113198969541e-06,0
2649,1,63-8209,2019,58803,55674,3129,718,2346,1,Interstate Freeway,4,Suburban,Interstate,3,Oakland,2000+,500-999,2000+,AM,1,1,124.174911543805,332.535178500214,0.000588038488520064,0.00111623072314101
2649,1,63-8209,2019,58803,55674,3129,718,2346,1,Interstate Freeway,4,Suburban,Interstate,3,Oakland,2000+,500-999,2000+,MD,1,1,310.405326629488,969.402779144984,0.0014699449094062,0.00325402313842477
2649,1,63-8209,2019,58803,55674,3129,718,2346,1,Interstate Freeway,4,Suburban,Interstate,3,Oakland,2000+,500-999,2000+,PM,1,1,152.176502054608,381.339322035754,0.000720641868344675,0.00128005304316336
2649,1,63-8209,2019,58803,55674,3129,718,2346,1,Interstate Freeway,4,Suburban,Interstate,3,Oakland,2000+,500-999,2000+,EV,1,1,44.952805756365,183.72947350908,0.000212876978312836,0.000616730187772373
2649,1,63-8209,2019,58803,55674,3129,718,2346,1,Interstate Freeway,4,Suburban,Interstate,3,Oakland,2000+,500-999,2000+,NT,1,1,86.2904540157335,478.993246809969,0.000408634139716877,0.00160785087664343
2681,1,63-4856,2019,22686,21822,864,432,400,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,AM,1,1,93.5614973262032,78.150289017341,0.000443066645165002,0.000262329399304288
2681,1,63-4856,2019,22686,21822,864,432,400,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,MD,1,1,197.980748663102,169.71098265896,0.000937550901003474,0.000569673902631205
2681,1,63-4856,2019,22686,21822,864,432,400,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,PM,1,1,90.096256684492,71.21387283237,0.00042665676941815,0.000239045724809824
2681,1,63-4856,2019,22686,21822,864,432,400,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,EV,1,1,15.9401069518717,24.5086705202312,7.54854284355189e-05,8.22689832137707e-05
2681,1,63-4856,2019,22686,21822,864,432,400,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,NT,1,1,34.4213903743316,56.4161849710983,0.000163004765752063,0.000189373885888302
2719,1,63-4859,2019,12444,11882,562,298,188,3,Principal Arterial,2,Urban Fringe,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499,AM,1,1,34.2422360248447,14.8177339901478,0.000162156368506804,4.97391283584846e-05
2719,1,63-4859,2019,12444,11882,562,298,188,3,Principal Arterial,2,Urban Fringe,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499,MD,1,1,141.133540372671,70.8472906403941,0.000668347194521286,0.000237815207464004
2719,1,63-4859,2019,12444,11882,562,298,188,3,Principal Arterial,2,Urban Fringe,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499,PM,1,1,67.0962732919255,43.5270935960591,0.000317738830182251,0.000146108689553048
2719,1,63-4859,2019,12444,11882,562,298,188,3,Principal Arterial,2,Urban Fringe,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499,EV,1,1,27.7639751552795,22.6896551724138,0.000131478136627138,7.61630402989295e-05
2719,1,63-4859,2019,12444,11882,562,298,188,3,Principal Arterial,2,Urban Fringe,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499,NT,1,1,27.7639751552795,36.1182266009852,0.000131478136627138,0.000121239125373806
2720,0,63-5987,2019,3613,3571,42,37,4,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,AM,1,1,4.625,0.666666666666667,2.19019927261706e-05,2.23781982641232e-06
2720,0,63-5987,2019,3613,3571,42,37,4,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,MD,1,1,16.4444444444444,1.33333333333333,7.78737519152734e-05,4.47563965282463e-06
2720,0,63-5987,2019,3613,3571,42,37,4,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,PM,1,1,12.5902777777778,2,5.96220913101312e-05,6.71345947923695e-06
2720,0,63-5987,2019,3613,3571,42,37,4,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,EV,1,1,0.256944444444444,0,1.21677737367615e-06,0
2720,0,63-5987,2019,3613,3571,42,37,4,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99,NT,1,1,3.08333333333333,0,1.46013284841138e-05,0
2746,0,63-5237,2018,663,656,6,6,2,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,AM,1,1,0.5,0,2.36778299742385e-06,0
2746,0,63-5237,2018,663,656,6,6,2,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,MD,1,1,5,1,2.36778299742385e-05,3.35672973961847e-06
2746,0,63-5237,2018,663,656,6,6,2,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,PM,1,1,0.5,1,2.36778299742385e-06,3.35672973961847e-06
2746,0,63-5237,2018,663,656,6,6,2,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,EV,1,1,0,0,0,0
2746,0,63-5237,2018,663,656,6,6,2,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99,NT,1,1,0,0,0,0
2784,1,63-4631,2019,20336,19528,808,480,199,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999,AM,1,1,68.4393063583815,30.0813953488372,0.000324098851901716,0.000100975114376663
2784,1,63-4631,2019,20336,19528,808,480,199,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999,MD,1,1,220.578034682081,91.6325581395349,0.0010445618402508,0.000307585733024296
2784,1,63-4631,2019,20336,19528,808,480,199,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999,PM,1,1,98.0346820809249,29.1558139534884,0.000464249706778133,9.78681877804577e-05
2784,1,63-4631,2019,20336,19528,808,480,199,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999,EV,1,1,43.9306358381503,14.346511627907,0.000208036425207182,4.81573622411776e-05
2784,1,63-4631,2019,20336,19528,808,480,199,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999,NT,1,1,49.0173410404624,33.7837209302326,0.000232124853389067,0.000113402820761483
2789,1,63-5536,2018,9326,9086,239,142,98,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499,AM,1,1,30,20.1614583333333,0.000142066979845431,6.76765667815787e-05
2789,1,63-5536,2018,9326,9086,239,142,98,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499,MD,1,1,54.75,44.1510416666667,0.000259272238217912,0.000148203114597634
2789,1,63-5536,2018,9326,9086,239,142,98,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499,PM,1,1,39.25,18.375,0.000185870965297772,6.16799089654895e-05
2789,1,63-5536,2018,9326,9086,239,142,98,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499,EV,1,1,10.5,9.44270833333333,4.97234429459009e-05,3.16966198850432e-05
2789,1,63-5536,2018,9326,9086,239,142,98,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499,NT,1,1,7.5,5.86979166666667,3.55167449613578e-05,1.97033042528647e-05
2808,1,63-5984,2019,27859,27174,685,392,183,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999,AM,1,1,61.5,44.5,0.000291237308683134,0.000149374473413022
2808,1,63-5984,2019,27859,27174,685,392,183,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999,MD,1,1,183,51,0.00086660857705713,0.000171193216720542
2808,1,63-5984,2019,27859,27174,685,392,183,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999,PM,1,1,78.5,41.5,0.000371741930595545,0.000139304284194167
2808,1,63-5984,2019,27859,27174,685,392,183,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999,EV,1,1,31.5,17.5,0.000149170328837703,5.87427704433233e-05
2808,1,63-5984,2019,27859,27174,685,392,183,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999,NT,1,1,37.5,28.5,0.000177583724806789,9.56667975791265e-05
2842,1,63-5412,2018,15307,14861,446,304,96,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499,AM,1,1,50.3771428571429,14,0.000238564284631871,4.69942163546586e-05
2842,1,63-5412,2018,15307,14861,446,304,96,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499,MD,1,1,152,44.5,0.000719806031216851,0.000149374473413022
2842,1,63-5412,2018,15307,14861,446,304,96,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499,PM,1,1,79.4742857142857,24,0.000376355724893382,8.05615137508434e-05
2842,1,63-5412,2018,15307,14861,446,304,96,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499,EV,1,1,9.98857142857143,3.5,4.73015391942502e-05,1.17485540886647e-05
2842,1,63-5412,2018,15307,14861,446,304,96,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499,NT,1,1,12.16,10,5.75844824973481e-05,3.35672973961847e-05
2856,1,63-5952,2017,8776,8145,630,226,400,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,AM,1,1,48.9666666666667,57.7889447236181,0.000231884881547709,0.000193981869374937
2856,1,63-5952,2017,8776,8145,630,226,400,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,MD,1,1,75.5844444444445,109.045226130653,0.000357935124850567,0.000366035353516185
2856,1,63-5952,2017,8776,8145,630,226,400,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,PM,1,1,41.9355555555556,102.010050251256,0.000198588590863936,0.000342420169418367
2856,1,63-5952,2017,8776,8145,630,226,400,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,EV,1,1,31.1377777777778,71.8592964824121,0.000147455001599569,0.000241212237570574
2856,1,63-5952,2017,8776,8145,630,226,400,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999,NT,1,1,28.3755555555556,59.2964824120603,0.000134374315973801,0.000199042265967327
2870,1,63-6116,2019,5032,4879,153,88,64,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199,AM,1,1,13.0742857142857,11.6129032258065,6.19141428354946e-05,3.89813776213758e-05
2870,1,63-6116,2019,5032,4879,153,88,64,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199,MD,1,1,44.5028571428571,37.6774193548387,0.00021074621695928,0.000126472914060464
