GEO_ID,TractID,CensusTract,County,State,Census_HH,Census_A0,Census_A1,Census_A2,Census_A3,Census_A4
1400000US26055550600,26055550600,Census Tract 5506, Grand Traverse County, Michigan,3547,142,1013,1482,660,250
1400000US26055550700,26055550700,Census Tract 5507, Grand Traverse County, Michigan,3740,215,1409,1557,412,147
1400000US26055550800,26055550800,Census Tract 5508, Grand Traverse County, Michigan,2428,81,531,1348,330,138
1400000US26055550900,26055550900,Census Tract 5509, Grand Traverse County, Michigan,2249,0,627,957,559,106
1400000US26055551000,26055551000,Census Tract 5510, Grand Traverse County, Michigan,1890,83,668,874,237,28
1400000US26055551100,26055551100,Census Tract 5511, Grand Traverse County, Michigan,1453,10,508,650,230,55
1400000US26055551200,26055551200,Census Tract 5512, Grand Traverse County, Michigan,1515,189,652,575,94,5
1400000US26055551300,26055551300,Census Tract 5513, Grand Traverse County, Michigan,3563,530,1657,1140,215,21
1400000US26055551400,26055551400,Census Tract 5514, Grand Traverse County, Michigan,2081,156,885,756,175,109
1400000US26055551500,26055551500,Census Tract 5515, Grand Traverse County, Michigan,1315,94,437,618,161,5
1400000US26055990000,26055990000,Census Tract 9900, Grand Traverse County, Michigan,0,0,0,0,0,0
1400000US26057000100,26057000100,Census Tract 1, Gratiot County, Michigan,1518,66,418,591,299,144
1400000US26057000200,26057000200,Census Tract 2, Gratiot County, Michigan,1976,76,422,891,409,178
1400000US26057000300,26057000300,Census Tract 3, Gratiot County, Michigan,1639,204,536,681,144,74
1400000US26057000400,26057000400,Census Tract 4, Gratiot County, Michigan,0,0,0,0,0,0
1400000US26057000500,26057000500,Census Tract 5, Gratiot County, Michigan,2061,340,951,570,181,19
1400000US26057000600,26057000600,Census Tract 6, Gratiot County, Michigan,1644,49,660,682,206,47
1400000US26057000700,26057000700,Census Tract 7, Gratiot County, Michigan,1387,45,388,639,231,84
1400000US26057000800,26057000800,Census Tract 8, Gratiot County, Michigan,1643,39,398,706,331,169
1400000US26057000900,26057000900,Census Tract 9, Gratiot County, Michigan,1352,41,362,527,256,166
1400000US26057001000,26057001000,Census Tract 10, Gratiot County, Michigan,1516,94,532,626,121,143
1400000US26059050100,26059050100,Census Tract 501, Hillsdale County, Michigan,1974,73,473,989,273,166
1400000US26059050200,26059050200,Census Tract 502, Hillsdale County, Michigan,1196,90,282,490,225,109
1400000US26059050300,26059050300,Census Tract 503, Hillsdale County, Michigan,953,62,372,344,146,29
1400000US26059050400,26059050400,Census Tract 504, Hillsdale County, Michigan,1759,115,571,718,206,149
1400000US26059050500,26059050500,Census Tract 505, Hillsdale County, Michigan,1699,123,638,586,224,128
1400000US26059050600,26059050600,Census Tract 506, Hillsdale County, Michigan,1468,45,489,586,249,99
1400000US26059050700,26059050700,Census Tract 507, Hillsdale County, Michigan,1752,466,723,366,110,87
1400000US26059050800,26059050800,Census Tract 508, Hillsdale County, Michigan,798,51,272,394,69,12
1400000US26059050900,26059050900,Census Tract 509, Hillsdale County, Michigan,2020,131,601,897,225,166
1400000US26059051000,26059051000,Census Tract 510, Hillsdale County, Michigan,1694,21,570,710,277,116
1400000US26059051100,26059051100,Census Tract 511, Hillsdale County, Michigan,1434,77,436,578,228,115
1400000US26059051200,26059051200,Census Tract 512, Hillsdale County, Michigan,1149,96,354,389,212,98
1400000US26061000100,26061000100,Census Tract 1, Houghton County, Michigan,976,25,194,476,179,102
1400000US26061000200,26061000200,Census Tract 2, Houghton County, Michigan,1167,72,467,415,141,72
1400000US26061000300,26061000300,Census Tract 3, Houghton County, Michigan,997,226,407,314,39,11
1400000US26061000400,26061000400,Census Tract 4, Houghton County, Michigan,1243,56,426,548,181,32
1400000US26061000500,26061000500,Census Tract 5, Houghton County, Michigan,1255,34,443,484,186,108
1400000US26061000600,26061000600,Census Tract 6, Houghton County, Michigan,1537,200,687,537,49,64
1400000US26061000700,26061000700,Census Tract 7, Houghton County, Michigan,1080,35,285,491,202,67
1400000US26061000800,26061000800,Census Tract 8, Houghton County, Michigan,1829,325,698,533,149,124
1400000US26061000900,26061000900,Census Tract 9, Houghton County, Michigan,1985,161,650,738,311,125
1400000US26061001000,26061001000,Census Tract 10, Houghton County, Michigan,1088,32,299,498,202,57
1400000US26061990000,26061990000,Census Tract 9900, Houghton County, Michigan,0,0,0,0,0,0
1400000US26061990100,26061990100,Census Tract 9901, Houghton County, Michigan,0,0,0,0,0,0
1400000US26063950100,26063950100,Census Tract 9501, Huron County, Michigan,686,41,278,261,76,30
1400000US26063950200,26063950200,Census Tract 9502, Huron County, Michigan,943,13,313,396,148,73
1400000US26063950300,26063950300,Census Tract 9503, Huron County, Michigan,991,29,272,473,153,64
1400000US26063950400,26063950400,Census Tract 9504, Huron County, Michigan,441,24,169,187,41,20
1400000US26063950500,26063950500,Census Tract 9505, Huron County, Michigan,1113,33,440,487,106,47
1400000US26063950600,26063950600,Census Tract 9506, Huron County, Michigan,1108,49,361,424,205,69
1400000US26063950700,26063950700,Census Tract 9507, Huron County, Michigan,1544,121,569,587,196,71
1400000US26063950800,26063950800,Census Tract 9508, Huron County, Michigan,1428,60,392,565,239,172
1400000US26063950900,26063950900,Census Tract 9509, Huron County, Michigan,1480,73,378,614,284,131
1400000US26063951000,26063951000,Census Tract 9510, Huron County, Michigan,1624,184,619,577,160,84
1400000US26063951100,26063951100,Census Tract 9511, Huron County, Michigan,834,28,253,332,160,61
1400000US26063951200,26063951200,Census Tract 9512, Huron County, Michigan,1688,147,595,672,172,102
1400000US26063990000,26063990000,Census Tract 9900, Huron County, Michigan,0,0,0,0,0,0
1400000US26065000100,26065000100,Census Tract 1, Ingham County, Michigan,798,54,337,281,114,12
1400000US26065000400,26065000400,Census Tract 4, Ingham County, Michigan,1108,43,536,401,109,19
1400000US26065000600,26065000600,Census Tract 6, Ingham County, Michigan,844,163,418,214,44,5
1400000US26065000700,26065000700,Census Tract 7, Ingham County, Michigan,875,257,379,138,101,0
1400000US26065000800,26065000800,Census Tract 8, Ingham County, Michigan,1153,205,565,290,74,19
1400000US26065001000,26065001000,Census Tract 10, Ingham County, Michigan,977,50,518,270,76,63
1400000US26065001200,26065001200,Census Tract 12, Ingham County, Michigan,880,111,363,314,68,24
1400000US26065001703,26065001703,Census Tract 17.03, Ingham County, Michigan,2004,259,818,657,186,84
1400000US26065002000,26065002000,Census Tract 20, Ingham County, Michigan,1296,270,642,293,88,3
1400000US26065002101,26065002101,Census Tract 21.01, Ingham County, Michigan,762,132,368,224,27,11
1400000US26065002200,26065002200,Census Tract 22, Ingham County, Michigan,724,35,312,300,64,13
1400000US26065002300,26065002300,Census Tract 23, Ingham County, Michigan,1434,117,618,549,122,28
1400000US26065002600,26065002600,Census Tract 26, Ingham County, Michigan,934,144,375,378,29,8
1400000US26065002700,26065002700,Census Tract 27, Ingham County, Michigan,1321,59,555,514,139,54
1400000US26065002800,26065002800,Census Tract 28, Ingham County, Michigan,1219,87,518,485,120,9
1400000US26065002901,26065002901,Census Tract 29.01, Ingham County, Michigan,1387,77,665,464,132,49
1400000US26065002902,26065002902,Census Tract 29.02, Ingham County, Michigan,2059,132,1006,780,107,34
1400000US26065003103,26065003103,Census Tract 31.03, Ingham County, Michigan,2883,125,1347,1181,176,54
1400000US26065003200,26065003200,Census Tract 32, Ingham County, Michigan,822,124,314,252,70,62
1400000US26065003301,26065003301,Census Tract 33.01, Ingham County, Michigan,1285,136,661,352,84,52
1400000US26065003302,26065003302,Census Tract 33.02, Ingham County, Michigan,1000,26,362,436,124,52
1400000US26065003400,26065003400,Census Tract 34, Ingham County, Michigan,1082,117,441,388,109,27
1400000US26065003500,26065003500,Census Tract 35, Ingham County, Michigan,1351,162,605,461,57,66
1400000US26065003601,26065003601,Census Tract 36.01, Ingham County, Michigan,1264,141,500,344,218,61
1400000US26065003602,26065003602,Census Tract 36.02, Ingham County, Michigan,1311,148,553,419,172,19
1400000US26065003700,26065003700,Census Tract 37, Ingham County, Michigan,2425,586,1073,584,182,0
1400000US26065003801,26065003801,Census Tract 38.01, Ingham County, Michigan,1737,73,651,848,155,10
1400000US26065003802,26065003802,Census Tract 38.02, Ingham County, Michigan,2145,256,935,725,108,121
1400000US26065003901,26065003901,Census Tract 39.01, Ingham County, Michigan,831,108,274,327,97,25
1400000US26065003902,26065003902,Census Tract 39.02, Ingham County, Michigan,1803,311,734,483,251,24
1400000US26065004000,26065004000,Census Tract 40, Ingham County, Michigan,1701,186,688,652,100,75
1400000US26065004100,26065004100,Census Tract 41, Ingham County, Michigan,1285,116,447,291,243,188
1400000US26065004301,26065004301,Census Tract 43.01, Ingham County, Michigan,1882,62,621,647,276,276
1400000US26065004302,26065004302,Census Tract 43.02, Ingham County, Michigan,976,224,372,263,57,60
1400000US26065004402,26065004402,Census Tract 44.02, Ingham County, Michigan,897,404,429,64,0,0
1400000US26065004403,26065004403,Census Tract 44.03, Ingham County, Michigan,531,46,163,222,45,55
1400000US26065004490,26065004490,Census Tract 44.90, Ingham County, Michigan,0,0,0,0,0,0
1400000US26065004491,26065004491,Census Tract 44.91, Ingham County, Michigan,0,0,0,0,0,0
1400000US26065004492,26065004492,Census Tract 44.92, Ingham County, Michigan,0,0,0,0,0,0
1400000US26065004493,26065004493,Census Tract 44.93, Ingham County, Michigan,0,0,0,0,0,0
1400000US26065004494,26065004494,Census Tract 44.94, Ingham County, Michigan,0,0,0,0,0,0
1400000US26065004500,26065004500,Census Tract 45, Ingham County, Michigan,1729,62,761,728,162,16
1400000US26065004600,26065004600,Census Tract 46, Ingham County, Michigan,1893,135,590,848,259,61
1400000US26065004700,26065004700,Census Tract 47, Ingham County, Michigan,1367,236,513,453,155,10
1400000US26065004801,26065004801,Census Tract 48.01, Ingham County, Michigan,2153,276,940,708,207,22
1400000US26065004802,26065004802,Census Tract 48.02, Ingham County, Michigan,1333,32,376,617,210,98
1400000US26065004901,26065004901,Census Tract 49.01, Ingham County, Michigan,3004,38,1098,1514,318,36
1400000US26065004902,26065004902,Census Tract 49.02, Ingham County, Michigan,1960,17,971,700,208,64
1400000US26065005001,26065005001,Census Tract 50.01, Ingham County, Michigan,2801,55,1174,1148,311,113
1400000US26065005002,26065005002,Census Tract 50.02, Ingham County, Michigan,1349,93,143,708,344,61
1400000US26065005100,26065005100,Census Tract 51, Ingham County, Michigan,1277,144,455,513,152,13
1400000US26065005201,26065005201,Census Tract 52.01, Ingham County, Michigan,2346,274,1191,663,191,27
1400000US26065005202,26065005202,Census Tract 52.02, Ingham County, Michigan,1059,24,192,503,198,142
1400000US26065005302,26065005302,Census Tract 53.02, Ingham County, Michigan,2743,41,944,1362,335,61
1400000US26065005303,26065005303,Census Tract 53.03, Ingham County, Michigan,1991,405,1101,375,82,28
1400000US26065005304,26065005304,Census Tract 53.04, Ingham County, Michigan,1291,215,596,358,71,51
1400000US26065005401,26065005401,Census Tract 54.01, Ingham County, Michigan,1539,172,583,584,172,28
1400000US26065005402,26065005402,Census Tract 54.02, Ingham County, Michigan,1881,219,941,602,106,13
1400000US26065005501,26065005501,Census Tract 55.01, Ingham County, Michigan,2272,123,721,885,271,272
1400000US26065005502,26065005502,Census Tract 55.02, Ingham County, Michigan,2446,95,890,1083,284,94
1400000US26065005600,26065005600,Census Tract 56, Ingham County, Michigan,1106,10,226,460,302,108
1400000US26065005700,26065005700,Census Tract 57, Ingham County, Michigan,1993,27,328,941,466,231
1400000US26065005800,26065005800,Census Tract 58, Ingham County, Michigan,2274,56,751,1061,356,50
1400000US26065005900,26065005900,Census Tract 59, Ingham County, Michigan,1989,39,461,789,413,287
1400000US26065006001,26065006001,Census Tract 60.01, Ingham County, Michigan,1229,19,307,506,205,192
1400000US26065006002,26065006002,Census Tract 60.02, Ingham County, Michigan,1406,36,389,495,298,188
1400000US26065006100,26065006100,Census Tract 61, Ingham County, Michigan,1607,63,357,697,345,145
1400000US26065006200,26065006200,Census Tract 62, Ingham County, Michigan,2021,18,354,1051,320,278
1400000US26065006301,26065006301,Census Tract 63.01, Ingham County, Michigan,1673,48,622,740,165,98
1400000US26065006302,26065006302,Census Tract 63.02, Ingham County, Michigan,1747,34,664,832,181,36
1400000US26065006401,26065006401,Census Tract 64.01, Ingham County, Michigan,1463,0,200,769,331,163
1400000US26065006402,26065006402,Census Tract 64.02, Ingham County, Michigan,1084,20,160,543,241,120
1400000US26065006500,26065006500,Census Tract 65, Ingham County, Michigan,1513,166,711,493,109,34
1400000US26065006600,26065006600,Census Tract 66, Ingham County, Michigan,1459,406,794,235,20,4
1400000US26065006700,26065006700,Census Tract 67, Ingham County, Michigan,2059,447,943,531,104,34
1400000US26065006800,26065006800,Census Tract 68, Ingham County, Michigan,1212,86,579,490,45,12
1400000US26065007000,26065007000,Census Tract 70, Ingham County, Michigan,2633,148,1345,926,214,0
1400000US26065980000,26065980000,Census Tract 9800, Ingham County, Michigan,4,0,0,4,0,0
1400000US26065980100,26065980100,Census Tract 9801, Ingham County, Michigan,2,0,0,2,0,0
1400000US26065980200,26065980200,Census Tract 9802, Ingham County, Michigan,0,0,0,0,0,0
1400000US26065980300,26065980300,Census Tract 9803, Ingham County, Michigan,0,0,0,0,0,0
1400000US26067030100,26067030100,Census Tract 301, Ionia County, Michigan,2551,85,703,1048,448,267
1400000US26067030200,26067030200,Census Tract 302, Ionia County, Michigan,975,38,352,445,103,37
1400000US26067030300,26067030300,Census Tract 303, Ionia County, Michigan,1168,168,447,410,73,70
1400000US26067030400,26067030400,Census Tract 304, Ionia County, Michigan,2502,70,649,984,526,273
1400000US26067031200,26067031200,Census Tract 312, Ionia County, Michigan,1968,89,456,846,350,227
1400000US26067031300,26067031300,Census Tract 313, Ionia County, Michigan,3079,95,726,1212,659,387
1400000US26067031400,26067031400,Census Tract 314, Ionia County, Michigan,1721,71,356,774,364,156
1400000US26067031500,26067031500,Census Tract 315, Ionia County, Michigan,2000,29,524,847,402,198
1400000US26067031600,26067031600,Census Tract 316, Ionia County, Michigan,2025,313,637,703,258,114
1400000US26067031700,26067031700,Census Tract 317, Ionia County, Michigan,1582,209,547,484,241,101
1400000US26067031900,26067031900,Census Tract 319, Ionia County, Michigan,2370,80,732,792,524,242
1400000US26067032100,26067032100,Census Tract 321, Ionia County, Michigan,684,39,315,192,112,26
1400000US26067982200,26067982200,Census Tract 9822, Ionia County, Michigan,0,0,0,0,0,0
1400000US26069000100,26069000100,Census Tract 1, Iosco County, Michigan,1126,69,425,485,119,28
1400000US26069000200,26069000200,Census Tract 2, Iosco County, Michigan,1740,62,617,635,305,121
1400000US26069000300,26069000300,Census Tract 3, Iosco County, Michigan,1210,59,462,542,118,29
1400000US26069000400,26069000400,Census Tract 4, Iosco County, Michigan,1505,124,604,576,145,56
1400000US26069000500,26069000500,Census Tract 5, Iosco County, Michigan,1649,147,704,657,96,45
1400000US26069000600,26069000600,Census Tract 6, Iosco County, Michigan,1217,38,433,491,172,83
1400000US26069000700,26069000700,Census Tract 7, Iosco County, Michigan,1238,92,390,535,148,73
1400000US26069000800,26069000800,Census Tract 8, Iosco County, Michigan,811,32,309,362,79,29
1400000US26069000900,26069000900,Census Tract 9, Iosco County, Michigan,961,77,370,364,121,29
1400000US26069990000,26069990000,Census Tract 9900, Iosco County, Michigan,0,0,0,0,0,0
1400000US26071000100,26071000100,Census Tract 1, Iron County, Michigan,1063,54,319,433,188,69
1400000US26071000200,26071000200,Census Tract 2, Iron County, Michigan,704,24,237,308,88,47
1400000US26071000300,26071000300,Census Tract 3, Iron County, Michigan,1397,97,632,499,142,27
1400000US26071000400,26071000400,Census Tract 4, Iron County, Michigan,1131,122,533,374,87,15
1400000US26071000500,26071000500,Census Tract 5, Iron County, Michigan,1020,70,363,404,141,42
1400000US26073000100,26073000100,Census Tract 1, Isabella County, Michigan,1326,48,336,579,260,103
1400000US26073000200,26073000200,Census Tract 2, Isabella County, Michigan,1861,49,481,948,269,114
1400000US26073000300,26073000300,Census Tract 3, Isabella County, Michigan,1753,120,414,733,348,138
1400000US26073000400,26073000400,Census Tract 4, Isabella County, Michigan,1511,90,416,681,203,121
1400000US26073000500,26073000500,Census Tract 5, Isabella County, Michigan,939,58,301,301,138,141
1400000US26073000600,26073000600,Census Tract 6, Isabella County, Michigan,1955,297,850,605,130,73
1400000US26073000700,26073000700,Census Tract 7, Isabella County, Michigan,2087,176,807,622,149,333
1400000US26073000800,26073000800,Census Tract 8, Isabella County, Michigan,1105,93,373,346,142,151
1400000US26073000900,26073000900,Census Tract 9, Isabella County, Michigan,1650,68,567,693,241,81
1400000US26073940100,26073940100,Census Tract 9401, Isabella County, Michigan,1680,53,530,667,312,118
1400000US26073940200,26073940200,Census Tract 9402, Isabella County, Michigan,2110,104,614,884,334,174
1400000US26073940300,26073940300,Census Tract 9403, Isabella County, Michigan,2298,95,1105,819,209,70
1400000US26073940400,26073940400,Census Tract 9404, Isabella County, Michigan,1592,183,653,607,128,21
1400000US26073940500,26073940500,Census Tract 9405, Isabella County, Michigan,1134,192,479,359,85,19
1400000US26073940600,26073940600,Census Tract 9406, Isabella County, Michigan,1897,31,449,940,377,100
1400000US26075000100,26075000100,Census Tract 1, Jackson County, Michigan,1119,94,622,281,85,37
1400000US26075000200,26075000200,Census Tract 2, Jackson County, Michigan,1095,300,474,265,38,18
1400000US26075000400,26075000400,Census Tract 4, Jackson County, Michigan,1434,94,640,481,155,64
1400000US26075000500,26075000500,Census Tract 5, Jackson County, Michigan,685,69,297,272,40,7
1400000US26075000600,26075000600,Census Tract 6, Jackson County, Michigan,528,271,177,67,0,13
1400000US26075000800,26075000800,Census Tract 8, Jackson County, Michigan,1918,82,832,795,184,25
1400000US26075000900,26075000900,Census Tract 9, Jackson County, Michigan,1317,227,536,381,114,59
1400000US26075001000,26075001000,Census Tract 10, Jackson County, Michigan,881,216,423,130,81,31
1400000US26075001100,26075001100,Census Tract 11, Jackson County, Michigan,821,341,342,115,12,11
1400000US26075001200,26075001200,Census Tract 12, Jackson County, Michigan,798,139,374,184,71,30
1400000US26075001300,26075001300,Census Tract 13, Jackson County, Michigan,927,138,499,245,36,9
1400000US26075005000,26075005000,Census Tract 50, Jackson County, Michigan,957,50,422,326,109,50
1400000US26075005100,26075005100,Census Tract 51, Jackson County, Michigan,1778,95,606,653,300,124
1400000US26075005200,26075005200,Census Tract 52, Jackson County, Michigan,2574,16,594,1282,438,244
1400000US26075005301,26075005301,Census Tract 53.01, Jackson County, Michigan,2131,117,980,856,169,9
1400000US26075005302,26075005302,Census Tract 53.02, Jackson County, Michigan,1694,128,526,791,171,78
1400000US26075005400,26075005400,Census Tract 54, Jackson County, Michigan,2082,255,548,858,290,131
1400000US26075005500,26075005500,Census Tract 55, Jackson County, Michigan,2511,522,1236,639,86,28
1400000US26075005600,26075005600,Census Tract 56, Jackson County, Michigan,3092,155,1270,1239,379,49
1400000US26075005700,26075005700,Census Tract 57, Jackson County, Michigan,1243,60,410,517,229,27
1400000US26075005800,26075005800,Census Tract 58, Jackson County, Michigan,0,0,0,0,0,0
1400000US26075005900,26075005900,Census Tract 59, Jackson County, Michigan,1074,187,522,221,116,28
1400000US26075006000,26075006000,Census Tract 60, Jackson County, Michigan,2937,103,846,1191,485,312
1400000US26075006100,26075006100,Census Tract 61, Jackson County, Michigan,2658,55,974,1119,323,187
1400000US26075006200,26075006200,Census Tract 62, Jackson County, Michigan,2868,53,1071,1000,367,377
1400000US26075006301,26075006301,Census Tract 63.01, Jackson County, Michigan,1253,26,331,494,297,105
1400000US26075006303,26075006303,Census Tract 63.03, Jackson County, Michigan,1878,105,433,781,393,166
1400000US26075006304,26075006304,Census Tract 63.04, Jackson County, Michigan,1220,19,336,558,182,125
1400000US26075006401,26075006401,Census Tract 64.01, Jackson County, Michigan,1066,8,248,561,179,70
1400000US26075006402,26075006402,Census Tract 64.02, Jackson County, Michigan,2730,50,704,1199,483,294
1400000US26075006500,26075006500,Census Tract 65, Jackson County, Michigan,2539,113,678,880,474,394
1400000US26075006600,26075006600,Census Tract 66, Jackson County, Michigan,1978,82,530,770,374,222
1400000US26075006701,26075006701,Census Tract 67.01, Jackson County, Michigan,1807,47,434,839,250,237
1400000US26075006702,26075006702,Census Tract 67.02, Jackson County, Michigan,1878,86,432,809,372,179
1400000US26075006801,26075006801,Census Tract 68.01, Jackson County, Michigan,1274,23,302,483,353,113
1400000US26075006803,26075006803,Census Tract 68.03, Jackson County, Michigan,1207,59,353,496,190,109
1400000US26075006804,26075006804,Census Tract 68.04, Jackson County, Michigan,2191,55,506,981,472,177
1400000US26075006900,26075006900,Census Tract 69, Jackson County, Michigan,1275,241,629,303,81,21
1400000US26077000100,26077000100,Census Tract 1, Kalamazoo County, Michigan,940,210,419,268,38,5
1400000US26077000201,26077000201,Census Tract 2.01, Kalamazoo County, Michigan,855,215,320,241,39,40
1400000US26077000202,26077000202,Census Tract 2.02, Kalamazoo County, Michigan,345,82,155,71,33,4
1400000US26077000300,26077000300,Census Tract 3, Kalamazoo County, Michigan,1559,462,729,192,139,37
1400000US26077000500,26077000500,Census Tract 5, Kalamazoo County, Michigan,1511,287,671,438,67,48
1400000US26077000600,26077000600,Census Tract 6, Kalamazoo County, Michigan,2196,526,698,646,158,168
1400000US26077000900,26077000900,Census Tract 9, Kalamazoo County, Michigan,419,23,232,136,28,0
1400000US26077001000,26077001000,Census Tract 10, Kalamazoo County, Michigan,2226,509,869,569,205,74
1400000US26077001100,26077001100,Census Tract 11, Kalamazoo County, Michigan,756,104,218,308,79,47
1400000US26077001200,26077001200,Census Tract 12, Kalamazoo County, Michigan,1255,67,372,670,117,29
1400000US26077001300,26077001300,Census Tract 13, Kalamazoo County, Michigan,827,118,375,278,42,14
1400000US26077001501,26077001501,Census Tract 15.01, Kalamazoo County, Michigan,1658,122,631,540,280,85
1400000US26077001502,26077001502,Census Tract 15.02, Kalamazoo County, Michigan,2145,152,990,816,162,25
1400000US26077001503,26077001503,Census Tract 15.03, Kalamazoo County, Michigan,2052,138,701,876,261,76
1400000US26077001504,26077001504,Census Tract 15.04, Kalamazoo County, Michigan,317,40,120,110,47,0
1400000US26077001506,26077001506,Census Tract 15.06, Kalamazoo County, Michigan,3265,226,1467,959,299,314
1400000US26077001507,26077001507,Census Tract 15.07, Kalamazoo County, Michigan,2370,309,696,722,363,280
1400000US26077001601,26077001601,Census Tract 16.01, Kalamazoo County, Michigan,1173,88,458,479,134,14
1400000US26077001603,26077001603,Census Tract 16.03, Kalamazoo County, Michigan,718,21,322,292,78,5
1400000US26077001604,26077001604,Census Tract 16.04, Kalamazoo County, Michigan,889,65,408,316,61,39
1400000US26077001701,26077001701,Census Tract 17.01, Kalamazoo County, Michigan,1704,159,652,724,121,48
1400000US26077001702,26077001702,Census Tract 17.02, Kalamazoo County, Michigan,1674,111,673,714,140,36
1400000US26077001801,26077001801,Census Tract 18.01, Kalamazoo County, Michigan,1472,228,604,567,53,20
1400000US26077001802,26077001802,Census Tract 18.02, Kalamazoo County, Michigan,2112,125,972,820,148,47
1400000US26077001803,26077001803,Census Tract 18.03, Kalamazoo County, Michigan,807,69,359,274,87,18
1400000US26077001905,26077001905,Census Tract 19.05, Kalamazoo County, Michigan,2499,314,1252,692,193,48
1400000US26077001906,26077001906,Census Tract 19.06, Kalamazoo County, Michigan,2313,131,1089,866,184,43
1400000US26077001907,26077001907,Census Tract 19.07, Kalamazoo County, Michigan,1808,222,798,570,168,50
1400000US26077002002,26077002002,Census Tract 20.02, Kalamazoo County, Michigan,1686,52,580,768,225,61
1400000US26077002003,26077002003,Census Tract 20.03, Kalamazoo County, Michigan,2328,94,506,1288,366,74
1400000US26077002004,26077002004,Census Tract 20.04, Kalamazoo County, Michigan,1607,10,519,806,209,63
1400000US26077002005,26077002005,Census Tract 20.05, Kalamazoo County, Michigan,1579,153,448,660,282,36
1400000US26077002101,26077002101,Census Tract 21.01, Kalamazoo County, Michigan,2923,106,831,1495,366,125
1400000US26077002102,26077002102,Census Tract 21.02, Kalamazoo County, Michigan,1143,13,311,674,121,24
1400000US26077002201,26077002201,Census Tract 22.01, Kalamazoo County, Michigan,829,28,305,366,85,45
1400000US26077002202,26077002202,Census Tract 22.02, Kalamazoo County, Michigan,3580,225,1568,1269,420,98
1400000US26077002601,26077002601,Census Tract 26.01, Kalamazoo County, Michigan,2055,65,579,763,355,293
1400000US26077002700,26077002700,Census Tract 27, Kalamazoo County, Michigan,2999,50,743,1227,668,311
1400000US26077002801,26077002801,Census Tract 28.01, Kalamazoo County, Michigan,1624,27,380,806,301,110
1400000US26077002802,26077002802,Census Tract 28.02, Kalamazoo County, Michigan,2304,43,708,1159,228,166
1400000US26077002901,26077002901,Census Tract 29.01, Kalamazoo County, Michigan,1477,29,334,666,284,164
1400000US26077002903,26077002903,Census Tract 29.03, Kalamazoo County, Michigan,2802,578,1523,516,73,112
1400000US26077002904,26077002904,Census Tract 29.04, Kalamazoo County, Michigan,3847,66,984,1623,963,211
1400000US26077002905,26077002905,Census Tract 29.05, Kalamazoo County, Michigan,3792,412,1680,1175,389,136
1400000US26077003002,26077003002,Census Tract 30.02, Kalamazoo County, Michigan,833,5,117,410,182,119
1400000US26077003003,26077003003,Census Tract 30.03, Kalamazoo County, Michigan,3005,53,651,1467,581,253
1400000US26077003004,26077003004,Census Tract 30.04, Kalamazoo County, Michigan,2687,34,464,1448,554,187
1400000US26077003302,26077003302,Census Tract 33.02, Kalamazoo County, Michigan,2345,0,736,894,483,232
1400000US26077003400,26077003400,Census Tract 34, Kalamazoo County, Michigan,1456,21,290,623,361,161
1400000US26077003500,26077003500,Census Tract 35, Kalamazoo County, Michigan,1666,50,553,729,225,109
1400000US26077005501,26077005501,Census Tract 55.01, Kalamazoo County, Michigan,1511,137,605,546,129,94
1400000US26077005502,26077005502,Census Tract 55.02, Kalamazoo County, Michigan,2071,283,756,662,181,189
1400000US26077006102,26077006102,Census Tract 61.02, Kalamazoo County, Michigan,1442,21,460,558,308,95
1400000US26077006103,26077006103,Census Tract 61.03, Kalamazoo County, Michigan,1848,43,536,852,315,102
1400000US26077006601,26077006601,Census Tract 66.01, Kalamazoo County, Michigan,1620,39,405,749,277,150
1400000US26077006701,26077006701,Census Tract 67.01, Kalamazoo County, Michigan,1053,59,305,449,150,90
1400000US26077006702,26077006702,Census Tract 67.02, Kalamazoo County, Michigan,2385,86,642,1046,446,165
1400000US26079950200,26079950200,Census Tract 9502, Kalkaska County, Michigan,1949,83,597,759,317,193
1400000US26079950300,26079950300,Census Tract 9503, Kalkaska County, Michigan,1885,93,659,768,269,96
1400000US26079950400,26079950400,Census Tract 9504, Kalkaska County, Michigan,1504,95,333,727,209,140
1400000US26079950601,26079950601,Census Tract 9506.01, Kalkaska County, Michigan,941,37,338,414,101,51
1400000US26079950602,26079950602,Census Tract 9506.02, Kalkaska County, Michigan,740,23,224,325,129,39
1400000US26081000100,26081000100,Census Tract 1, Kent County, Michigan,967,110,303,461,77,16
1400000US26081000200,26081000200,Census Tract 2, Kent County, Michigan,638,12,246,282,69,29
1400000US26081000300,26081000300,Census Tract 3, Kent County, Michigan,2225,59,880,881,276,129
1400000US26081000400,26081000400,Census Tract 4, Kent County, Michigan,1388,46,622,550,125,45
1400000US26081000500,26081000500,Census Tract 5, Kent County, Michigan,1596,22,595,712,224,43
1400000US26081000600,26081000600,Census Tract 6, Kent County, Michigan,1818,74,604,864,199,77
1400000US26081000700,26081000700,Census Tract 7, Kent County, Michigan,1193,42,409,579,111,52
1400000US26081000800,26081000800,Census Tract 8, Kent County, Michigan,1090,304,318,383,47,38
1400000US26081000900,26081000900,Census Tract 9, Kent County, Michigan,1203,127,517,415,121,23
1400000US26081001000,26081001000,Census Tract 10, Kent County, Michigan,1921,164,718,768,214,57
1400000US26081001101,26081001101,Census Tract 11.01, Kent County, Michigan,2143,290,811,716,283,43
